session_id,completed,subject_id,form,wave,task_order_indices,added_at,last_accessed
Scbpoqeq5cPbK4S6JgkDakbaJk,1,eO8ueo6SY6mgq8BrsPDn,33ff78,2.0,"{""berlin_numeracy"":1,""leapfrog"":2,""cognitive_reflection"":3,""number_series"":4,""admc_a1"":5,""coherence_forecasting"":6,""raven_matrix"":7,""denominator_neglect_version_A"":8,""denominator_neglect_version_B"":9,""impossible_question"":10,""time_series"":11,""admc_rc2"":12,""bayesian_update_easy"":13,""bayesian_update_hard"":14,""admc_dr"":15,""graph_literacy"":16}",2023-09-15 16:42:28,2023-09-15 22:07:31
WcBcRLmg6ssxWYI6H0fLQ0gqDu,1,ZR5Fx4ekOxWItTtVL2D7,223301,2.0,"{""time_series"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""admc_a2"":4,""shipley_abstraction"":5,""admc_rc1"":6,""admc_rp"":7,""shipley_vocab"":8,""denominator_neglect_version_A"":9,""denominator_neglect_version_B"":10,""impossible_question"":11,""leapfrog"":12}",2023-09-15 16:47:02,2023-09-15 16:47:02
5Kr5hWyojAYLmXU2uwTo4iISWH,0,66TzbbpYlqpFrW3dZjZo,223301,2.0,"{""impossible_question"":1,""admc_a2"":2,""shipley_vocab"":3,""time_series"":4,""leapfrog"":5,""shipley_abstraction"":6,""denominator_neglect_version_A"":7,""denominator_neglect_version_B"":8,""admc_rc1"":9,""bayesian_update_easy"":10,""bayesian_update_hard"":11,""admc_rp"":12}",2023-09-15 16:47:12,2023-09-15 16:47:16
Xf81QLy2eIbZn8pf9DdS69Ig8l,1,spew82wdkX0wW8aCfVN6,223301,2.0,"{""denominator_neglect_version_A"":1,""denominator_neglect_version_B"":2,""impossible_question"":3,""time_series"":4,""leapfrog"":5,""admc_a2"":6,""bayesian_update_easy"":7,""bayesian_update_hard"":8,""admc_rp"":9,""admc_rc1"":10,""shipley_abstraction"":11,""shipley_vocab"":12}",2023-09-15 16:50:19,2023-09-15 16:50:19
MEb7oXeDnmtQ0bC3VQKEpwBH12,1,eupIsJaT0DGhPRxYpQ8L,33ff78,2.0,"{""impossible_question"":1,""coherence_forecasting"":2,""admc_dr"":3,""leapfrog"":4,""admc_rc2"":5,""cognitive_reflection"":6,""berlin_numeracy"":7,""admc_a1"":8,""graph_literacy"":9,""bayesian_update_easy"":10,""bayesian_update_hard"":11,""raven_matrix"":12,""denominator_neglect_version_A"":13,""denominator_neglect_version_B"":14,""time_series"":15,""number_series"":16}",2023-09-15 16:50:49,2023-09-15 16:50:49
MnBtQsEqwrFA0oiReECxNwOpBM,0,DXmw4Idk7i4Juyo4o6qr,223301,2.0,"{""time_series"":1,""admc_a2"":2,""denominator_neglect_version_A"":3,""denominator_neglect_version_B"":4,""shipley_vocab"":5,""admc_rp"":6,""leapfrog"":7,""bayesian_update_easy"":8,""bayesian_update_hard"":9,""admc_rc1"":10,""shipley_abstraction"":11,""impossible_question"":12}",2023-09-15 16:51:42,2023-09-15 16:51:42
8Swp4QOsEYVCB0vqb6bqAf9Ez8,0,yXKjMB4nqFj2OMoz4h6q,33ff78,2.0,"{""coherence_forecasting"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""impossible_question"":4,""graph_literacy"":5,""admc_rc2"":6,""cognitive_reflection"":7,""time_series"":8,""admc_a1"":9,""raven_matrix"":10,""berlin_numeracy"":11,""number_series"":12,""admc_dr"":13,""leapfrog"":14,""denominator_neglect_version_A"":15,""denominator_neglect_version_B"":16}",2023-09-15 16:56:54,2023-09-15 18:45:35
ZSlIoxvuto7pzAvAYAdH8Kl9rS,0,ZHEQ0JAgclZ18MJfxg9e,223301,2.0,"{""shipley_abstraction"":1,""leapfrog"":2,""bayesian_update_easy"":3,""bayesian_update_hard"":4,""time_series"":5,""admc_rc1"":6,""denominator_neglect_version_A"":7,""denominator_neglect_version_B"":8,""admc_a2"":9,""shipley_vocab"":10,""impossible_question"":11,""admc_rp"":12}",2023-09-15 16:58:58,2023-09-15 16:58:58
e93AKbQfQkjIawUmpnrHDyMCEn,1,lqmhT3DMOKizWcQjR7UB,33ff78,2.0,"{""time_series"":1,""admc_a1"":2,""impossible_question"":3,""leapfrog"":4,""graph_literacy"":5,""denominator_neglect_version_A"":6,""denominator_neglect_version_B"":7,""admc_dr"":8,""coherence_forecasting"":9,""berlin_numeracy"":10,""cognitive_reflection"":11,""admc_rc2"":12,""bayesian_update_easy"":13,""bayesian_update_hard"":14,""number_series"":15,""raven_matrix"":16}",2023-09-15 17:07:59,2023-09-22 22:57:17
p2EyIqepy4uvOSdqCGNvGaRURz,0,hMy1CoVHvgJSiNDUIPGy,33ff78,2.0,"{""coherence_forecasting"":1,""berlin_numeracy"":2,""graph_literacy"":3,""time_series"":4,""cognitive_reflection"":5,""number_series"":6,""admc_rc2"":7,""leapfrog"":8,""impossible_question"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""admc_dr"":12,""raven_matrix"":13,""admc_a1"":14,""bayesian_update_easy"":15,""bayesian_update_hard"":16}",2023-09-15 17:15:34,2023-09-15 17:15:34
jD9DLaZo1jwq1HQt3MjwiFBWPC,1,8TGLPTRU6zzng7ig6wje,33ff78,2.0,"{""coherence_forecasting"":1,""admc_rc2"":2,""admc_a1"":3,""impossible_question"":4,""denominator_neglect_version_A"":5,""denominator_neglect_version_B"":6,""admc_dr"":7,""time_series"":8,""number_series"":9,""leapfrog"":10,""bayesian_update_easy"":11,""bayesian_update_hard"":12,""raven_matrix"":13,""graph_literacy"":14,""berlin_numeracy"":15,""cognitive_reflection"":16}",2023-09-15 17:26:28,2023-09-15 17:26:28
h583RYORXtRkVOy067RJhA4Kz3,1,9RURS9QDBxOxAXzKslIr,223301,2.0,"{""impossible_question"":1,""time_series"":2,""leapfrog"":3,""bayesian_update_easy"":4,""bayesian_update_hard"":5,""shipley_vocab"":6,""shipley_abstraction"":7,""admc_a2"":8,""admc_rc1"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""admc_rp"":12}",2023-09-15 17:29:58,2023-09-15 19:21:18
C6FdaOsLL8vp2sdEAFgmzZ0hf3,1,XTTtLZjW3GfR4y1pfMb5,33ff78,2.0,"{""time_series"":1,""admc_rc2"":2,""impossible_question"":3,""admc_dr"":4,""admc_a1"":5,""bayesian_update_easy"":6,""bayesian_update_hard"":7,""coherence_forecasting"":8,""graph_literacy"":9,""leapfrog"":10,""cognitive_reflection"":11,""raven_matrix"":12,""number_series"":13,""berlin_numeracy"":14,""denominator_neglect_version_A"":15,""denominator_neglect_version_B"":16}",2023-09-15 17:33:10,2023-09-21 03:22:54
Avuf0vVgDRFqnXsipPN5gmMlsx,1,gdcaQlSlTYPXtURldtrQ,223301,2.0,"{""shipley_vocab"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""impossible_question"":4,""time_series"":5,""denominator_neglect_version_A"":6,""denominator_neglect_version_B"":7,""admc_rc1"":8,""leapfrog"":9,""shipley_abstraction"":10,""admc_a2"":11,""admc_rp"":12}",2023-09-15 17:33:51,2023-09-15 17:33:51
ck6V84uBWTQ0OT8tRmPeoiisPQ,1,EQcUnvd175FsA5QJLyOC,223301,2.0,"{""time_series"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""denominator_neglect_version_A"":4,""denominator_neglect_version_B"":5,""impossible_question"":6,""leapfrog"":7,""admc_rc1"":8,""shipley_vocab"":9,""admc_rp"":10,""admc_a2"":11,""shipley_abstraction"":12}",2023-09-15 17:36:33,2023-09-15 17:36:33
PlgMY89khgIeydfISuQ9e32ygf,1,Qzfwvjt84nTzY5Y6FjmD,223301,2.0,"{""bayesian_update_easy"":1,""bayesian_update_hard"":2,""shipley_abstraction"":3,""admc_a2"":4,""shipley_vocab"":5,""leapfrog"":6,""time_series"":7,""admc_rc1"":8,""admc_rp"":9,""impossible_question"":10,""denominator_neglect_version_A"":11,""denominator_neglect_version_B"":12}",2023-09-15 17:37:42,2023-09-15 17:37:42
Itq6YDWXogHpqw9eUguLicnSnw,1,CMtMThAxd6T3GsT3xQtf,33ff78,2.0,"{""time_series"":1,""cognitive_reflection"":2,""leapfrog"":3,""admc_rc2"":4,""impossible_question"":5,""admc_dr"":6,""number_series"":7,""admc_a1"":8,""raven_matrix"":9,""coherence_forecasting"":10,""bayesian_update_easy"":11,""bayesian_update_hard"":12,""berlin_numeracy"":13,""graph_literacy"":14,""denominator_neglect_version_A"":15,""denominator_neglect_version_B"":16}",2023-09-15 17:39:28,2023-09-15 17:39:28
6IagqsL9heC9DHvZ74afjryNem,0,ZR5Fx4ekOxWItTtVL2D7,223301,2.0,"{""bayesian_update_easy"":1,""bayesian_update_hard"":2,""admc_rc1"":3,""shipley_vocab"":4,""admc_a2"":5,""impossible_question"":6,""admc_rp"":7,""leapfrog"":8,""time_series"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""shipley_abstraction"":12}",2023-09-15 17:43:59,2023-09-15 17:54:46
2bka8DkhxCpWogLHxC1m5mlG7F,1,MCgC36f8VkjRXQh65Pcc,33ff78,2.0,"{""denominator_neglect_version_A"":1,""denominator_neglect_version_B"":2,""admc_rc2"":3,""leapfrog"":4,""number_series"":5,""berlin_numeracy"":6,""cognitive_reflection"":7,""bayesian_update_easy"":8,""bayesian_update_hard"":9,""graph_literacy"":10,""raven_matrix"":11,""time_series"":12,""coherence_forecasting"":13,""admc_dr"":14,""impossible_question"":15,""admc_a1"":16}",2023-09-15 17:54:45,2023-09-15 23:36:29
ZB8flV6mGrXk83xrz4QkxJFc4A,0,Q67L7FIoeIz3ghEPrvU6,223301,2.0,"{""leapfrog"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""time_series"":4,""shipley_vocab"":5,""shipley_abstraction"":6,""admc_rp"":7,""impossible_question"":8,""denominator_neglect_version_A"":9,""denominator_neglect_version_B"":10,""admc_a2"":11,""admc_rc1"":12}",2023-09-15 17:57:16,2023-09-17 03:55:40
R4kdrJuLjAafZWmB7UsoFbNC01,1,G70NDfvVTsAVQheihRzE,223301,2.0,"{""impossible_question"":1,""admc_a2"":2,""bayesian_update_easy"":3,""bayesian_update_hard"":4,""leapfrog"":5,""denominator_neglect_version_A"":6,""denominator_neglect_version_B"":7,""admc_rc1"":8,""time_series"":9,""shipley_abstraction"":10,""shipley_vocab"":11,""admc_rp"":12}",2023-09-15 18:03:35,2023-09-15 18:03:35
Ev2q5ZLI9arbNnB0IydGIw1Ms4,1,Ej5z29sm0UDZlC9VSn90,33ff78,2.0,"{""graph_literacy"":1,""impossible_question"":2,""admc_dr"":3,""number_series"":4,""coherence_forecasting"":5,""bayesian_update_easy"":6,""bayesian_update_hard"":7,""leapfrog"":8,""berlin_numeracy"":9,""raven_matrix"":10,""admc_a1"":11,""cognitive_reflection"":12,""denominator_neglect_version_A"":13,""denominator_neglect_version_B"":14,""time_series"":15,""admc_rc2"":16}",2023-09-15 18:06:39,2023-09-23 12:31:54
8M8VKFcBeQZ2iUhV3RNIMF1N8Q,1,f9SLvrBHkn9TRQ3evbJS,33ff78,2.0,"{""number_series"":1,""coherence_forecasting"":2,""denominator_neglect_version_A"":3,""denominator_neglect_version_B"":4,""leapfrog"":5,""graph_literacy"":6,""impossible_question"":7,""berlin_numeracy"":8,""admc_dr"":9,""admc_rc2"":10,""admc_a1"":11,""time_series"":12,""raven_matrix"":13,""bayesian_update_easy"":14,""bayesian_update_hard"":15,""cognitive_reflection"":16}",2023-09-15 18:12:13,2023-09-15 18:12:13
PjZgwtk7GZgiG79vwuy7fWuFKt,1,0m8Mvtx03NTVAaAm2cLu,223301,2.0,"{""shipley_abstraction"":1,""admc_rc1"":2,""admc_rp"":3,""impossible_question"":4,""denominator_neglect_version_A"":5,""denominator_neglect_version_B"":6,""shipley_vocab"":7,""leapfrog"":8,""bayesian_update_easy"":9,""bayesian_update_hard"":10,""time_series"":11,""admc_a2"":12}",2023-09-15 18:19:17,2023-09-15 18:56:51
dYGsqbBUw2jxZFU5A1H7OG25F1,1,e5ThhbjuowMl8yVZonYB,33ff78,2.0,"{""graph_literacy"":1,""admc_dr"":2,""raven_matrix"":3,""time_series"":4,""admc_rc2"":5,""coherence_forecasting"":6,""leapfrog"":7,""impossible_question"":8,""admc_a1"":9,""berlin_numeracy"":10,""number_series"":11,""denominator_neglect_version_A"":12,""denominator_neglect_version_B"":13,""cognitive_reflection"":14,""bayesian_update_easy"":15,""bayesian_update_hard"":16}",2023-09-15 18:39:13,2023-09-15 18:39:13
SRTAcfwtJtARTC1MnIfcNjltMt,1,2kXHVLEOjzWidnSYk5Pf,223301,2.0,"{""admc_rp"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""denominator_neglect_version_A"":4,""denominator_neglect_version_B"":5,""shipley_abstraction"":6,""shipley_vocab"":7,""impossible_question"":8,""time_series"":9,""admc_rc1"":10,""admc_a2"":11,""leapfrog"":12}",2023-09-15 19:01:55,2023-09-15 19:01:55
CnolmwGXFRi2LIvjj4uv7mqz3j,0,CMtMThAxd6T3GsT3xQtf,33ff78,2.0,"{""time_series"":1,""coherence_forecasting"":2,""berlin_numeracy"":3,""graph_literacy"":4,""leapfrog"":5,""cognitive_reflection"":6,""admc_dr"":7,""denominator_neglect_version_A"":8,""denominator_neglect_version_B"":9,""admc_rc2"":10,""number_series"":11,""raven_matrix"":12,""impossible_question"":13,""admc_a1"":14,""bayesian_update_easy"":15,""bayesian_update_hard"":16}",2023-09-15 19:02:02,2023-09-22 12:23:29
Ya9lUjc8zt31nnNaItzdVLcUt7,1,i3xWg1XVprFKeJkIGyDu,223301,2.0,"{""shipley_vocab"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""impossible_question"":4,""leapfrog"":5,""time_series"":6,""shipley_abstraction"":7,""denominator_neglect_version_A"":8,""denominator_neglect_version_B"":9,""admc_rp"":10,""admc_a2"":11,""admc_rc1"":12}",2023-09-15 19:06:43,2023-09-15 19:06:43
RBprzBz7kSc23lb4jRmCJy8y2K,0,RE0wFDg307hWuui1rGfL,33ff78,2.0,"{""time_series"":1,""cognitive_reflection"":2,""graph_literacy"":3,""bayesian_update_easy"":4,""bayesian_update_hard"":5,""coherence_forecasting"":6,""berlin_numeracy"":7,""number_series"":8,""impossible_question"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""admc_rc2"":12,""admc_a1"":13,""raven_matrix"":14,""leapfrog"":15,""admc_dr"":16}",2023-09-15 19:14:51,2023-09-15 19:14:51
5NdnqT2ns0Ugv9RkJiZ4gcCIph,1,Geb5rWaHWEd3uwguNWcs,223301,2.0,"{""shipley_vocab"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""leapfrog"":4,""admc_a2"":5,""impossible_question"":6,""denominator_neglect_version_A"":7,""denominator_neglect_version_B"":8,""admc_rc1"":9,""admc_rp"":10,""time_series"":11,""shipley_abstraction"":12}",2023-09-15 19:19:34,2023-09-15 19:19:34
iUoaclJ0iNGd3lrdVB4QpU2y5S,1,2Xgbp4RxjncszaJ0yNdz,223301,2.0,"{""bayesian_update_easy"":1,""bayesian_update_hard"":2,""admc_a2"":3,""denominator_neglect_version_A"":4,""denominator_neglect_version_B"":5,""admc_rp"":6,""leapfrog"":7,""shipley_vocab"":8,""shipley_abstraction"":9,""impossible_question"":10,""time_series"":11,""admc_rc1"":12}",2023-09-15 20:07:39,2023-09-16 16:12:15
bAnI51FDEDM1D7dkYneH9ZtbmA,0,f9SLvrBHkn9TRQ3evbJS,33ff78,2.0,"{""leapfrog"":1,""bayesian_update_easy"":2,""bayesian_update_hard"":3,""denominator_neglect_version_A"":4,""denominator_neglect_version_B"":5,""raven_matrix"":6,""graph_literacy"":7,""admc_dr"":8,""time_series"":9,""cognitive_reflection"":10,""number_series"":11,""berlin_numeracy"":12,""coherence_forecasting"":13,""admc_a1"":14,""admc_rc2"":15,""impossible_question"":16}",2023-09-15 20:09:25,2023-09-15 20:09:25
1mXhGA0MLSIOdLlwkxzp1eav7h,0,0m8Mvtx03NTVAaAm2cLu,223301,2.0,"{""admc_rc1"":1,""time_series"":2,""leapfrog"":3,""admc_rp"":4,""admc_a2"":5,""shipley_vocab"":6,""impossible_question"":7,""shipley_abstraction"":8,""bayesian_update_easy"":9,""bayesian_update_hard"":10,""denominator_neglect_version_A"":11,""denominator_neglect_version_B"":12}",2023-09-15 20:10:58,2023-09-15 20:10:58
dWYbmDfgn4nM3dSjrMEjnw2han,1,44J2DAUmP4oa33eVMXbo,223301,2.0,"{""admc_rp"":1,""shipley_vocab"":2,""leapfrog"":3,""time_series"":4,""bayesian_update_easy"":5,""bayesian_update_hard"":6,""admc_rc1"":7,""shipley_abstraction"":8,""admc_a2"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""impossible_question"":12}",2023-09-15 20:34:30,2023-09-15 20:34:30
o9cl9d8I9GR8WwsVdnJfEPnqyR,1,hqp2nsvojwr8iuELG6MC,33ff78,2.0,"{""denominator_neglect_version_A"":1,""denominator_neglect_version_B"":2,""coherence_forecasting"":3,""admc_a1"":4,""bayesian_update_easy"":5,""bayesian_update_hard"":6,""leapfrog"":7,""raven_matrix"":8,""berlin_numeracy"":9,""number_series"":10,""time_series"":11,""admc_dr"":12,""graph_literacy"":13,""admc_rc2"":14,""cognitive_reflection"":15,""impossible_question"":16}",2023-09-15 20:48:40,2023-09-15 20:48:40
hYvpbSe5U9jCZb05yrAKQsUrBX,0,g6pODP5UB5ph2cKudrRY,223301,2.0,"{""admc_a2"":1,""admc_rp"":2,""denominator_neglect_version_A"":3,""denominator_neglect_version_B"":4,""leapfrog"":5,""impossible_question"":6,""time_series"":7,""shipley_abstraction"":8,""shipley_vocab"":9,""bayesian_update_easy"":10,""bayesian_update_hard"":11,""admc_rc1"":12}",2023-09-15 21:25:06,2023-09-15 21:39:51
HChd9Aq24EOQ2eU4y7ueo8kRdo,1,hgHAiY89xQA0EOPof2AH,223301,2.0,"{""admc_rp"":1,""admc_rc1"":2,""time_series"":3,""admc_a2"":4,""shipley_abstraction"":5,""shipley_vocab"":6,""bayesian_update_easy"":7,""bayesian_update_hard"":8,""impossible_question"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""leapfrog"":12}",2023-09-15 21:41:40,2023-09-15 21:41:40
ZvUfHg3ZC96iR176S9fqZLrj5Q,0,0xYIwhEZNmYtUh4supTB,223301,2.0,"{""time_series"":1,""shipley_vocab"":2,""admc_rc1"":3,""impossible_question"":4,""denominator_neglect_version_A"":5,""denominator_neglect_version_B"":6,""bayesian_update_easy"":7,""bayesian_update_hard"":8,""admc_rp"":9,""admc_a2"":10,""leapfrog"":11,""shipley_abstraction"":12}",2023-09-15 21:41:57,2023-09-15 21:41:57
7N0tP9oR653Ra0zpisD8ZAJuWA,1,opB973UodDii9lMCxIOx,223301,2.0,"{""admc_rc1"":1,""impossible_question"":2,""admc_a2"":3,""leapfrog"":4,""shipley_abstraction"":5,""bayesian_update_easy"":6,""bayesian_update_hard"":7,""admc_rp"":8,""denominator_neglect_version_A"":9,""denominator_neglect_version_B"":10,""shipley_vocab"":11,""time_series"":12}",2023-09-15 21:45:56,2023-09-15 21:45:56
JDv0NcqC4sKpJ9VeMSroAaH5b4,1,KfKgT4e1rIjUHqtQszhH,223301,2.0,"{""denominator_neglect_version_A"":1,""denominator_neglect_version_B"":2,""admc_rp"":3,""time_series"":4,""shipley_abstraction"":5,""bayesian_update_easy"":6,""bayesian_update_hard"":7,""impossible_question"":8,""admc_a2"":9,""leapfrog"":10,""admc_rc1"":11,""shipley_vocab"":12}",2023-09-15 22:32:16,2023-09-19 12:07:56
GBKPdNDZecwePgMCWVMblqoBhI,0,73VBziJ6ymu76O873xzH,33ff78,2.0,"{""admc_dr"":1,""graph_literacy"":2,""cognitive_reflection"":3,""time_series"":4,""berlin_numeracy"":5,""leapfrog"":6,""impossible_question"":7,""number_series"":8,""denominator_neglect_version_A"":9,""denominator_neglect_version_B"":10,""raven_matrix"":11,""bayesian_update_easy"":12,""bayesian_update_hard"":13,""coherence_forecasting"":14,""admc_a1"":15,""admc_rc2"":16}",2023-09-15 22:46:09,2023-09-15 22:47:18
N5lNa4Sc3baOKPmS2V3PK3Wbf2,1,aZs8wpnT6CHJ3p34tnMW,33ff78,2.0,"{""number_series"":1,""admc_rc2"":2,""denominator_neglect_version_A"":3,""denominator_neglect_version_B"":4,""admc_dr"":5,""leapfrog"":6,""coherence_forecasting"":7,""time_series"":8,""cognitive_reflection"":9,""bayesian_update_easy"":10,""bayesian_update_hard"":11,""impossible_question"":12,""raven_matrix"":13,""berlin_numeracy"":14,""admc_a1"":15,""graph_literacy"":16}",2023-09-15 23:10:42,2023-09-15 23:27:04
0cjm29GeNojiuYNsUasIBPXgw7,1,HIXirBH1VmDYG2LJM00q,223301,2.0,"{""admc_a2"":1,""leapfrog"":2,""admc_rc1"":3,""time_series"":4,""bayesian_update_easy"":5,""bayesian_update_hard"":6,""shipley_abstraction"":7,""shipley_vocab"":8,""impossible_question"":9,""denominator_neglect_version_A"":10,""denominator_neglect_version_B"":11,""admc_rp"":12}",2023-09-15 23:20:06,2023-09-15 23:20:06
