"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","crt_1","crt_2","crt_3","crt_4","crt_5","crt_6","crt_7","crt_correct_1","crt_correct_2","crt_correct_3","crt_correct_4","crt_correct_5","crt_correct_6","crt_correct_7","crt_correct_mean"
"lIPG9d8AcZ6lailHQy9h5fjXIo","giqJzTQOGRbdyjjpR1WWJMt4lc",1874052,191,FALSE,102500,"10 cents","5 minutes","24 days","12 days","30 students","0 dollars","is ahead of where he began.",0,1,0,0,0,0,0,0.142857142857143
"lIX4LlrbxYWZwWSsQYpTxxXQ1J","V6CmaXeeCLYphe2oc3BdSVlxHs",2920519,1045,FALSE,212713,"5 cents","100 minutes","12 days","4 days","29 students","0 dollars","has lost money.",1,0,0,1,1,0,1,0.571428571428571
"LjAiHprkK1j6ROMgMtNjEDXWe7","PoyM4gXVQ1Y9IOfd5S0IsV5EZo",5400977,1269,FALSE,210874,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","is ahead of where he began.",1,1,1,1,1,1,0,0.857142857142857
"LNfTUcQ43LjvDFJuo4KhkGS8Bv","Jvsw3HxEcbM8lPdXZDDhZKNfJu",1665562,253,FALSE,99325,"10 cents","100 minutes","36 days","4 days","30 students","10 dollars","is ahead of where he began.",0,0,0,1,0,0,0,0.142857142857143
"lOfiZKv0Zjy50oDMIiU4aWzVNK","llp2ViYFxkfryGl2jKXG2luS4O",4386195,643,FALSE,176561,"10 cents","500 minutes","47 days","9 days","29 students","20 dollars","has lost money.",0,0,1,0,1,1,1,0.571428571428571
"LovX4HU50DylB9vyjyTabUI37n","CVCDb96G7rnvNRGts2i9btyyVD",317964,11,FALSE,269252,"5 cents","100 minutes","47 days","4 days","30 students","10 dollars","has lost money.",1,0,1,1,0,0,1,0.571428571428571
"lqiAQx40uVSXLJ1cXVJw3K9Nns","Rky0Wfhe676xijhdeyXql9Jv3S",5560737,1188,FALSE,151933,"10 cents","20 minutes","24 days","9 days","1 student","10 dollars","has broken even in the stock market.",0,0,0,0,0,0,0,0
"ls9VXFUsu62RkJYc5HZi4Qtpqn","JgQRfIbQCmVEdiNynfS2VaObJP",3331410,1214,FALSE,196039,"5 cents","5 minutes","24 days","4 days","30 students","20 dollars","is ahead of where he began.",1,1,0,1,0,1,0,0.571428571428571
"lTDc4ChjK4HiZ50kCChj1rjI6P","vc9EKbihi2e6wQsVqElxzAxyU5",32413353,1240,FALSE,232989,"10 cents","5 minutes","47 days","4 days","29 students","30 dollars","is ahead of where he began.",0,1,1,1,1,0,0,0.571428571428571
"LTGbTH6FqSttwiRKNN4njsUcf3","xFBYnwDhra8H8ytCt2PcfMPbNi",9990654,546,FALSE,160794,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"ltxk7m1UuFPbQnAtV1fAIRh0Dg","FoHQGwNXiyFJmfYQHPhaxbOpPX",2730088,820,FALSE,144719,"10 cents","100 minutes","24 days","9 days","30 students","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"LuFQ27v0qQaCqf0mToAxx9djvg","k9Y88IKRRCv009jJ87OxV2JcO8",1613469,83,FALSE,214941,"10 cents","100 minutes","24 days","9 days","1 student","10 dollars","has broken even in the stock market.",0,0,0,0,0,0,0,0
"Luvn3OpJKDbQEMEGl6YBRExLG7","I3CyV1rkmk6TfAQNhohoE1Yu1r",3184822,835,FALSE,280182,"5 cents","5 minutes","47 days","3 days","30 students","0 dollars","has broken even in the stock market.",1,1,1,0,0,0,0,0.428571428571429
"luYmScQYodGCXo4hq263gTHOPu","cJ7Pfas7r5lDffAIQ816y7Xf4o",339286,11,FALSE,246961,"5 cents","100 minutes","47 days","4 days","30 students","0 dollars","is ahead of where he began.",1,0,1,1,0,0,0,0.428571428571429
"LwYpILfrWPePPHjMtHNWFb0QEf","y0ULZF1mIJslnm5gfIl8yKKGsp",2715661,711,FALSE,140856,"5 cents","5 minutes","47 days","4 days","29 students","0 dollars","is ahead of where he began.",1,1,1,1,1,0,0,0.714285714285714
"lXzEJsBIGgTrzqEpFi2plmluSq","mIXFV4q2KxOYAwHrhzdbNJwOCr",260937,11,FALSE,251612,"5 cents","5 minutes","24 days","9 days","29 students","0 dollars","is ahead of where he began.",1,1,0,0,1,0,0,0.428571428571429
"lYltZ4gen0MpUn79APSXAdxj2s","z82eCHmcAa7hZ0dvqMOSR3Fi1J",3632505,654,FALSE,237723,"10 cents","100 minutes","47 days","9 days","1 student","20 dollars","is ahead of where he began.",0,0,1,0,0,1,0,0.285714285714286
"LzFZAgBo4paP2wwqm5d6MH24Ub","QP0SVf63cBqQkc98tZBvFWhSut",3907415,698,FALSE,212203,"10 cents","100 minutes","47 days","4 days","29 students","10 dollars","has lost money.",0,0,1,1,1,0,1,0.571428571428571
"LZXNuNnT9busDgMvSMJTLL8X0a","nsIohgbGSigyDpCk9WzIU0jWQK",775382,590,FALSE,237277,"10 cents","5 minutes","47 days","3 days","29 students","0 dollars","has lost money.",0,1,1,0,1,0,1,0.571428571428571
"M0K8JOPv2K0ABOhOuQ537Aaosd","cFWxYLIEtFR9EToE8JCwIGf41O",309014,11,FALSE,265346,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"M1Ieajt2MSCBFpq12VquSwAgvm","gau3rLTf7l8wNX1QPmuzoJmGLC",87312795,1034,FALSE,144042,"10 cents","20 minutes","12 days","4 days","30 students","10 dollars","it cannot be determined.",0,0,0,1,0,0,0,0.142857142857143
"m27rKPy77xfmMeePG3NzU2DdIR","dAaE7a6unBZfkJNGMzmPNxy9cB",696201,587,FALSE,162996,"10 cents","500 minutes","12 days","4 days","30 students","20 dollars","has lost money.",0,0,0,1,0,1,1,0.428571428571429
"M38dIUGM9M81vh4zINnDeIv2no","7wlqHo89X7xP1E4bhu6YXAzebN",3649761,329,FALSE,211687,"10 cents","100 minutes","12 days","9 days","30 students","0 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"m4B8uNkCIe9ymLgEaqRgYlAldt","PHFq0IqUdO39oRwsphkUBYM1g4",1960826,504,FALSE,201614,"10 cents","5 minutes","47 days","4 days","15 students","20 dollars","has lost money.",0,1,1,1,0,1,1,0.714285714285714
"m51z7F5YfuWolz3oAZJ6i07MmP","eWhCUvXEzF3rn2248WcdzxFDKu",3344365,792,FALSE,221701,"10 cents","5 minutes","47 days","9 days","29 students","0 dollars","has lost money.",0,1,1,0,1,0,1,0.571428571428571
"m6BjRE1jTOfM5XqT8w4euxofPE","rEYSWzGc4JI4obH5gG3S5fYCLI",5390886,476,FALSE,239458,"10 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",0,1,1,1,1,0,1,0.714285714285714
"m6Xn5r0LrlDFp15haMBxz3AP6P","WK0ai9I1kGdYAQx1bJ4FibM84V",4349373,1246,FALSE,240346,"9 cents","100 minutes","47 days","9 days","30 students","10 dollars","has lost money.",0,0,1,0,0,0,1,0.285714285714286
"M9Bpuv9ohWtlUfNWKLehpb0HmM","Kz5FMuEyzIw7fOBDfZ7Vk5AlrX",801269,105,FALSE,142731,"5 cents","100 minutes","47 days","4 days","30 students","20 dollars","has lost money.",1,0,1,1,0,1,1,0.714285714285714
"M9oazLJsivyOBbXo7oUOnS3jhU","53UTzhLbbsjzwVmVwunoIFonRA",2174535,180,FALSE,188315,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"mADk3XPXHEgxC6i9aasT2gNwIv","18XmfCfMSvWoKJadZ7ypv8xL1v",1547330,658,FALSE,125276,"9 cents","100 minutes","24 days","3 days","15 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"marmmm8tqLZk3zSLFaatOFQCQl","DN6R1LubM2RUqtCdi5HUH8VVbe",417198,77,FALSE,100949,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"mASLsJK5xG6SSugBHPuSBS2e17","xTw6rl1qU2cksNeL6xf0nOnh3k",3389248,664,TRUE,281005,"5 cents","5 minutes","47 days","4 days","29 students","0 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"MATRxm2xodP6nzzBr4dK4jnCe7","kbXopgSVQpVaaNzCQGbhZhN9ZN",465990,28,FALSE,134413,"5 cents","20 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,0,1,1,1,1,1,0.857142857142857
"MAXK5dao5CV1SSjmcXWlplEr7q","hZ7ak4LoME49mVAVKmZyRPncNT",1442998,632,FALSE,224031,"5 cents","5 minutes","12 days","4 days","29 students","10 dollars","has lost money.",1,1,0,1,1,0,1,0.714285714285714
"MB0UxyTf3ofofoufRFWPAt1Kwh","8RkeFvDaPgbQJ5hgGjW4WGDs2I",1537548,474,FALSE,147435,"10 cents","20 minutes","12 days","4 days","29 students","10 dollars","is ahead of where he began.",0,0,0,1,1,0,0,0.285714285714286
"Mb63kQALOHEysFAvSo0FqAVB86","mBhkEScYReh6IMULdaILytTryU",3582297,653,FALSE,167233,"5 cents","100 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,0,1,1,1,1,1,0.857142857142857
"MDLwdIyGKR3n3pQJLS9F6p3Uwi","pqH78LrdCRwoiVzZvpk7kUKq84",75894396,1303,FALSE,194197,"10 cents","5 minutes","12 days","4 days","30 students","30 dollars","has lost money.",0,1,0,1,0,0,1,0.428571428571429
"mdywOwzom87bJopIvTZSqM5Lrb","F1Lsj4pogokbzQbHvdQkN6zaJn",321513,11,TRUE,280996,"10 cents","5 minutes","12 days","3 days","30 students","0 dollars","has lost money.",0,1,0,0,0,0,1,0.285714285714286
"MebJMkofQfqZF8O5WWOxYJRWKj","DZ8rv6F3AIY5fImluBejgqU7uz",3188094,1132,FALSE,214135,"10 cents","100 minutes","47 days","12 days","29 students","10 dollars","has lost money.",0,0,1,0,1,0,1,0.428571428571429
"MFNo2bageALusNbYRdMuE7sXMP","WNcRalvb5UPHDwK0juAWpTcmvl",273521361,69,FALSE,189903,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","it cannot be determined.",0,1,1,1,1,1,0,0.714285714285714
"MGSOJsUaAGZJPWiPaGNGPBCyZq","eLd7AiarDX27LKzNggrcaurFG3",5114648,1291,FALSE,180894,"10 cents","5 minutes","12 days","12 days","29 students","20 dollars","has lost money.",0,1,0,0,1,1,1,0.571428571428571
"mgYKtRSPHfFyHxZZngcy24zNfb","he04HlCRUuppDSKz5mRgaFAJAM",1553494,702,FALSE,152954,"10 cents","5 minutes","36 days","4 days","30 students","10 dollars","is ahead of where he began.",0,1,0,1,0,0,0,0.285714285714286
"Mh5sdYyJy7tqqWdPmC3Hzm2hav","7L6SSqLFlxhO36UfM4YRhFzBIU",9822616,1178,FALSE,137609,"10 cents","5 minutes","24 days","9 days","30 students","0 dollars","is ahead of where he began.",0,1,0,0,0,0,0,0.142857142857143
"mHcjhC2SzX7daiafpQafXmJ6nT","7vE2E3Ozpz0NQpnsO8INQgfa9u",50700882,137,FALSE,221983,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","it cannot be determined.",0,1,1,1,1,1,0,0.714285714285714
"mI7aR8okc6wokQ3ByhCJHNIZlb","mpiKqsyPNqj6j4Auvqd1ibBqro",2236486,478,FALSE,164206,"10 cents","100 minutes","24 days","9 days","1 student","10 dollars","it cannot be determined.",0,0,0,0,0,0,0,0
"mJhYtE4ESrRSHJKgrd5lcXsMZZ","Co3RMMb6uLCJ5skwpYtNN0fJyG",2077777,686,FALSE,154823,"10 cents","5 minutes","12 days","3 days","1 student","0 dollars","has broken even in the stock market.",0,1,0,0,0,0,0,0.142857142857143
"MJk0TfCVdwyD2cnuH8VGuLqPD1","rCpwi8Pp6zqBL3ZNDAid3Fq7jz",4562143,1262,FALSE,161810,"5 cents","5 minutes","47 days","4 days","30 students","20 dollars","has lost money.",1,1,1,1,0,1,1,0.857142857142857
"mk5rrLS897VhQMADLVelj6a1If","xYdCxqCNpI7VtlV5kfpeDLE2AU",2231588,554,FALSE,182427,"10 cents","5 minutes","47 days","3 days","30 students","0 dollars","has lost money.",0,1,1,0,0,0,1,0.428571428571429
"mmhRMBQJgA6dDHaZT5iVjayCJw","WRoI8T8cv1J9JK5qrDTX9OdqdF",1508211,552,FALSE,161506,"10 cents","100 minutes","24 days","9 days","30 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"MMW6ItrcLDiVGSZgBn5RN6DLui","fbRYxuKCKgl5NEEZ7FnvdfmiNx",278401,12,FALSE,266210,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"mO9x3qNkbEmGrY0czmlbusIhFE","KeD4TqXfBinviTSMcPphylCung",1756251,84,FALSE,216435,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"MOBYJfMJHJCbYnF3fULIp8UnuE","qcbeBaFA3H1Eqtd0L0yh5HQZbK",4185378,1303,FALSE,80797,"10 cents","100 minutes","12 days","9 days","29 students","0 dollars","is ahead of where he began.",0,0,0,0,1,0,0,0.142857142857143
"MOvg58yLa03NKUr9vTqF7jjDMY","QQtMvWOi8s9p4a4Tvh9r0mmfdL",3027630,1293,FALSE,58175,"10 cents","100 minutes","12 days","12 days","30 students","10 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"MPkk4RGfziS3wbxJPg6PTCAqgm","NaztNmL67jTEKQKSPF74xBbS6e",3046294,633,FALSE,171301,"10 cents","5 minutes","24 days","4 days","29 students","0 dollars","has lost money.",0,1,0,1,1,0,1,0.571428571428571
"mPpzY21wdlsQudiWSwy2ry0Ei0","gD4Dc57PWHSBfctzJszqjPyKwl",526675,28,FALSE,112485,"10 cents","100 minutes","24 days","4 days","30 students","20 dollars","is ahead of where he began.",0,0,0,1,0,1,0,0.285714285714286
"MQepfNCRz4YsHT7fRBZ3l1LE4T","c7NDeT1pzRVlzPHVEqwnbxS4t1",4727663,1291,FALSE,89677,"10 cents","100 minutes","12 days","9 days","30 students","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"MqymM0iEgLsdUbNfDQ0nKS8if4","uiysrya28IqI1k9rRNHw2imSkN",1574917,123,FALSE,168398,"10 cents","100 minutes","24 days","3 days","1 student","10 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"mRHRefgfr8yeJhzcQaJSTBqvtp","icFT9eFMcK8BtWBOQIqNnWZAJ4",991532,664,FALSE,111009,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"mSht6DsvPNM2jpfLirBiwYoZU7","2RhrgJEgz4oj07bS7i3kVAVV9G",2181478,464,FALSE,160508,"10 cents","100 minutes","24 days","9 days","15 students","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"mtBAEdqlbKWhBQy3qX0iionMnI","C3SwlccaZymvWV6sOiwc7sa1XT",2794804,425,FALSE,209948,"10 cents","100 minutes","24 days","4 days","30 students","10 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"mUKRE6qHvgyBWWg957zf56lPdz","QKdhUSihkpGZ4t5avtrlwaJwLH",2093412,227,FALSE,144293,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"MUmLppTTjwM1F8qRgWbq2B3G7L","MB3ZDvHIIUU7azzgObCptk7s7k",2335028,518,FALSE,167678,"10 cents","100 minutes","12 days","9 days","29 students","20 dollars","has lost money.",0,0,0,0,1,1,1,0.428571428571429
"muu0hsQN8ANXBo4up5say2cb3I","pffz4G2omMztbDdJ3jMGWud1lZ",5089941,1292,FALSE,161223,"10 cents","100 minutes","24 days","12 days","15 students","30 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"mVs8xGkdszgItFUMuGB7UaFF9G","t7HHQX95pZpRIsBbxn5dRcvKf9",2060130,690,FALSE,114646,"10 cents","100 minutes","24 days","4 days","29 students","10 dollars","is ahead of where he began.",0,0,0,1,1,0,0,0.285714285714286
"mWmoMix3wpgxTg9uiHuFuLAZF6","Z1PFBxeBSQit9CmmqgNfGDlLlI",1966832,171,FALSE,164379,"10 cents","5 minutes","47 days","4 days","30 students","0 dollars","is ahead of where he began.",0,1,1,1,0,0,0,0.428571428571429
"MwnudcISVl8wFCPmwtDtwzEeiC","dPzcweXcQm6VLzmbJcAjNoRVzu",4544409,694,FALSE,163817,"10 cents","100 minutes","12 days","3 days","30 students","30 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"MWqtkZeJ0MuMWSjJI1TLulSVnR","ew9EH4V6OsaPsk5QpbRCRxPj08",2408664,621,TRUE,281004,"10 cents","100 minutes","47 days","4 days","30 students","10 dollars",NA,0,0,1,1,0,0,NA,0.285714285714286
"My5TxtivGM9x6TcsxzTnXshTGj","OiWs18gbgf2bNsvKfJ5F9ReFuY",5018482,1292,FALSE,104925,"5 cents","5 minutes","47 days","9 days","29 students","20 dollars","has lost money.",1,1,1,0,1,1,1,0.857142857142857
"mYWC7u9XC1sSkWN55mlbTkAO8a","M11ZLGCoLrF0c9KZOaKbFVcc2h",2248698,179,FALSE,215445,"10 cents","100 minutes","24 days","9 days","1 student","10 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"MYwzEm6tywaM6EKz16RrjgQfQd","DXlh9BSqA7FDgKXQ7HzMGJHQQ2",2908336,1231,FALSE,115825,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"mYzjsN2DDLxmCX4ZvKLEyVGAPx","7kqKpb9wHQK0pDwZrRXY1RCyTB",16965629,1304,FALSE,224448,"5 cents","5 minutes","24 days","4 days","30 students","0 dollars","is ahead of where he began.",1,1,0,1,0,0,0,0.428571428571429
"mzfba8YTyymUZ1ALCCasQoQjr8","s7FkQVAcPus7GZcYPbCgDQUUq6",704321,24,FALSE,154936,"5 cents","100 minutes","12 days","9 days","29 students","20 dollars","has lost money.",1,0,0,0,1,1,1,0.571428571428571
"mzfPFWRbPX4Ix6C5FzQPznSOzj","mY6MzsMBQXJpnYjJ3HIFLLTdbo",147129775,1242,FALSE,155879,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"mZrAnfdejFoT3L6jVk5PnzvVEL","lHnR7TFHFQEPUqf3d6UTWiY7qw",5523112,716,FALSE,269990,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"n01sEDPowmYEJKtNNGOCug76rI","urY9d3ddxATLeVUvI5184Nwfk6",907456,587,FALSE,177004,"10 cents","100 minutes","24 days","4 days","15 students","10 dollars","is ahead of where he began.",0,0,0,1,0,0,0,0.142857142857143
"n4gB05S2yxlypNeRNU9hsx5oyn","net0D40kZGZWBTzB2cbubUXnBu",292256,11,TRUE,281007,"5 cents","5 minutes","47 days",NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0.428571428571429
"n51bKHjOHGfj3VT3sJAcKdIlGa","O7ikMZPLXAdUoVSX8Q4DWuXMKj",151814408,1293,FALSE,204333,"5 cents","5 minutes","47 days","4 days","30 students","30 dollars","has lost money.",1,1,1,1,0,0,1,0.714285714285714
"N5zaNc0aUrsNGGXr8z746ixDD4","DB4JAWtGojMChmwjYEMqoIj3jD",859938,588,FALSE,220568,"10 cents","100 minutes","24 days","9 days","15 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"n7ijzUZM1RnaxWCp0II8htk9Ew","pWHnZuUogMdr0KUkh3IXmVvvJs",4546805,778,FALSE,65319,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"NA3sTW4RyqYjvIFbQF1l5hvfwB","QICKmbjNOTkSdrrUg1x59MEDq0",494823,77,FALSE,112317,"10 cents","100 minutes","24 days","4 days","30 students","10 dollars","is ahead of where he began.",0,0,0,1,0,0,0,0.142857142857143
"NaOXnVkjjvE1mW6HqXzQTVZRYX","duYFj6P3aexX3zoyBOXfG0Yerf",62744841,73,TRUE,281006,"10 cents","5 minutes","12 days","4 days","15 students","10 dollars",NA,0,1,0,1,0,0,NA,0.285714285714286
"NAzFFk3zL2kSkwZatUCDATdGQT","NrUlotd73iVFF93lcJ6opdKk0Z",6856507,1290,FALSE,263556,"10 cents","100 minutes","12 days","9 days","30 students","20 dollars","has lost money.",0,0,0,0,0,1,1,0.285714285714286
"Nc7CYmjfCCTsR0Vjlp3YzvHlWq","oxPHmCDGtBmXDC5kJedwWn941B",108626703,1291,FALSE,181282,"5 cents","5 minutes","47 days","9 days","29 students","10 dollars","has lost money.",1,1,1,0,1,0,1,0.714285714285714
"ndCCNLwXgmmQNJ334rlqYEW7Fw","yCFS2PmvMkbS5QBgU49eU33Blk",4868557,1297,FALSE,220330,"10 cents","5 minutes","47 days","4 days","30 students","0 dollars","has lost money.",0,1,1,1,0,0,1,0.571428571428571
"NeoMa095wVY4w39n2tUFhauqag","BnceAYo8NK40C988WJvd0oWoJX",2317146,1068,FALSE,118378,"10 cents","100 minutes","12 days","4 days","15 students","10 dollars","is ahead of where he began.",0,0,0,1,0,0,0,0.142857142857143
"NfSJmkIqAAnbNjbgFQUZfVcWGS","TB3keooLyQgC9UWllVamt8BqOY",26570623,1153,FALSE,224653,"10 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,1,1,1,1,1,1,0.857142857142857
"nFxfD4ALKBtLa7tFYgZq3RCUzJ","rA9NaPQsOj2l4Wx4EnWFpS8qwI",309280,11,TRUE,281000,"10 cents","100 minutes","24 days","4 days","30 students","10 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"nglLmYvj2lA55G9eA7c2kFcAUM","ZiLlDH2qzYdBO1jvHFgQCCbgdp",16416506,167,FALSE,150758,"5 cents","100 minutes","47 days","9 days","30 students","20 dollars","has lost money.",1,0,1,0,0,1,1,0.571428571428571
"nhAfDr1kzTKLQ2Sy3SRvNc8STg","5opp9oV4scBS4ScCkNg3P8jOWK",751122,78,FALSE,149354,"10 cents","100 minutes","24 days","4 days","30 students","0 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"nHjsmmm8knNVsa4Aob6cWVKYMK","XDpyu1pA9E75JKRtUP8wMfWXLs",1252821,690,FALSE,133819,"10 cents","5 minutes","47 days","9 days","1 student","0 dollars","is ahead of where he began.",0,1,1,0,0,0,0,0.285714285714286
"NioXRhGzvoduktzxGuSVzxMO05","ODHdxldp2o8ZgT6WahczJY80sD",2777320,859,FALSE,98141,"5 cents","100 minutes","24 days","9 days","30 students","10 dollars","it cannot be determined.",1,0,0,0,0,0,0,0.142857142857143
"NLAxgkfCjjDVCAF2Cy6CvIglAJ","1dMQGEoX2oiwFYY97YWSZUUtXS",3792421,872,FALSE,155722,"10 cents","5 minutes","47 days","3 days","29 students","20 dollars","it cannot be determined.",0,1,1,0,1,1,0,0.571428571428571
"NLcvbEd6hQuWqgCP8VMuNedbv9","sXUbyKYK74rKH5kZDDyCqCf6yS",1948993,1004,FALSE,93349,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"NLWZ9zMgvGgCmL2FKoBKXe3U0W","KXxvt3XUEvbsYxGMQbYrWdxUZ9",726170,57,FALSE,252304,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"nn5usgzOJpw7k27URf6f1w58m8","KYRSWICqlVjzvHlEpbWzd5uYxN",3635623,1289,FALSE,168414,"5 cents","5 minutes","47 days","4 days","29 students","30 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"NN8vhk1XMD93GLnW3G5SfMLW0d","pZHWiEvfZaWjjTdapqaeuBLqUp",4552919,1236,FALSE,122429,"10 cents","100 minutes","47 days","4 days","29 students","20 dollars","has lost money.",0,0,1,1,1,1,1,0.714285714285714
"NNbJyWvXDzIv4sOvLIiIhM5lcT","DuI9se2zBChadYJCK241h23lx2",2752761,120,FALSE,252032,"5 cents","5 minutes","47 days","4 days","30 students","10 dollars","has lost money.",1,1,1,1,0,0,1,0.714285714285714
"NOj3Fs5mFgEHzJjjoDxnIUMdzg","dIfoKBWJlGQBPyAthn4PatFqmd",3538325,947,FALSE,131733,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"nPv1Nx8bVourXKKYy1VEkR41Aa","n21LvDffdbAlBQFHy20CakAObf",514239,151,FALSE,50784,"10 cents","5 minutes","47 days","4 days","29 students","10 dollars","is ahead of where he began.",0,1,1,1,1,0,0,0.571428571428571
"nrSdVN8Uco7Vk6YUaL0BIax8th","HpEZ58yoHRnw44ovWhDXFY6bTv",3183813,636,FALSE,166842,"10 cents","20 minutes","47 days","9 days","29 students","20 dollars","has lost money.",0,0,1,0,1,1,1,0.571428571428571
"nsGoslTb8WMstdEKHbgb1QeA14","ZVnSc2E0zpAnOQHQdF0dAwabzl",5220910,938,FALSE,181123,"10 cents","100 minutes","47 days","4 days","30 students","0 dollars","has lost money.",0,0,1,1,0,0,1,0.428571428571429
"nSQ7qOVs7bO3jxcZj6SnGRKYRl","rHWpNAP8FyfX7Nom2hOslzU4gN",15447718,1296,FALSE,268721,"10 cents","20 minutes","24 days","9 days","30 students","30 dollars","has lost money.",0,0,0,0,0,0,1,0.142857142857143
"nwFDunpSaOgobmXgXRlAC1zXSJ","vFiWV87oABk0WoPR2pqADYEIgy",9392414,1241,FALSE,201025,"10 cents","5 minutes","47 days","9 days","29 students","10 dollars","has lost money.",0,1,1,0,1,0,1,0.571428571428571
"nwpwU03CFMx2Wdmwk62DPOA6pW","V6BqK9NZkqpNSlCvFNXMJ78iER",3369262,763,FALSE,94917,"10 cents","100 minutes","12 days","9 days","1 student","10 dollars","is ahead of where he began.",0,0,0,0,0,0,0,0
"NXqRfmp3IKdOO7siuiAPOFbqbU","4vQv75nZSzlXpONJ30oSrLxlXY",4667473,1266,FALSE,187132,"10 cents","500 minutes","24 days","4 days","1 student","0 dollars","has lost money.",0,0,0,1,0,0,1,0.285714285714286
"NZpmSkWYxRrgYmSsyz74Xqgths","Ej5Ll98H5lP6IACXxjKVd8Uui8",218201,11,FALSE,206738,"10 cents","100 minutes","12 days","9 days","30 students","20 dollars","is ahead of where he began.",0,0,0,0,0,1,0,0.142857142857143
"nzvdY55H0xqZI962IEF0yLesuL","ImAynVTBP7I5yJpM8v6Mmq1bzC",5370007,1323,FALSE,113790,"10 cents","100 minutes","47 days","9 days","30 students","10 dollars","has lost money.",0,0,1,0,0,0,1,0.285714285714286
"o1azewTpHMJXPnH5fow1wB9ldo","RIe9nSlHD6Q3Q3fEJSAkupVqwN",1558452,603,FALSE,279823,"10 cents","5 minutes","24 days","9 days","1 student","10 dollars","is ahead of where he began.",0,1,0,0,0,0,0,0.142857142857143
"O2Quc6dJLGYQBtqqsFwp78t5ra","XVVCafpc3ouGuscpHBDdJHC59g",21395452,727,FALSE,156003,"5 cents","5 minutes","47 days","4 days","29 students","20 dollars","has lost money.",1,1,1,1,1,1,1,1
"o2ttEBmL2u0IUKpofj3JMDicnT","wls3FVcA9vO16EvIruNdTGQji5",1492727,207,FALSE,123511,"5 cents","5 minutes","47 days","4 days","29 students","10 dollars","has lost money.",1,1,1,1,1,0,1,0.857142857142857
"O4j761pZAgMgKvNWtG65vX52as","VrByKt8hl64x2f0biNhOM1Ia3K",5969427,1274,FALSE,112934,"5 cents","5 minutes","12 days","3 days","30 students","0 dollars","has lost money.",1,1,0,0,0,0,1,0.428571428571429
