"subject_id","rc1_1_vs_rc2_5","rc1_2_vs_rc2_4","rc1_3_vs_rc2_7","rc1_4_vs_rc2_2","rc1_5_vs_rc2_6","rc1_6_vs_rc2_3","rc1_7_vs_rc2_1","a1_1_vs_a2_6","a1_2_vs_a2_5","a1_3_vs_a2_3","a1_4_vs_a2_1","a1_5_vs_a2_7","a1_6_vs_a2_2","a1_7_vs_a2_4","resistance_to_framing_score_mean","rp_a1_vs_rp_b1","rp_a2_vs_rp_b2","rp_a3_vs_rp_b3","rp_a4_vs_rp_b4","rp_a5_vs_rp_b5","rp_a6_vs_rp_b6","rp_a7_vs_rp_b7","rp_a8_vs_rp_b8","rp_a9_vs_rp_b9","rp_a10_vs_rp_b10","rp_a3_vs_rp_a6","rp_b3_vs_rp_b6","rp_a4_vs_rp_a7","rp_b4_vs_rp_b7","rp_a2_vs_rp_a9","rp_b2_vs_rp_b9","rp_a1_plus_rp_a10_equals_1","rp_b1_plus_rp_b10_equals_1","rp_a5_plus_rp_a8_equals_1","rp_b5_plus_rp_b8_equals_1","risk_perception_prop_consistent","dr1_C","dr2_D","dr3_C","dr4_None","dr5_A","dr6_E","dr7_E","dr8_A","dr8_C","dr9_A","dr9_D","dr9_E","dr10_C","dr10_D","dr10_E","dr_score_mean"
"qEVxqrorFuK0BCpZbUoy",0,0,0,2,1,1,1,3,2,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.8
"hSH8uwdznJPF9W8CTA2w",3,2,1,0,0,3,1,0,0,1,0,1,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.7,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0.8
"PHhwWi1zxc7KS7rrgWg9",0,1,2,1,1,1,1,3,2,3,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.733333333333333
"YxPY8EcFK12BGCSzOjD8",1,3,0,2,4,1,1,0,0,3,1,1,1,2,1.42857142857143,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.65,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0.533333333333333
"Nhfi0ZY8Ti7wJnO4nIYo",2,1,1,1,2,2,0,0,1,0,1,0,0,1,0.857142857142857,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0.8
"HqfnXYULelL4tEtMA05t",3,4,1,4,5,3,0,2,1,1,2,2,1,2,2.21428571428571,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0.466666666666667
"MJzHLwX8uDBLf5PVpvm3",0,1,3,0,1,1,1,1,1,2,2,1,0,1,1.07142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0.8
"DkhleOQUYKN0Tj5WLg0n",1,2,1,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0.75,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0.666666666666667
"EhUZpS0qsaUqWwco1hTt",1,0,1,1,0,0,2,1,2,0,0,0,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.933333333333333
"xerEAhCM3QCii740dMOT",1,0,2,2,1,0,3,1,2,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.55,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0.666666666666667
"aagK9U6xv7nU60Gpn14D",0,1,1,0,0,0,1,1,0,2,2,1,1,1,0.785714285714286,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0.666666666666667
"fNDTW0uBz4kj8OONwszR",5,4,1,2,0,4,2,4,0,2,2,1,0,1,2,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0.6,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0.733333333333333
"yL2xNKGqpeaOzg95CDUB",1,3,3,2,0,0,0,1,0,2,0,0,0,1,0.928571428571429,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.933333333333333
"uRnLhR9EHf3hyvc8IAhA",2,2,2,0,3,1,3,2,1,3,0,1,4,0,1.71428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.533333333333333
"2sNFytLCdDNZk8UnzLGD",2,3,2,2,4,1,1,0,0,0,0,0,3,1,1.35714285714286,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0.6
"nmy4BvIJvHgW6RKgnx5i",1,4,2,4,3,4,4,0,1,2,2,0,0,0,1.92857142857143,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.7,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0.466666666666667
"THM75FY0853siUB2wF5J",2,0,2,3,4,3,1,1,0,0,2,1,2,0,1.5,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.65,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.866666666666667
"r8w1FvRydOvSvSWrVsy4",0,1,0,2,1,0,2,0,1,0,2,1,2,1,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"daODboVggv3HjxF3IKYk",0,1,0,0,0,1,2,0,1,0,0,1,0,2,0.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0.733333333333333
"vLZOQcg7ef2x9mZXoFxr",1,0,1,1,0,0,2,2,1,1,1,0,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.75,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0.666666666666667
"Mtt1LXmZWBninK3ggSK5",0,3,1,2,4,0,1,1,1,0,1,0,2,1,1.21428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0.8
"n67Cb0LnyydD86IYfON7",4,0,2,0,2,0,2,0,3,0,0,0,3,1,1.21428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0.6
"khYao3bQxAh4FNPIXDxa",4,3,2,3,1,1,0,0,2,1,2,1,0,1,1.5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.7,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0.6
"gHWgHzynJbowDqymIDjy",2,2,0,1,4,0,4,2,1,2,0,0,1,2,1.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.6
"lVf9yb3rd8R5jMUeXTP0",3,3,3,4,0,3,2,3,2,0,1,1,3,1,2.07142857142857,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0.55,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.733333333333333
"aEalfO2zYVQmNGz6LclE",1,3,2,0,5,5,5,0,2,3,1,2,1,2,2.28571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0.466666666666667
"G06vCKjuln4m6u6CPQEn",3,2,4,0,3,3,4,0,1,3,2,1,3,1,2.14285714285714,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0.65,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.266666666666667
"ghnnf7NOCbptKwZqbJP0",4,0,0,3,3,4,1,2,2,0,3,0,4,0,1.85714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0.333333333333333
"sZGzqAOV3iVsQwHtXKkS",0,2,2,0,1,3,4,1,3,2,1,3,0,0,1.57142857142857,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.45,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0.6
"agKk7RbWzbO8PrWqXEW0",1,0,1,1,4,1,1,0,0,1,0,1,0,0,0.785714285714286,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"VEXHf6Q3dSG6vKlcvhzj",1,1,1,2,0,0,0,3,1,1,0,1,2,0,0.928571428571429,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0.4
"iy9xO2TEZoxoxDybXwaa",3,2,0,0,2,1,1,0,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0.7,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0.8
"CPwdHnAnqZuJJEvQdgWC",5,5,5,5,0,5,5,0,0,2,1,1,1,1,2.57142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0.533333333333333
"1dxR6XNJvb17STmiEGyG",0,3,3,2,0,1,1,0,1,0,0,0,1,1,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"w8EG0W8jl0IbL9HsENCg",1,0,0,0,5,0,5,0,2,2,3,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0.6
"MskJPTzjpASwSGntWf2Y",3,0,2,4,4,1,4,0,0,0,2,1,0,2,1.64285714285714,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.866666666666667
"htQqEkZrN07nvsxITRGJ",0,1,0,2,1,1,2,3,1,2,2,0,1,1,1.21428571428571,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.466666666666667
"ydd1LumbkUH3nodzQ6ED",1,1,2,2,4,0,0,1,1,2,1,0,0,1,1.14285714285714,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0.6,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.333333333333333
"BxdFCeWLf8nCNjrDcwKt",1,3,1,1,4,1,0,0,2,0,2,2,2,1,1.42857142857143,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.5,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0.6
"ADb2b1AvtBmftDmWdKWN",2,1,0,1,3,5,4,3,1,2,1,2,0,1,1.85714285714286,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0.7,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0.533333333333333
"GlBRxPqUIjyWmzD1i5t5",1,0,1,1,2,0,1,1,1,1,2,1,1,0,0.928571428571429,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.65,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0.6
"KofgQTwOEWPBY5YSx1Dy",1,1,3,4,1,4,1,2,1,1,2,0,1,1,1.64285714285714,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0.533333333333333
"LM4rmItUzAPwedEbj0aj",0,0,5,1,1,0,0,1,0,1,1,0,2,1,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.933333333333333
"fCMnEWhTh7kuGhOSMhTC",1,2,4,1,5,1,0,3,0,1,0,1,3,2,1.71428571428571,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.733333333333333
"CCxLeiDjlaFSE568xENK",2,3,0,4,1,1,0,1,1,1,1,1,1,3,1.42857142857143,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.866666666666667
"91aqlaHOAOSBKYzV8ZOW",2,3,2,3,1,2,1,1,1,4,1,1,2,1,1.78571428571429,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.866666666666667
"OqVMCBzCFg8z0NHsOlP9",2,0,1,0,3,1,2,0,2,0,0,0,1,0,0.857142857142857,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.933333333333333
"Mdmz1IMWbMN65ldqchyZ",3,1,3,2,1,0,4,3,1,1,1,1,3,0,1.71428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.8
"e8cXE9s9upZtFqszDShQ",1,1,3,2,0,2,2,4,3,1,2,1,1,2,1.78571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.866666666666667
"3Xnty4lyDFQ8oFoNZ8tt",0,2,5,1,3,0,3,2,0,0,0,1,2,1,1.42857142857143,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0.6,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.8
"k9MmGT1uWvO13aGxHsEY",3,2,1,0,2,1,2,2,1,0,1,1,1,1,1.28571428571429,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.8
"d7pCGcyjbWTZyaOtM2w1",3,1,2,2,0,1,2,1,2,1,2,1,2,0,1.42857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0.666666666666667
