trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_leapfrog,task_admc_a2,task_shipley_vocab,task_impossible_question,task_shipley_abstraction,task_coherence_forecasting,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,task_admc_rp,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,admc_id,admc_response,question_order,shipley_vocabulary_score,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,shipley_abstraction_score,moved_sliders,cfs_id,cfs_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
survey-html-form,651,1153196,0.0-15.0-4.0-0.0-0.16,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,5135.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_22': '1', 'GK_22_slider': '100'}",False,932.0,,,,,,,,,,,,,,,False,0.0,16.0,,,,,,,,True,,,,,1.0,100.0,GK_22,China has over 1 billion mobile cellular connections,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,652,1154027,0.0-15.0-4.0-0.0-1.16,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,828.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,933.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 80% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,653,1160195,0.0-15.0-4.0-0.0-0.17,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,6167.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_53': '1', 'GK_53_slider': '100'}",False,934.0,,,,,,,,,,,,,,,False,0.0,17.0,,,,,,,,True,,,,,1.0,100.0,GK_53,The top 10 car manufacturing countries produced approximately how many new cars in 2014?,50 milion,10 million,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,654,1161555,0.0-15.0-4.0-0.0-1.17,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1359.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,935.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 81% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,655,1166915,0.0-15.0-4.0-0.0-0.18,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,5359.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_4': '2', 'GK_4_slider': '100'}",False,936.0,,,,,,,,,,,,,,,False,0.0,18.0,,,,,,,,True,,,,,2.0,100.0,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,656,1168163,0.0-15.0-4.0-0.0-1.18,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1245.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,937.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 19/30 questions completed. 82% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,657,1173195,0.0-15.0-4.0-0.0-0.19,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,5031.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'IQ_4': '3'},False,938.0,,,,,,,,,,,,,,,False,0.0,19.0,,,,,,,,False,,,,,3.0,,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,658,1180059,0.0-15.0-4.0-0.0-1.19,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,6862.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,939.0,,,,,,,,,,,,,,<p>Progress: 20/30 questions completed. 82% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,659,1184436,0.0-15.0-4.0-0.0-0.20,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,4373.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_3': '1', 'GK_3_slider': '100'}",False,940.0,,,,,,,,,,,,,,,False,0.0,20.0,,,,,,,,True,,,,,1.0,100.0,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,660,1185500,0.0-15.0-4.0-0.0-1.20,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1063.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,941.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 21/30 questions completed. 83% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,661,1200444,0.0-15.0-4.0-0.0-0.21,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,14942.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_42': '1', 'GK_42_slider': '100'}",False,942.0,,,,,,,,,,,,,,,False,0.0,21.0,,,,,,,,True,,,,,1.0,100.0,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,662,1201523,0.0-15.0-4.0-0.0-1.21,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1076.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,945.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 22/30 questions completed. 84% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,663,1212188,0.0-15.0-4.0-0.0-0.22,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,10663.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_14': '1', 'GK_14_slider': '90'}",False,946.0,,,,,,,,,,,,,,,False,0.0,22.0,,,,,,,,True,,,,,1.0,90.0,GK_14,"Methane, Carbon Dioxide and Water vapor in the atmosphere are all good at trapping heat from the Earth's surface",True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,664,1213172,0.0-15.0-4.0-0.0-1.22,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,981.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,947.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 23/30 questions completed. 85% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,665,1217035,0.0-15.0-4.0-0.0-0.23,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,3862.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'IQ_1': '3'},False,948.0,,,,,,,,,,,,,,,False,0.0,23.0,,,,,,,,False,,,,,3.0,,IQ_1,When did the battle of Kavkav take place?,Before 1647,After 1647,3.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,666,1217843,0.0-15.0-4.0-0.0-1.23,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,806.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,949.0,,,,,,,,,,,,,,<p>Progress: 24/30 questions completed. 85% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,667,1223308,0.0-15.0-4.0-0.0-0.24,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,5464.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_21': '2', 'GK_21_slider': '100'}",False,950.0,,,,,,,,,,,,,,,False,0.0,24.0,,,,,,,,True,,,,,2.0,100.0,GK_21,The number of weeks in a year is approximately:,500,52,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,668,1224195,0.0-15.0-4.0-0.0-1.24,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,884.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,951.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 86% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,669,1228860,0.0-15.0-4.0-0.0-0.25,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,4663.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_80': '2', 'GK_80_slider': '91'}",False,952.0,,,,,,,,,,,,,,,False,0.0,25.0,,,,,,,,True,,,,,2.0,91.0,GK_80,Most diamonds are not formed from coal.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,670,1229803,0.0-15.0-4.0-0.0-1.25,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,942.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,953.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 82% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,671,1234580,0.0-15.0-4.0-0.0-0.26,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,4775.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'IQ_5': '3'},False,954.0,,,,,,,,,,,,,,,False,0.0,26.0,,,,,,,,False,,,,,3.0,,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,672,1235571,0.0-15.0-4.0-0.0-1.26,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,988.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,955.0,,,,,,,,,,,,,,<p>Progress: 27/30 questions completed. 82% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,673,1247835,0.0-15.0-4.0-0.0-0.27,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,12263.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'GK_70': '3'},False,956.0,,,,,,,,,,,,,,,False,0.0,27.0,,,,,,,,False,,,,,3.0,,GK_70,"A man bought a car for $10,000. He sold the car once the price fell by 17%, and invested the money so that he then got back $10,000. His profit on the invested amount is approximately:",0.17,0.2,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,674,1248971,0.0-15.0-4.0-0.0-1.27,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1133.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,957.0,,,,,,,,,,,,,,<p>Progress: 28/30 questions completed. 82% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,675,1269979,0.0-15.0-4.0-0.0-0.28,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,21006.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{},True,958.0,,,,,,,,,,,,,,,False,0.0,28.0,,,,,,,,False,,,,,,,GK_79,Which one of the below is not a correct possible solution for x. | x - 9 | <  10.,-4,4,1.0,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,676,1271243,0.0-15.0-4.0-0.0-1.28,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1262.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,959.0,,,,,,,,,,,,,,<p>Progress: 29/30 questions completed. 82% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,677,1278396,0.0-15.0-4.0-0.0-0.29,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,7151.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_55': '2', 'GK_55_slider': '93'}",False,960.0,,,,,,,,,,,,,,,False,0.0,29.0,,,,,,,,True,,,,,2.0,93.0,GK_55,Autism has become an epidemic.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,678,1279331,0.0-15.0-4.0-0.0-1.29,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,934.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,961.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 30/30 questions completed. 83% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,679,1279332,0.0-15.0-5.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,680,1280603,0.0-15.0-6.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,1270.0,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,681,1280606,0.0-15.0-7.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,682,1280609,0.0-15.0-9.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,683,1280612,0.0-17.0-0.0-0.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,684,1280765,0.0-17.0-1.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,685,1291411,0.0-17.0-2.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 10644}]",10644.0,,,,,,,,,,,,shipley_abstraction_instructions,,,,,,,,,,,,,,,,,,,,False,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,686,1291413,0.0-17.0-3.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,687,2012422,0.0-17.0-4.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,721006.0,,,,,,,,,,,,shipley_abstraction_test_trial,,,,,,,,,,,,,,,,,,,"{'shipley_abstraction_1_0': '6', 'shipley_abstraction_2_0': 'u', 'shipley_abstraction_2_1': 'p', 'shipley_abstraction_3_0': 'e', 'shipley_abstraction_4_0': '3', 'shipley_abstraction_5_0': 'w', 'shipley_abstraction_6_0': 'd', 'shipley_abstraction_6_1': 'o', 'shipley_abstraction_6_2': 'o', 'shipley_abstraction_6_3': 'm', 'shipley_abstraction_7_0': 'a', 'shipley_abstraction_7_1': 'p', 'shipley_abstraction_7_2': 'e', 'shipley_abstraction_8_0': 'o', 'shipley_abstraction_8_1': 'n', 'shipley_abstraction_9_0': 's', 'shipley_abstraction_10_0': '5', 'shipley_abstraction_10_1': '4', 'shipley_abstraction_11_0': 'a', 'shipley_abstraction_11_1': 't', 'shipley_abstraction_12_0': '', 'shipley_abstraction_12_1': '', 'shipley_abstraction_12_2': '', 'shipley_abstraction_12_3': '', 'shipley_abstraction_12_4': '', 'shipley_abstraction_13_0': 'g', 'shipley_abstraction_13_1': 'o', 'shipley_abstraction_13_2': 'a', 'shipley_abstraction_13_3': 't', 'shipley_abstraction_14_0': '9', 'shipley_abstraction_15_0': 'h', 'shipley_abstraction_15_1': 'i', 'shipley_abstraction_15_2': 't', 'shipley_abstraction_16_0': 'o', 'shipley_abstraction_16_1': 'o', 'shipley_abstraction_17_0': '3', 'shipley_abstraction_17_1': '6', 'shipley_abstraction_17_2': '4', 'shipley_abstraction_17_3': '2', 'shipley_abstraction_17_4': '5', 'shipley_abstraction_18_0': '5', 'shipley_abstraction_19_0': 'r', 'shipley_abstraction_20_0': '', 'shipley_abstraction_21_0': '', 'shipley_abstraction_22_0': 'y', 'shipley_abstraction_22_1': 'm', 'shipley_abstraction_23_0': '', 'shipley_abstraction_23_1': '', 'shipley_abstraction_23_2': '', 'shipley_abstraction_23_3': '', 'shipley_abstraction_23_4': '', 'shipley_abstraction_23_5': '', 'shipley_abstraction_24_0': '', 'shipley_abstraction_25_0': '', 'shipley_abstraction_25_1': '', 'shipley_abstraction_25_2': ''}",True,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,688,2012452,0.0-17.0-5.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,689,2015324,0.0-17.0-6.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,2870.0,,,,,,,,,,,,feedback_Shipley (Abstraction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,690,2015325,0.0-17.0-7.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,691,2015328,0.0-17.0-9.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,Shipley (Abstraction)__completed,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,692,2035757,0.0-18.0-0.0,JlC8vtBxKJRSYnZxy3cS,223301,5,SORtkRpZQTK7rcInjyvoWBXhb1,ULDcd6i5EE6JWXwwO0AGaAc4Ip,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 20427}]",20427.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
