view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_time_series,task_impossible_question,task_admc_rc1,task_admc_rp,task_graph_literacy,task_admc_a2,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_shipley_vocab,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,moved_sliders,cfs_id,cfs_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,slider_start,admc_id,admc_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,question_order,shipley_vocabulary_score
,4558.0,survey-html-form,228,1700893,0.0-13.0-4.0-0.0-0.17,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,979.0,,"{'GK_69': '2', 'GK_69_slider': '100'}",100.0,False,0.0,17.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_69,Which is the smallest independent country?,Monaco,Vatican City,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1140.0,html-button-response,229,1702034,0.0-13.0-4.0-0.0-1.17,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,980.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 76% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11214.0,survey-html-form,230,1713250,0.0-13.0-4.0-0.0-0.18,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,981.0,,{'GK_72': '3'},,False,0.0,18.0,,,,,,,,,,anchor,,,,,,,,,,,3.0,False,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,961.0,html-button-response,231,1714213,0.0-13.0-4.0-0.0-1.18,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,982.0,<p>Progress: 19/30 questions completed. 76% correct.</p>,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7541.0,survey-html-form,232,1721756,0.0-13.0-4.0-0.0-0.19,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,983.0,,"{'IQ_5': '1', 'IQ_5_slider': '59'}",59.0,False,0.0,19.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,True,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,875.0,html-button-response,233,1722632,0.0-13.0-4.0-0.0-1.19,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,984.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 20/30 questions completed. 72% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6566.0,survey-html-form,234,1729201,0.0-13.0-4.0-0.0-0.20,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,985.0,,"{'GK_6': '1', 'GK_6_slider': '100'}",100.0,False,0.0,20.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,True,GK_6,Which of the following is found in plant cells but not animal cells?,Chloroplasts,Ribosome,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1061.0,html-button-response,235,1730266,0.0-13.0-4.0-0.0-1.20,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,986.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 21/30 questions completed. 74% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4723.0,survey-html-form,236,1734990,0.0-13.0-4.0-0.0-0.21,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,987.0,,"{'GK_64': '1', 'GK_64_slider': '100'}",100.0,False,0.0,21.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,True,GK_64,Human children have more bones than adults.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,844.0,html-button-response,237,1735836,0.0-13.0-4.0-0.0-1.21,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,988.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 22/30 questions completed. 75% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5187.0,survey-html-form,238,1741026,0.0-13.0-4.0-0.0-0.22,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,989.0,,"{'GK_84': '2', 'GK_84_slider': '81'}",81.0,False,0.0,22.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_84,How many gold medals did Michael Phelps win at the Beijing Olympics?,4,8,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,823.0,html-button-response,239,1741852,0.0-13.0-4.0-0.0-1.22,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,990.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 23/30 questions completed. 76% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19740.0,survey-html-form,240,1761594,0.0-13.0-4.0-0.0-0.23,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,991.0,,"{'IQ_6': '1', 'IQ_6_slider': '74'}",74.0,False,0.0,23.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,True,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,903.0,html-button-response,241,1762500,0.0-13.0-4.0-0.0-1.23,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,992.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 24/30 questions completed. 73% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20576.0,survey-html-form,242,1783079,0.0-13.0-4.0-0.0-0.24,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,993.0,,"{'GK_70': '2', 'GK_70_slider': '50'}",50.0,False,0.0,24.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_70,"A man bought a car for $10,000. He sold the car once the price fell by 17%, and invested the money so that he then got back $10,000. His profit on the invested amount is approximately:",0.17,0.2,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1167.0,html-button-response,243,1784249,0.0-13.0-4.0-0.0-1.24,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,994.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 74% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15280.0,survey-html-form,244,1799531,0.0-13.0-4.0-0.0-0.25,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,995.0,,"{'GK_36': '2', 'GK_36_slider': '50'}",50.0,False,0.0,25.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1119.0,html-button-response,245,1800653,0.0-13.0-4.0-0.0-1.25,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,996.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 71% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6399.0,survey-html-form,246,1807054,0.0-13.0-4.0-0.0-0.26,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,998.0,,"{'GK_55': '2', 'GK_55_slider': '70'}",70.0,False,0.0,26.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_55,Autism has become an epidemic.,True,False,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1111.0,html-button-response,247,1808166,0.0-13.0-4.0-0.0-1.26,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,999.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 72% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4764.0,survey-html-form,248,1812932,0.0-13.0-4.0-0.0-0.27,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1000.0,,"{'GK_23': '1', 'GK_23_slider': '100'}",100.0,False,0.0,27.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,True,GK_23,Not all metals are attracted to magnets,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1030.0,html-button-response,249,1813965,0.0-13.0-4.0-0.0-1.27,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1001.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 28/30 questions completed. 73% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11116.0,survey-html-form,250,1825083,0.0-13.0-4.0-0.0-0.28,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1002.0,,"{'GK_90': '2', 'GK_90_slider': '100'}",100.0,False,0.0,28.0,,,,,,,,,,anchor,,,,,,,,,,,2.0,True,GK_90,The reason we experience seasons is because the distance between the earth and sun changes.,True,False,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1380.0,html-button-response,251,1826470,0.0-13.0-4.0-0.0-1.28,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1003.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 74% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21003.0,survey-html-form,252,1847474,0.0-13.0-4.0-0.0-0.29,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,True,1004.0,,"{'GK_75': '1', 'GK_75_slider': '50'}",,False,0.0,29.0,,,,,,,,,,anchor,,,,,,,,,,,1.0,False,GK_75,"In 2006, the status of the then planet Pluto was reduced to 'dwarf Planet' so that it was no longer officially the ninth planet in our Solar system. The reason for this was because its' gravitational force was not enough to",Maintain its regular orbit around the sun,Clear its neighbouring region of planetesimals and asteroids etc.,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1501.0,html-button-response,253,1848977,0.0-13.0-4.0-0.0-1.29,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1005.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 30/30 questions completed. 71% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,254,1848978,0.0-13.0-5.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2046.0,html-button-response,255,1851026,0.0-13.0-6.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,256,1851027,0.0-13.0-7.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,257,1851029,0.0-13.0-9.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,258,1851180,0.0-15.0-1.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 10203}]",10204.0,instructions,259,1861385,0.0-15.0-2.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,False,1007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,260,1861386,0.0-15.0-3.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18427.0,html-slider-response,261,1879816,0.0-15.0-4.0-0.0,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1008.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13436.0,html-slider-response,262,1893256,0.0-15.0-4.0-0.1,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1009.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16853.0,html-slider-response,263,1910113,0.0-15.0-4.0-0.2,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1010.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14223.0,html-slider-response,264,1924341,0.0-15.0-4.0-0.3,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1011.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31622.0,html-slider-response,265,1955966,0.0-15.0-4.0-0.4,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1012.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14884.0,html-slider-response,266,1970854,0.0-15.0-4.0-0.5,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1014.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31760.0,html-slider-response,267,2002617,0.0-15.0-4.0-0.6,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1015.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,1.0,rc1_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
