trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_a1,task_admc_rc2,task_time_series,task_impossible_question,task_admc_dr,task_raven_matrix,task_number_series,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_cognitive_reflection,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,admc_id,admc_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,list_id,ns_id,ns_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7
html-keyboard-response,457,458463,0.0-7.0-8.0-3.0-1.18,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,458,458702,0.0-7.0-8.0-3.0-0.19,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,237.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,139.0,210.0,220.0,220.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,459,459720,0.0-7.0-8.0-3.0-1.19,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,460,459993,0.0-7.0-8.0-3.0-0.20,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,267.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,140.0,210.0,220.0,220.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,461,461004,0.0-7.0-8.0-3.0-1.20,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,462,461017,0.0-7.0-8.0-3.0-0.21,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,11.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,141.0,230.0,220.0,220.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,463,462034,0.0-7.0-8.0-3.0-1.21,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,464,462298,0.0-7.0-8.0-3.0-0.22,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,262.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,142.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,465,463322,0.0-7.0-8.0-3.0-1.22,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,466,463785,0.0-7.0-8.0-3.0-0.23,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,462.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,143.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,467,464804,0.0-7.0-8.0-3.0-1.23,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,468,465042,0.0-7.0-8.0-3.0-0.24,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,236.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,144.0,230.0,240.0,230.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,469,466055,0.0-7.0-8.0-3.0-1.24,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,470,466282,0.0-7.0-8.0-3.0-0.25,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,225.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,145.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,471,467304,0.0-7.0-8.0-3.0-1.25,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,472,467536,0.0-7.0-8.0-3.0-0.26,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,231.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,146.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,473,468541,0.0-7.0-8.0-3.0-1.26,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,474,468752,0.0-7.0-8.0-3.0-0.27,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,209.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,147.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,475,469770,0.0-7.0-8.0-3.0-1.27,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,476,469805,0.0-7.0-8.0-3.0-0.28,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,31.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,148.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,477,470827,0.0-7.0-8.0-3.0-1.28,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,478,471005,0.0-7.0-8.0-3.0-0.29,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,176.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,149.0,230.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,479,472018,0.0-7.0-8.0-3.0-1.29,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,480,472390,0.0-7.0-8.0-3.0-0.30,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,369.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,150.0,250.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,481,473395,0.0-7.0-8.0-3.0-1.30,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,482,473647,0.0-7.0-8.0-3.0-0.31,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,250.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,151.0,250.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,483,474664,0.0-7.0-8.0-3.0-1.31,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,484,475153,0.0-7.0-8.0-3.0-0.32,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,486.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,152.0,250.0,240.0,250.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,485,476165,0.0-7.0-8.0-3.0-1.32,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,486,476380,0.0-7.0-8.0-3.0-0.33,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,214.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,153.0,250.0,240.0,250.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,487,477388,0.0-7.0-8.0-3.0-1.33,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,488,477434,0.0-7.0-8.0-3.0-0.34,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,44.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,154.0,250.0,240.0,250.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,489,478444,0.0-7.0-8.0-3.0-1.34,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,490,478861,0.0-7.0-8.0-3.0-0.35,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,415.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,155.0,250.0,240.0,250.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,491,479875,0.0-7.0-8.0-3.0-1.35,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,492,480215,0.0-7.0-8.0-3.0-0.36,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,338.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,3.0,156.0,250.0,240.0,240.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,493,481234,0.0-7.0-8.0-3.0-1.36,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,494,481347,0.0-7.0-8.0-3.0-0.37,ZIxkkCoVniXPslnfN5ix,33ff78,3,yNWqQDfJvtNnpqWVYJqdtNgHra,5ptIPHt6qiyTjV3yyxkODKO10Y,1366.0,768.0,,111.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,3.0,157.0,250.0,240.0,250.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
