trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_rp,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a2,task_admc_rc1,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_graph_literacy,task_impossible_question,task_shipley_abstraction,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,admc_id,admc_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,slider_moved,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,cfs_id,cfs_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,shipley_abstraction_score
html-keyboard-response,701,1011990,0.0-13.0-7.0-0.0-2.22,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,702,1012291,0.0-13.0-7.0-0.0-0.23,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,703,1013046,0.0-13.0-7.0-0.0-1.23,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,754.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,966.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,23.0,,,,,,,,,,,,A,harmony,text,array,small,large,0.2,0.14,10.0,400.0,2.0,56.0,8.0,344.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,704,1014047,0.0-13.0-7.0-0.0-2.23,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,705,1014349,0.0-13.0-7.0-0.0-0.24,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,706,1015229,0.0-13.0-7.0-0.0-1.24,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,879.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,969.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,24.0,,,,,,,,,,,,A,conflict,text,text,large,small,0.12,0.1,400.0,10.0,48.0,1.0,352.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,707,1016231,0.0-13.0-7.0-0.0-2.24,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,708,1016546,0.0-13.0-7.0-0.0-0.25,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,709,1017213,0.0-13.0-7.0-0.0-1.25,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,666.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,972.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,25.0,,,,,,,,,,,,A,harmony,array,text,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,710,1018215,0.0-13.0-7.0-0.0-2.25,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,711,1018516,0.0-13.0-7.0-0.0-0.26,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,712,1019701,0.0-13.0-7.0-0.0-1.26,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,1185.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,975.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,26.0,,,,,,,,,,,,A,harmony,text,text,large,small,0.25,0.2,400.0,10.0,100.0,2.0,300.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,713,1020703,0.0-13.0-7.0-0.0-2.26,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,714,1021005,0.0-13.0-7.0-0.0-0.27,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,715,1021493,0.0-13.0-7.0-0.0-1.27,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,488.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,978.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,27.0,,,,,,,,,,,,A,harmony,text,array,large,small,0.23,0.3,400.0,10.0,92.0,3.0,308.0,7.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,716,1022494,0.0-13.0-7.0-0.0-2.27,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,717,1022795,0.0-13.0-7.0-0.0-0.28,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,718,1023477,0.0-13.0-7.0-0.0-1.28,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,681.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,981.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,28.0,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.23,10.0,400.0,2.0,92.0,8.0,308.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,719,1024478,0.0-13.0-7.0-0.0-2.28,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,720,1024780,0.0-13.0-7.0-0.0-0.29,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,721,1025645,0.0-13.0-7.0-0.0-1.29,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,864.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,984.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,29.0,,,,,,,,,,,,A,conflict,array,array,small,large,0.3,0.32,10.0,400.0,3.0,128.0,7.0,272.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,722,1026647,0.0-13.0-7.0-0.0-2.29,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,723,1026951,0.0-13.0-7.0-0.0-0.30,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,724,1027589,0.0-13.0-7.0-0.0-1.30,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,637.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,987.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,30.0,,,,,,,,,,,,A,harmony,array,array,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,725,1028590,0.0-13.0-7.0-0.0-2.30,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,726,1028892,0.0-13.0-7.0-0.0-0.31,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,727,1029701,0.0-13.0-7.0-0.0-1.31,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,808.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,990.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,31.0,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.22,10.0,400.0,3.0,88.0,7.0,312.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,728,1030703,0.0-13.0-7.0-0.0-2.31,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,729,1031004,0.0-13.0-7.0-0.0-0.32,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,730,1031381,0.0-13.0-7.0-0.0-1.32,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,376.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,993.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,32.0,,,,,,,,,,,,A,conflict,array,array,small,large,0.3,0.35,10.0,400.0,3.0,140.0,7.0,260.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,731,1032383,0.0-13.0-7.0-0.0-2.32,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,732,1032683,0.0-13.0-7.0-0.0-0.33,zah1W6BFCRy5OdKRE3sk,223301,5,70b44M5mB4Xr2mjMPQ7b9FugA3,WUAHFc3PFqIMWqAIy5wcVP9Vlw,1440.0,900.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
