trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_coherence_forecasting,task_shipley_abstraction,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_admc_rc1,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_graph_literacy,task_shipley_vocab,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response,moved_sliders,cfs_id,cfs_response,shipley_abstraction_score,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,question_order,shipley_vocabulary_score
html-keyboard-response,257,2392316,0.0-17.0-5.0-2.0-0.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,450.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,,True,1.0,24.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,258,2393328,0.0-17.0-5.0-2.0-1.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,259,2393795,0.0-17.0-5.0-2.0-0.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,456.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,,True,1.0,25.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,260,2394802,0.0-17.0-5.0-2.0-1.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,2395193,0.0-17.0-5.0-2.0-0.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,390.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,,True,1.0,26.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,262,2396205,0.0-17.0-5.0-2.0-1.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,2396629,0.0-17.0-5.0-2.0-0.7,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,422.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,,True,1.0,27.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,264,2397645,0.0-17.0-5.0-2.0-1.7,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,2397975,0.0-17.0-5.0-2.0-0.8,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,329.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,,True,1.0,28.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,266,2398980,0.0-17.0-5.0-2.0-1.8,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,2399463,0.0-17.0-5.0-2.0-0.9,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,481.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,29.0,,,,,arrowleft,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,268,2400465,0.0-17.0-5.0-2.0-1.9,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,2401012,0.0-17.0-5.0-2.0-0.10,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,546.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,30.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,270,2402017,0.0-17.0-5.0-2.0-1.10,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,2402531,0.0-17.0-5.0-2.0-0.11,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,512.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,31.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,272,2403537,0.0-17.0-5.0-2.0-1.11,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,2404114,0.0-17.0-5.0-2.0-0.12,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,563.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,32.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,274,2405121,0.0-17.0-5.0-2.0-1.12,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,2405559,0.0-17.0-5.0-2.0-0.13,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,436.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,33.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,276,2406569,0.0-17.0-5.0-2.0-1.13,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,277,2407169,0.0-17.0-5.0-2.0-0.14,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,599.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,34.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,278,2408187,0.0-17.0-5.0-2.0-1.14,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,279,2408742,0.0-17.0-5.0-2.0-0.15,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,553.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,35.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,280,2409752,0.0-17.0-5.0-2.0-1.15,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,281,2410165,0.0-17.0-5.0-2.0-0.16,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,412.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,36.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,282,2411175,0.0-17.0-5.0-2.0-1.16,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,283,2411569,0.0-17.0-5.0-2.0-0.17,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,393.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,37.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,284,2412572,0.0-17.0-5.0-2.0-1.17,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,285,2413139,0.0-17.0-5.0-2.0-0.18,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,565.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,38.0,,,,,arrowright,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,286,2414143,0.0-17.0-5.0-2.0-1.18,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,287,2414561,0.0-17.0-5.0-2.0-0.19,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,405.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,,True,1.0,39.0,,,,,arrowright,,,,,,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,288,2415576,0.0-17.0-5.0-2.0-1.19,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,289,2420508,0.0-17.0-5.0-3.0-0.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,4930.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,796.0,,,,,,,,,,,{'prediction': '2'},,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,290,2427510,0.0-17.0-5.0-3.0-0.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,7000.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,797.0,"<p>You will now complete another 40 practice trials.</p>
                            <p>During these trials you will <b>NOT</b> be able to see the points of each option. You have to discover this on your own.</p>
                            <hr><p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,291,2428798,0.0-17.0-5.0-4.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,1283.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,True,2.0,40.0,,,,,arrowleft,,,,,,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,292,2429802,0.0-17.0-5.0-4.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
