trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_leapfrog,task_admc_dr,task_cognitive_reflection,task_time_series,task_impossible_question,task_raven_matrix,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,list_id
html-keyboard-response,369,1118194,0.0-13.0-7.0-0.0-0.42,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,370,1119376,0.0-13.0-7.0-0.0-1.42,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,1178.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,371.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,42.0,B,conflict,both,both,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,371,1120378,0.0-13.0-7.0-0.0-2.42,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,372,1120681,0.0-13.0-7.0-0.0-0.43,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,373,1122046,0.0-13.0-7.0-0.0-1.43,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,1362.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,374.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,43.0,B,conflict,both,both,large,small,0.02,0.1,400.0,10.0,8.0,1.0,392.0,9.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,374,1123054,0.0-13.0-7.0-0.0-2.43,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,375,1123359,0.0-13.0-7.0-0.0-0.44,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,376,1124720,0.0-13.0-7.0-0.0-1.44,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,1358.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,378.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,44.0,B,conflict,both,both,large,small,0.04,0.1,400.0,10.0,16.0,1.0,384.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,377,1125722,0.0-13.0-7.0-0.0-2.44,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,378,1126027,0.0-13.0-7.0-0.0-0.45,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,379,1129141,0.0-13.0-7.0-0.0-1.45,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,3111.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,381.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,False,0.0,45.0,B,harmony,both,both,large,small,0.12,0.2,400.0,10.0,48.0,2.0,352.0,8.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,380,1130154,0.0-13.0-7.0-0.0-2.45,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,381,1130455,0.0-13.0-7.0-0.0-0.46,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,382,1133427,0.0-13.0-7.0-0.0-1.46,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,2966.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,385.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,46.0,B,harmony,both,both,small,large,0.1,0.06,10.0,400.0,1.0,24.0,9.0,376.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,383,1134433,0.0-13.0-7.0-0.0-2.46,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,384,1134734,0.0-13.0-7.0-0.0-0.47,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,385,1137216,0.0-13.0-7.0-0.0-1.47,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,2479.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,388.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,False,0.0,47.0,B,harmony,both,both,large,small,0.27,0.2,400.0,10.0,108.0,2.0,292.0,8.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,386,1138227,0.0-13.0-7.0-0.0-2.47,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,387,1138229,0.0-13.0-8.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,388,1154168,0.0-13.0-9.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,15937.0,,,,,,,,,,,,feedback_Denominator Neglect_B,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,389,1154172,0.0-13.0-10.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,390,1154177,0.0-13.0-12.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,SH4ucuk9Sa1vLyBmYYDQrVrxHq,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_B__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,2,0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,990,0.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,1514.0,671.0,True,chrome,123.0.0,False,Windows 10,True,61.6,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,991,0.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,991,0.0-3.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,992,0.0-5.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,5,992,0.0-7.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,6,992,0.0-9.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,7,14349,0.0-11.0-0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,14505,0.0-11.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,9,135512,0.0-11.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,True,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,10,135514,0.0-11.0-3.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,11,166516,0.0-11.0-4.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,True,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,12,187522,0.0-11.0-5.0-0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,True,6.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,"[40, 60]",blue,red,red,['red'],[],easy,aig,0.287682072451781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,13,208530,0.0-11.0-5.0-0.0-0.1,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,True,12.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,0.0,1.0,"[40, 60]",blue,red,red,['blue'],[['red']],easy,aig,0.6931471805599453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
