trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,task_admc_rc2,task_cognitive_reflection,task_time_series,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a1,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,ns_id,ns_response,list_id,correct_answer,correct,slider_start,slider_moved,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,561,699074,0.0-7.0-8.0-4.0-1.30,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>290</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,562,699349,0.0-7.0-8.0-4.0-0.31,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,274.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,191.0,290.0,300.0,300.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,563,700351,0.0-7.0-8.0-4.0-1.31,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>300</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,564,700481,0.0-7.0-8.0-4.0-0.32,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,128.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,192.0,310.0,300.0,300.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,565,701481,0.0-7.0-8.0-4.0-1.32,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>300</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,566,701799,0.0-7.0-8.0-4.0-0.33,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,316.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,193.0,310.0,300.0,300.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,567,702801,0.0-7.0-8.0-4.0-1.33,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>300</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,568,703077,0.0-7.0-8.0-4.0-0.34,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,276.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,194.0,310.0,300.0,300.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,569,704080,0.0-7.0-8.0-4.0-1.34,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>300</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,570,704279,0.0-7.0-8.0-4.0-0.35,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,199.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,4.0,195.0,310.0,300.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,571,705281,0.0-7.0-8.0-4.0-1.35,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,572,705519,0.0-7.0-8.0-4.0-0.36,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,230.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,4.0,196.0,310.0,300.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,573,706521,0.0-7.0-8.0-4.0-1.36,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,574,706958,0.0-7.0-8.0-4.0-0.37,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,436.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,197.0,310.0,300.0,300.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,575,707960,0.0-7.0-8.0-4.0-1.37,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>300</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,576,708041,0.0-7.0-8.0-4.0-0.38,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,80.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,False,4.0,198.0,310.0,320.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,577,709043,0.0-7.0-8.0-4.0-1.38,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,578,709174,0.0-7.0-8.0-4.0-0.39,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,130.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,False,4.0,199.0,310.0,320.0,320.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,579,710177,0.0-7.0-8.0-4.0-1.39,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>320</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,580,710178,0.0-7.0-9.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,581,716667,0.0-7.0-10.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,6487.0,,,,,,,,,,,,feedback_Leapfrog,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,582,716673,0.0-7.0-11.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,583,716676,0.0-7.0-13.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,async_data_save,,Leapfrog__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,584,716682,0.0-9.0-0.0-0.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,585,716835,0.0-9.0-1.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,586,785653,0.0-9.0-2.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,"[{'page_index': 0, 'viewing_time': 55445}, {'page_index': 1, 'viewing_time': 13371}]",68816.0,,,,,,,,,,,,admc_dr_instructions,,,,,,,,,,,,,,,,,,False,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,587,785659,0.0-9.0-3.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,588,801495,0.0-9.0-4.0-0.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,15830.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,865.0,,{'dr1': ['C']},,,,,,,,,,[0],dr1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,589,829292,0.0-9.0-4.0-0.1,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,27789.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,866.0,,{'dr2': ['D']},,,,,,,,,,[0],dr2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,590,854093,0.0-9.0-4.0-0.2,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,24794.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,867.0,,{'dr3': ['C']},,,,,,,,,,[0],dr3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,591,867036,0.0-9.0-4.0-0.3,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,12935.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,868.0,,{'dr4': ['None']},,,,,,,,,,[0],dr4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,592,887461,0.0-9.0-4.0-0.4,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,20418.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,869.0,,{'dr5': ['A']},,,,,,,,,,[0],dr5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,593,904687,0.0-9.0-4.0-0.5,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,17219.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,870.0,,{'dr6': ['E']},,,,,,,,,,[0],dr6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,594,944554,0.0-9.0-4.0-0.6,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,39859.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,872.0,,{'dr7': ['C']},,,,,,,,,,[0],dr7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,595,965995,0.0-9.0-4.0-0.7,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,21434.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,873.0,,"{'dr8': ['A', 'C']}",,,,,,,,,,[0],dr8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,596,997177,0.0-9.0-4.0-0.8,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,31174.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,874.0,,"{'dr9': ['A', 'D', 'E']}",,,,,,,,,,[0],dr9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,597,1043187,0.0-9.0-4.0-0.9,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,46002.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,True,875.0,,"{'dr10': ['D', 'E']}",,,,,,,,,,[0],dr10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,598,1043191,0.0-9.0-5.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,599,1052358,0.0-9.0-6.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,9166.0,,,,,,,,,,,,feedback_ADMC Decision Rules,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",Timing is a bit quick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,600,1052359,0.0-9.0-7.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,601,1052360,0.0-9.0-9.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,async_data_save,,ADMC Decision Rules__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,602,1063635,0.0-10.0-0.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,"[{'page_index': 0, 'viewing_time': 11273}]",11273.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,603,1063638,0.0-11.0-0.0-0.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,604,1063791,0.0-11.0-1.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,605,1102094,0.0-11.0-2.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,"[{'page_index': 0, 'viewing_time': 21162}, {'page_index': 1, 'viewing_time': 17138}]",38301.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,False,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,606,1102099,0.0-11.0-3.0,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
