trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_admc_dr,task_leapfrog,task_number_series,task_cognitive_reflection,task_admc_a1,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,2,4,0.0-2.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,zJWxCIzEv9rWEpJOyoTf3qvULk,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,22483,0.0-7.0-1.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,8,27178,0.0-7.0-2.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 4694}]",4694.0,,,,,,,,,,,,admc_rc2_instructions,,,,,,,,,,,,,,,,,,False,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,27180,0.0-7.0-3.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,10,42310,0.0-7.0-4.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,15127.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,38.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 12 soldiers will lose one leg.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that nobody loses a leg and a 37% chance that all lose a leg.</p>
                                <p>Which doctor do you recommend?</p>",1.0,2,True,rc2_1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,11,61781,0.0-7.0-4.0-0.1,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,19464.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,39.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 people will die.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that nobody will die, and a 67% chance that 600 people will die.</p>
                                <p>Which program do you recommend to use?</p>",1.0,2,True,rc2_2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,12,76249,0.0-7.0-4.0-0.2,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,14462.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,41.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $4,000 of your client's investment will be lost.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the nothing will be lost, and a 67% chance that $6,000 will be lost.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,1,True,rc2_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,13,85452,0.0-7.0-4.0-0.3,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,9196.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,42.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will lose $800 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of losing none of the money, and a 67% chance of losing all $1200.</p>
                                <p>Which plan would you use?</p>",1.0,1,True,rc2_4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,14,96332,0.0-7.0-4.0-0.4,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,10879.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,43.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be lost for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 400 animals will be lost, and a 25% chance that 1,200 animals will be lost.</p>
                                <p>Which option do you recommend to use?</p>",1.0,4,True,rc2_5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,15,127577,0.0-7.0-4.0-0.5,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,31243.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,44.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 10 die because of the operation, and 66 die by the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, none die during the treatment, and 78 die by the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,5,True,rc2_6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,16,145168,0.0-7.0-4.0-0.6,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,17586.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,49.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 600 of the 1000 students will drop out of school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that none of the 1000 students will drop out of school and 60% chance that all 1000 students will drop out of school.</p>
                                <p>Which program would you favor for implementation?</p>",1.0,1,True,rc2_7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,17,145173,0.0-7.0-5.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,18,147638,0.0-7.0-6.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,2461.0,,,,,,,,,,,,feedback_ADMC Framing RC2,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,19,147639,0.0-7.0-7.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,20,147647,0.0-7.0-9.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC2__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,21,147653,0.0-9.0-0.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,22,147806,0.0-9.0-1.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,23,198153,0.0-9.0-2.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 44910}, {'page_index': 1, 'viewing_time': 5432}]",50344.0,,,,,,,,,,,,admc_dr_instructions,,,,,,,,,,,,,,,,,,False,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,24,198165,0.0-9.0-3.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,25,223756,0.0-9.0-4.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,25584.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,56.0,,,{'dr1': ['C']},,dr1,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,26,262613,0.0-9.0-4.0-0.1,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,38850.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,57.0,,,{'dr2': ['D']},,dr2,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,27,284264,0.0-9.0-4.0-0.2,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,21636.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,59.0,,,{'dr3': ['C']},,dr3,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,28,294487,0.0-9.0-4.0-0.3,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,10216.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,60.0,,,{'dr4': ['None']},,dr4,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,29,315667,0.0-9.0-4.0-0.4,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,21163.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,61.0,,,{'dr5': ['A']},,dr5,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,30,361680,0.0-9.0-4.0-0.5,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,46009.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,True,63.0,,,{'dr6': ['E']},,dr6,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,31,390876,0.0-9.0-4.0-0.6,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,29190.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,65.0,,,{'dr7': ['E']},,dr7,1.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,32,422192,0.0-9.0-4.0-0.7,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,31309.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,66.0,,,"{'dr8': ['A', 'C']}",,dr8,2.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,33,441747,0.0-9.0-4.0-0.8,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,19538.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,68.0,,,"{'dr9': ['C', 'D', 'E']}",,dr9,2.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,34,483270,0.0-9.0-4.0-0.9,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,41504.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,69.0,,,"{'dr10': ['C', 'D', 'E']}",,dr10,3.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,35,483280,0.0-9.0-5.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,36,485065,0.0-9.0-6.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,1783.0,,,,,,,,,,,,feedback_ADMC Decision Rules,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,37,485065,0.0-9.0-7.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,38,485068,0.0-9.0-9.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,ADMC Decision Rules__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,39,485069,0.0-11.0-0.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,40,485221,0.0-11.0-1.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,41,540192,0.0-11.0-2.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 44894}, {'page_index': 1, 'viewing_time': 10075}]",54970.0,,,,,,,,,,,,leapfrog_instructions,,,,,,,,,,,,,,,,,,False,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,42,540197,0.0-11.0-3.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,43,550367,0.0-11.0-4.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 10169}]",10169.0,,,,,,,,,,,,leapfrog_practice_trials_instructions,,,,,,,,,,,,,,,,,,False,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,44,551800,0.0-11.0-5.0-0.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,1425.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>10 points</div>
                                <div>20 points</div>
                            </div>",,arrowright,,,,,True,0.0,0.0,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,552801,0.0-11.0-5.0-0.0-1.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,46,553800,0.0-11.0-5.0-0.0-0.1,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,998.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>10 points</div>
                                <div>20 points</div>
                            </div>",,arrowright,,,,,True,0.0,1.0,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,47,554804,0.0-11.0-5.0-0.0-1.1,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,48,555308,0.0-11.0-5.0-0.0-0.2,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,503.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>10 points</div>
                                <div>20 points</div>
                            </div>",,arrowright,,,,,True,0.0,2.0,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,49,556310,0.0-11.0-5.0-0.0-1.2,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
