trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_raven_matrix,task_time_series,task_cognitive_reflection,task_number_series,task_admc_dr,task_impossible_question,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,pt_trial,block,trial,list_id,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,459,10380271,0.0-27.0-5.0-2.0-1.19,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,460,10386476,0.0-27.0-5.0-3.0-0.0-0.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,6204.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,False,24362.0,,,{'prediction': '4'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,
html-keyboard-response,461,10394724,0.0-27.0-5.0-3.0-0.0-1.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,8245.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,False,24413.0,"<p>You will now complete another 40 practice trials.</p>
                            <p>During these trials you will <b>NOT</b> be able to see the points of each option. You have to discover this on your own.</p>
                            <hr><p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,462,10395240,0.0-27.0-5.0-4.0-0.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,512.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,463,10396242,0.0-27.0-5.0-4.0-1.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,464,10396416,0.0-27.0-5.0-4.0-0.1,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,174.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,465,10397418,0.0-27.0-5.0-4.0-1.1,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,466,10397516,0.0-27.0-5.0-4.0-0.2,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,98.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,467,10398518,0.0-27.0-5.0-4.0-1.2,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,468,10398561,0.0-27.0-5.0-4.0-0.3,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,42.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,469,10399563,0.0-27.0-5.0-4.0-1.3,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,470,10399648,0.0-27.0-5.0-4.0-0.4,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,84.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,471,10400649,0.0-27.0-5.0-4.0-1.4,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,472,10400713,0.0-27.0-5.0-4.0-0.5,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,63.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,473,10401715,0.0-27.0-5.0-4.0-1.5,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,474,10401774,0.0-27.0-5.0-4.0-0.6,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,58.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,475,10402776,0.0-27.0-5.0-4.0-1.6,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,476,10402817,0.0-27.0-5.0-4.0-0.7,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,40.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,477,10403819,0.0-27.0-5.0-4.0-1.7,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,478,10403834,0.0-27.0-5.0-4.0-0.8,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,13.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,479,10404836,0.0-27.0-5.0-4.0-1.8,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,480,10404901,0.0-27.0-5.0-4.0-0.9,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,57.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,481,10405903,0.0-27.0-5.0-4.0-1.9,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,482,10405950,0.0-27.0-5.0-4.0-0.10,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,46.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,483,10406952,0.0-27.0-5.0-4.0-1.10,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,484,10407063,0.0-27.0-5.0-4.0-0.11,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,112.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,485,10408065,0.0-27.0-5.0-4.0-1.11,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,486,10408153,0.0-27.0-5.0-4.0-0.12,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,87.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,487,10409155,0.0-27.0-5.0-4.0-1.12,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,488,10409196,0.0-27.0-5.0-4.0-0.13,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,40.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,489,10410198,0.0-27.0-5.0-4.0-1.13,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,490,10410290,0.0-27.0-5.0-4.0-0.14,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,92.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,491,10411292,0.0-27.0-5.0-4.0-1.14,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,492,10411366,0.0-27.0-5.0-4.0-0.15,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,71.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,2.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,,,,,,,,,,
html-keyboard-response,493,10412367,0.0-27.0-5.0-4.0-1.15,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,494,10412381,0.0-27.0-5.0-4.0-0.16,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,495,10413383,0.0-27.0-5.0-4.0-1.16,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,496,10413497,0.0-27.0-5.0-4.0-0.17,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,113.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,497,10414499,0.0-27.0-5.0-4.0-1.17,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,498,10414659,0.0-27.0-5.0-4.0-0.18,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,158.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,2.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,
html-keyboard-response,499,10415660,0.0-27.0-5.0-4.0-1.18,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
