trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,trial_name,experiment_parameters,task_admc_dr,task_admc_a1,data_checkpoint,data_checkpoint_ind,view_history,rt,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,success,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,slider_start,slider_moved
call-function,10,4697,0.0-9.0-1.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
instructions,11,7650,0.0-9.0-2.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_instructions,,,,,,"[{'page_index': 0, 'viewing_time': 2081}, {'page_index': 1, 'viewing_time': 870}]",2951.0,1306.0,1080.0,,,,,,,,,,,,,False,94.0,,,,,,,
call-function,12,7657,0.0-9.0-3.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,13,9243,0.0-9.0-4.0-0.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1580.0,1306.0,1080.0,,,,,,,,,,,,,False,117.0,{'dr1': ['A']},[0],dr1,0.0,,,
survey-multi-select,14,10104,0.0-9.0-4.0-0.1,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,854.0,1306.0,1080.0,,,,,,,,,,,,,False,138.0,{'dr2': ['A']},[0],dr2,0.0,,,
survey-multi-select,15,11739,0.0-9.0-4.0-0.2,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1629.0,1306.0,1080.0,,,,,,,,,,,,,False,157.0,{'dr3': ['A']},[0],dr3,0.0,,,
survey-multi-select,16,12953,0.0-9.0-4.0-0.3,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1210.0,1306.0,1080.0,,,,,,,,,,,,,False,185.0,{'dr4': ['A']},[0],dr4,0.0,,,
survey-multi-select,17,14732,0.0-9.0-4.0-0.4,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1767.0,1306.0,1080.0,,,,,,,,,,,,,False,212.0,{'dr5': ['A']},[0],dr5,1.0,,,
survey-multi-select,18,15751,0.0-9.0-4.0-0.5,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1014.0,1306.0,1080.0,,,,,,,,,,,,,False,236.0,{'dr6': ['A']},[0],dr6,0.0,,,
survey-multi-select,19,16772,0.0-9.0-4.0-0.6,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1015.0,1306.0,1080.0,,,,,,,,,,,,,False,258.0,{'dr7': ['A']},[0],dr7,0.0,,,
survey-multi-select,20,18189,0.0-9.0-4.0-0.7,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1411.0,1306.0,1080.0,,,,,,,,,,,,,False,278.0,"{'dr8': ['A', 'B']}",[0],dr8,1.0,,,
survey-multi-select,21,19922,0.0-9.0-4.0-0.8,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,1721.0,1306.0,1080.0,,,,,,,,,,,,,False,307.0,"{'dr9': ['A', 'B', 'C']}",[0],dr9,1.0,,,
survey-multi-select,22,22712,0.0-9.0-4.0-0.9,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,admc_dr_trial,,,,,,,2785.0,1306.0,1080.0,,,,,,,,,,,,,False,337.0,"{'dr10': ['A', 'B', 'C']}",[0],dr10,1.0,,,
call-function,23,22714,0.0-9.0-5.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
html-button-response,24,25196,0.0-9.0-6.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,feedback_ADMC Decision Rules,,,,,,,2480.0,1306.0,1080.0,,,,,,,,,,,,,,,1234,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,
call-function,25,25200,0.0-9.0-7.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,26,25202,0.0-9.0-9.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,mmeitPeGsPpz6lUp2TQe5VDtUG,async_data_save,,,,ADMC Decision Rules__completed,2.0,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
call-function,0,10,0.0-0.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,803,0.0-1.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,browser_check,,,,,,,,,,1306.0,927.0,True,firefox,124.0.0,False,Windows 10,True,76.14,False,False,,,,,,,,,,
