trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_coherence_forecasting,task_shipley_vocab,task_admc_a2,task_time_series,task_admc_rc1,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_leapfrog,task_graph_literacy,custom_timer_ended_trial,interval_id,response,moved_sliders,cfs_id,cfs_response,question_order,shipley_vocabulary_score,stimulus,slider_start,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
html-keyboard-response,361,2692458,0.0-19.0-7.0-0.0-2.22,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,362,2692767,0.0-19.0-7.0-0.0-0.23,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,363,2695814,0.0-19.0-7.0-0.0-1.23,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,3045.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,371.0,arrowleft,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,23.0,,,,,B,harmony,both,both,large,small,0.38,0.3,400.0,10.0,152.0,3.0,248.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,364,2696821,0.0-19.0-7.0-0.0-2.23,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,365,2697133,0.0-19.0-7.0-0.0-0.24,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,366,2699644,0.0-19.0-7.0-0.0-1.24,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,2509.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,374.0,arrowleft,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,24.0,,,,,B,harmony,both,both,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,367,2700655,0.0-19.0-7.0-0.0-2.24,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,368,2700966,0.0-19.0-7.0-0.0-0.25,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,369,2702324,0.0-19.0-7.0-0.0-1.25,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,1357.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,377.0,arrowright,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,25.0,,,,,B,harmony,both,both,small,large,0.3,0.32,10.0,400.0,3.0,128.0,7.0,272.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,370,2703337,0.0-19.0-7.0-0.0-2.25,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,371,2703650,0.0-19.0-7.0-0.0-0.26,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,372,2706228,0.0-19.0-7.0-0.0-1.26,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,2577.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,380.0,arrowleft,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,26.0,,,,,B,harmony,both,both,large,small,0.22,0.2,400.0,10.0,88.0,2.0,312.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,373,2707238,0.0-19.0-7.0-0.0-2.26,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,374,2707551,0.0-19.0-7.0-0.0-0.27,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,375,2709273,0.0-19.0-7.0-0.0-1.27,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,1721.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,383.0,arrowleft,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,27.0,,,,,B,harmony,both,both,large,small,0.16,0.1,400.0,10.0,64.0,1.0,336.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,376,2710275,0.0-19.0-7.0-0.0-2.27,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,377,2710584,0.0-19.0-7.0-0.0-0.28,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,378,2712157,0.0-19.0-7.0-0.0-1.28,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,1572.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,386.0,arrowright,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,28.0,,,,,B,harmony,both,both,small,large,0.3,0.3299999999999999,10.0,400.0,3.0,132.0,7.0,268.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,379,2713168,0.0-19.0-7.0-0.0-2.28,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,380,2713482,0.0-19.0-7.0-0.0-0.29,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,381,2716314,0.0-19.0-7.0-0.0-1.29,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,2831.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,389.0,arrowright,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,29.0,,,,,B,harmony,both,both,small,large,0.3,0.36,10.0,400.0,3.0,144.0,7.0,256.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,382,2717322,0.0-19.0-7.0-0.0-2.29,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,383,2717632,0.0-19.0-7.0-0.0-0.30,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,384,2720546,0.0-19.0-7.0-0.0-1.30,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,2912.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,392.0,arrowright,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,30.0,,,,,B,conflict,both,both,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,385,2721554,0.0-19.0-7.0-0.0-2.30,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,386,2721866,0.0-19.0-7.0-0.0-0.31,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,387,2725455,0.0-19.0-7.0-0.0-1.31,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,3588.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,395.0,arrowright,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,31.0,,,,,B,harmony,both,both,small,large,0.1,0.18,10.0,400.0,1.0,72.0,9.0,328.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,388,2726469,0.0-19.0-7.0-0.0-2.31,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,389,2726783,0.0-19.0-7.0-0.0-0.32,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,390,2728310,0.0-19.0-7.0-0.0-1.32,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,1526.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,398.0,arrowleft,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,32.0,,,,,B,conflict,both,both,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,391,2729318,0.0-19.0-7.0-0.0-2.32,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,392,2729633,0.0-19.0-7.0-0.0-0.33,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
