trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_admc_dr,task_time_series,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_cognitive_reflection,task_number_series,task_admc_rc2,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
survey-html-form,40,322183,0.0-15.0-4.0-0.0-0.14,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,11331.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,11023.0,,,"{'GK_37': '2', 'GK_37_slider': '100'}",True,,,,,,False,0.0,14.0,,,,,,2.0,True,100.0,,,,,,,,,,aig_B,,2.0,GK_37,Which champion boxer had the birth name Cassius Clay?,Mike Tyson,Muhammed Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,41,324468,0.0-15.0-4.0-0.0-1.14,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2277.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,11422.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 15/30 questions completed. 80% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,42,333177,0.0-15.0-4.0-0.0-0.15,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,8702.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,11501.0,,,{'GK_58': '3'},False,,,,,,False,0.0,15.0,,,,,,1.0,False,,,,,,,,,,,aig_B,,3.0,GK_58,What light-sensitive cells in the eye detect colors?,Cones,Rods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,43,335540,0.0-15.0-4.0-0.0-1.15,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2359.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,11814.0,<p>Progress: 16/30 questions completed. 80% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,44,346108,0.0-15.0-4.0-0.0-0.16,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,10564.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,11899.0,,,"{'GK_41': '1', 'GK_41_slider': '100'}",True,,,,,,False,0.0,16.0,,,,,,1.0,True,100.0,,,,,,,,,,aig_B,,1.0,GK_41,Which comes closest in meaning to the following word? Zephyr,Breeze,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,45,349004,0.0-15.0-4.0-0.0-1.16,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2888.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,12272.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 83% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,46,355931,0.0-15.0-4.0-0.0-0.17,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,6923.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,12376.0,,,{'IQ_13': '3'},False,,,,,,False,0.0,17.0,,,,,,3.0,True,,,,,,,,,,,aig_B,,3.0,IQ_13,What are the ingredients of a traditional Zibrune stew?,Magical herbs and spices,Alien sea creatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,47,360375,0.0-15.0-4.0-0.0-1.17,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,4440.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,12617.0,<p>Progress: 18/30 questions completed. 83% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,48,380635,0.0-15.0-4.0-0.0-0.18,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,20252.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,12775.0,,,{'GK_26': '3'},False,,,,,,False,0.0,18.0,,,,,,1.0,False,,,,,,,,,,,aig_B,,3.0,GK_26,Given: Any glass requires cups to exist but cups can exist without glass. One cup can support only one glass. Logical conclusion: There are more cups existing than glasses.,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,49,383135,0.0-15.0-4.0-0.0-1.18,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2495.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,13500.0,<p>Progress: 19/30 questions completed. 83% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,50,390885,0.0-15.0-4.0-0.0-0.19,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,7745.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,13590.0,,,{'IQ_15': '3'},False,,,,,,False,0.0,19.0,,,,,,3.0,True,,,,,,,,,,,aig_B,,3.0,IQ_15,What's the habitat of a Rojixon bird?,Deserts,Tropical rainforests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,51,394617,0.0-15.0-4.0-0.0-1.19,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,3722.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,13867.0,<p>Progress: 20/30 questions completed. 83% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,52,403207,0.0-15.0-4.0-0.0-0.20,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,8588.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,14000.0,,,{'GK_57': '3'},False,,,,,,False,0.0,20.0,,,,,,2.0,False,,,,,,,,,,,aig_B,,3.0,GK_57,Positive charges cannot flow in any conductor.,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,53,405555,0.0-15.0-4.0-0.0-1.20,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2343.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,14299.0,<p>Progress: 21/30 questions completed. 83% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,54,418589,0.0-15.0-4.0-0.0-0.21,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,13031.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,14384.0,,,"{'GK_29': '2', 'GK_29_slider': '91'}",True,,,,,,False,0.0,21.0,,,,,,2.0,True,91.0,,,,,,,,,,aig_B,,2.0,GK_29,Who has a higher NBA career playoff points per game?,Kobe Bryant,Michael Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,55,420889,0.0-15.0-4.0-0.0-1.21,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2290.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,14844.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 22/30 questions completed. 86% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,56,430002,0.0-15.0-4.0-0.0-0.22,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,9109.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,14923.0,,,"{'GK_12': '2', 'GK_12_slider': '100'}",True,,,,,,False,0.0,22.0,,,,,,2.0,True,100.0,,,,,,,,,,aig_B,,2.0,GK_12,Psychology is used to study the life cycle of animals and plants,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,57,432187,0.0-15.0-4.0-0.0-1.22,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2180.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,15243.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 23/30 questions completed. 88% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,58,440867,0.0-15.0-4.0-0.0-0.23,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,8676.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,15322.0,,,{'GK_47': '3'},False,,,,,,False,0.0,23.0,,,,,,1.0,False,,,,,,,,,,,aig_B,,3.0,GK_47,Radioactive milk cannot be made safe by boiling it,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,59,443381,0.0-15.0-4.0-0.0-1.23,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2509.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,15631.0,<p>Progress: 24/30 questions completed. 88% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,60,452697,0.0-15.0-4.0-0.0-0.24,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,9312.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,15720.0,,,{'IQ_16': '3'},False,,,,,,False,0.0,24.0,,,,,,3.0,True,,,,,,,,,,,aig_B,,3.0,IQ_16,What's the side effect of Grilpax's disease?,Change in hair color,Ability to sing beautifully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,61,455806,0.0-15.0-4.0-0.0-1.24,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,3104.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,16056.0,<p>Progress: 25/30 questions completed. 88% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,62,464338,0.0-15.0-4.0-0.0-0.25,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,8528.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,16168.0,,,{'IQ_14': '3'},False,,,,,,False,0.0,25.0,,,,,,3.0,True,,,,,,,,,,,aig_B,,3.0,IQ_14,What's the main purpose of a Tantrigon device?,To communicate with other dimensions,To teleport through space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,63,466513,0.0-15.0-4.0-0.0-1.25,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2168.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,16469.0,<p>Progress: 26/30 questions completed. 88% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,64,483404,0.0-15.0-4.0-0.0-0.26,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,16884.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,16546.0,,,"{'GK_13': '1', 'GK_13_slider': '91'}",True,,,,,,False,0.0,26.0,,,,,,1.0,True,91.0,,,,,,,,,,aig_B,,1.0,GK_13,Melting point is the temperature at which solids:,Melt in liquids,Evaporate into gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,65,485695,0.0-15.0-4.0-0.0-1.26,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2286.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,17139.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 89% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,66,491993,0.0-15.0-4.0-0.0-0.27,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,6292.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,17221.0,,,{'IQ_18': '3'},False,,,,,,False,0.0,27.0,,,,,,3.0,True,,,,,,,,,,,aig_B,,3.0,IQ_18,The Diflective Assumption Theory helps us understand:,How memories are stored in the brain,How emotions impact our decision making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,67,494055,0.0-15.0-4.0-0.0-1.27,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2059.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,17441.0,<p>Progress: 28/30 questions completed. 89% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,68,502049,0.0-15.0-4.0-0.0-0.28,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,7985.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,17514.0,,,"{'GK_16': '2', 'GK_16_slider': '100'}",True,,,,,,False,0.0,28.0,,,,,,2.0,True,100.0,,,,,,,,,,aig_B,,2.0,GK_16,Which happened earlier in history?,World War 1,Construction of the Egyptian pyramids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,69,504855,0.0-15.0-4.0-0.0-1.28,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2802.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,17796.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 90% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,70,516624,0.0-15.0-4.0-0.0-0.29,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,11754.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,17896.0,,,"{'GK_15': '1', 'GK_15_slider': '100'}",True,,,,,,False,0.0,29.0,,,,,,1.0,True,100.0,,,,,,,,,,aig_B,,1.0,GK_15,Which comes closest in meaning to the following word: Quick,Fast,Slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,71,519411,0.0-15.0-4.0-0.0-1.29,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2777.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,18305.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 30/30 questions completed. 91% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,72,519414,0.0-15.0-5.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,73,523804,0.0-15.0-6.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,4386.0,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,74,523806,0.0-15.0-7.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,75,523812,0.0-15.0-9.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,76,523822,0.0-17.0-0.0-0.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,77,523981,0.0-17.0-1.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,78,556036,0.0-17.0-2.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,"[{'page_index': 0, 'viewing_time': 15186}, {'page_index': 1, 'viewing_time': 16865}]",32052.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,False,18570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,79,556082,0.0-17.0-3.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,80,617090,0.0-17.0-4.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,True,19718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,81,617411,0.0-17.0-5.0-0.0-0.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,82,619076,0.0-17.0-5.0-0.0-1.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,1658.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,21897.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.2,0.21,10.0,400.0,2.0,84.0,8.0,316.0,left,gold,,,,,,,,,,,,,,,
html-keyboard-response,83,620083,0.0-17.0-5.0-0.0-2.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,84,620386,0.0-17.0-5.0-0.0-0.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
