trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc1,task_impossible_question,task_shipley_vocab,task_time_series,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_leapfrog,task_admc_a2,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,moved_sliders,admc_id,admc_response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,question_order,shipley_vocabulary_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
survey-html-form,25,126729,0.0-13.0-4.0-0.0-0.7,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,6646.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_3': '1', 'GK_3_slider': '72'}",False,158.0,,,,,,,,,,,,,,,,,,72.0,False,0.0,7.0,,,,,,,,,,anchor,,,True,1.0,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,26,127930,0.0-13.0-4.0-0.0-1.7,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1198.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,168.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 8/30 questions completed. 86% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,27,146464,0.0-13.0-4.0-0.0-0.8,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,18530.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_75': '2', 'GK_75_slider': '52'}",False,171.0,,,,,,,,,,,,,,,,,,52.0,False,0.0,8.0,,,,,,,,,,anchor,,,True,2.0,GK_75,"In 2006, the status of the then planet Pluto was reduced to 'dwarf Planet' so that it was no longer officially the ninth planet in our Solar system. The reason for this was because its' gravitational force was not enough to",Maintain its regular orbit around the sun,Clear its neighbouring region of planetesimals and asteroids etc.,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,28,147906,0.0-13.0-4.0-0.0-1.8,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1434.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,193.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 9/30 questions completed. 88% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,29,162880,0.0-13.0-4.0-0.0-0.9,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,14971.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_36': '1', 'GK_36_slider': '52'}",False,196.0,,,,,,,,,,,,,,,,,,52.0,False,0.0,9.0,,,,,,,,,,anchor,,,True,1.0,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,30,164417,0.0-13.0-4.0-0.0-1.9,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1532.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,214.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 10/30 questions completed. 89% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,31,175717,0.0-13.0-4.0-0.0-0.10,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,11296.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'IQ_5': '2', 'IQ_5_slider': '52'}",False,217.0,,,,,,,,,,,,,,,,,,52.0,False,0.0,10.0,,,,,,,,,,anchor,,,True,2.0,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,32,177021,0.0-13.0-4.0-0.0-1.10,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1296.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,232.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 11/30 questions completed. 80% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,33,182752,0.0-13.0-4.0-0.0-0.11,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,5727.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_55': '2', 'GK_55_slider': '52'}",False,235.0,,,,,,,,,,,,,,,,,,52.0,False,0.0,11.0,,,,,,,,,,anchor,,,True,2.0,GK_55,Autism has become an epidemic.,True,False,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,34,183917,0.0-13.0-4.0-0.0-1.11,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1161.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,244.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 12/30 questions completed. 82% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,35,191217,0.0-13.0-4.0-0.0-0.12,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,7294.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_23': '1', 'GK_23_slider': '57'}",False,247.0,,,,,,,,,,,,,,,,,,57.0,False,0.0,12.0,,,,,,,,,,anchor,,,True,1.0,GK_23,Not all metals are attracted to magnets,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,36,193064,0.0-13.0-4.0-0.0-1.12,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1838.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,258.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 13/30 questions completed. 83% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,37,214075,0.0-13.0-4.0-0.0-0.13,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,21008.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{},True,261.0,,,,,,,,,,,,,,,,,,,False,0.0,13.0,,,,,,,,,,anchor,,,False,,GK_70,"A man bought a car for $10,000. He sold the car once the price fell by 17%, and invested the money so that he then got back $10,000. His profit on the invested amount is approximately:",0.17,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,38,216025,0.0-13.0-4.0-0.0-1.13,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1943.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,283.0,,,,,,,,,,,,,,<p>Progress: 14/30 questions completed. 83% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,39,222591,0.0-13.0-4.0-0.0-0.14,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,6561.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_4': '2', 'GK_4_slider': '100'}",False,286.0,,,,,,,,,,,,,,,,,,100.0,False,0.0,14.0,,,,,,,,,,anchor,,,True,2.0,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,40,223985,0.0-13.0-4.0-0.0-1.14,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1391.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,296.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 15/30 questions completed. 85% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,41,234042,0.0-13.0-4.0-0.0-0.15,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,10054.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_42': '1', 'GK_42_slider': '55'}",False,299.0,,,,,,,,,,,,,,,,,,55.0,False,0.0,15.0,,,,,,,,,,anchor,,,True,1.0,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,42,235266,0.0-13.0-4.0-0.0-1.15,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1213.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,313.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 86% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,43,244050,0.0-13.0-4.0-0.0-0.16,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,8780.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_61': '2', 'GK_61_slider': '96'}",False,316.0,,,,,,,,,,,,,,,,,,96.0,False,0.0,16.0,,,,,,,,,,anchor,,,True,2.0,GK_61,Which comes closest in meaning to the following word? Intransigent,Transitory,Inflexible,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,44,245334,0.0-13.0-4.0-0.0-1.16,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1277.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,328.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 87% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,45,255176,0.0-13.0-4.0-0.0-0.17,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,9838.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_72': '1', 'GK_72_slider': '53'}",False,331.0,,,,,,,,,,,,,,,,,,53.0,False,0.0,17.0,,,,,,,,,,anchor,,,True,1.0,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,46,256553,0.0-13.0-4.0-0.0-1.17,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1368.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,344.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 18/30 questions completed. 81% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,47,266515,0.0-13.0-4.0-0.0-0.18,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,9958.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'IQ_6': '2', 'IQ_6_slider': '53'}",False,347.0,,,,,,,,,,,,,,,,,,53.0,False,0.0,18.0,,,,,,,,,,anchor,,,True,2.0,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,48,268015,0.0-13.0-4.0-0.0-1.18,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1490.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,360.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 19/30 questions completed. 76% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,49,275189,0.0-13.0-4.0-0.0-0.19,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,7170.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_6': '1', 'GK_6_slider': '55'}",False,363.0,,,,,,,,,,,,,,,,,,55.0,False,0.0,19.0,,,,,,,,,,anchor,,,True,1.0,GK_6,Which of the following is found in plant cells but not animal cells?,Chloroplasts,Ribosome,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,50,276470,0.0-13.0-4.0-0.0-1.19,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1277.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,373.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 20/30 questions completed. 78% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,51,281753,0.0-13.0-4.0-0.0-0.20,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,5280.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_64': '1', 'GK_64_slider': '53'}",False,376.0,,,,,,,,,,,,,,,,,,53.0,False,0.0,20.0,,,,,,,,,,anchor,,,True,1.0,GK_64,Human children have more bones than adults.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,52,283112,0.0-13.0-4.0-0.0-1.20,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1350.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,385.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 21/30 questions completed. 79% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,53,292825,0.0-13.0-4.0-0.0-0.21,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,9709.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'IQ_3': '3'},False,388.0,,,,,,,,,,,,,,,,,,,False,0.0,21.0,,,,,,,,,,anchor,,,False,3.0,IQ_3,What is the population of Synomle?,"More than 10,000","Less than 10,000",3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,54,294513,0.0-13.0-4.0-0.0-1.21,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1681.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,400.0,,,,,,,,,,,,,,<p>Progress: 22/30 questions completed. 79% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,55,301514,0.0-13.0-4.0-0.0-0.22,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,6997.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'GK_86': '3'},False,403.0,,,,,,,,,,,,,,,,,,,False,0.0,22.0,,,,,,,,,,anchor,,,False,3.0,GK_86,The velocity of a radio wave and a visible light wave in a vacuum are the same.,True,False,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,56,303034,0.0-13.0-4.0-0.0-1.22,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1517.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,412.0,,,,,,,,,,,,,,<p>Progress: 23/30 questions completed. 79% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,57,309775,0.0-13.0-4.0-0.0-0.23,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,6729.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_90': '1', 'GK_90_slider': '53'}",False,415.0,,,,,,,,,,,,,,,,,,53.0,False,0.0,23.0,,,,,,,,,,anchor,,,True,1.0,GK_90,The reason we experience seasons is because the distance between the earth and sun changes.,True,False,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,58,311302,0.0-13.0-4.0-0.0-1.23,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1524.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,425.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 24/30 questions completed. 75% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,59,321144,0.0-13.0-4.0-0.0-0.24,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,9836.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_80': '1', 'GK_80_slider': '53'}",False,428.0,,,,,,,,,,,,,,,,,,53.0,False,0.0,24.0,,,,,,,,,,anchor,,,True,1.0,GK_80,Most diamonds are not formed from coal.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,60,327093,0.0-13.0-4.0-0.0-1.24,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,5941.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,441.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 76% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,61,338947,0.0-13.0-4.0-0.0-0.25,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,11851.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{'IQ_1': '3'},False,448.0,,,,,,,,,,,,,,,,,,,False,0.0,25.0,,,,,,,,,,anchor,,,False,3.0,IQ_1,When did the battle of Kavkav take place?,Before 1647,After 1647,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,62,340994,0.0-13.0-4.0-0.0-1.25,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,2040.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,462.0,,,,,,,,,,,,,,<p>Progress: 26/30 questions completed. 76% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,63,351329,0.0-13.0-4.0-0.0-0.26,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,10330.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_2': '1', 'GK_2_slider': '66'}",False,466.0,,,,,,,,,,,,,,,,,,66.0,False,0.0,26.0,,,,,,,,,,anchor,,,True,1.0,GK_2,The radius of the Earth is approximately...,4000 miles,200 miles,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,64,352937,0.0-13.0-4.0-0.0-1.26,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1599.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,480.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 77% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,65,367768,0.0-13.0-4.0-0.0-0.27,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,14827.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'IQ_4': '2', 'IQ_4_slider': '56'}",False,483.0,,,,,,,,,,,,,,,,,,56.0,False,0.0,27.0,,,,,,,,,,anchor,,,True,2.0,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,66,369430,0.0-13.0-4.0-0.0-1.27,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,1653.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,502.0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 28/30 questions completed. 74% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,67,384258,0.0-13.0-4.0-0.0-0.28,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,zNq17og0GBkECTDiXX7UidIG7A,,,,14824.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_14': '1', 'GK_14_slider': '55'}",False,505.0,,,,,,,,,,,,,,,,,,55.0,False,0.0,28.0,,,,,,,,,,anchor,,,True,1.0,GK_14,"Methane, Carbon Dioxide and Water vapor in the atmosphere are all good at trapping heat from the Earth's surface",True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
