trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rc1,task_admc_a2,task_admc_rp,task_leapfrog,task_coherence_forecasting,task_shipley_vocab,task_shipley_abstraction,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,admc_id,admc_response,moved_sliders,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response,question_order,shipley_vocabulary_score,shipley_abstraction_score
survey-html-form,193,1315950,0.0-11.0-4.0-0.0-0.22,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,13497.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1051.0,,"{'IQ_6': '2', 'IQ_6_slider': '51'}",51.0,False,0.0,22.0,,,,,,,,,,anchor,,2.0,True,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,194,1316807,0.0-11.0-4.0-0.0-1.22,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,855.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1055.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 23/30 questions completed. 55% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,195,1325668,0.0-11.0-4.0-0.0-0.23,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,8860.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1057.0,,"{'GK_72': '1', 'GK_72_slider': '50'}",50.0,False,0.0,23.0,,,,,,,,,,anchor,,1.0,True,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,196,1326717,0.0-11.0-4.0-0.0-1.23,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,1047.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1061.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 24/30 questions completed. 52% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,197,1337513,0.0-11.0-4.0-0.0-0.24,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,10793.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1063.0,,"{'GK_36': '1', 'GK_36_slider': '57'}",57.0,False,0.0,24.0,,,,,,,,,,anchor,,1.0,True,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,198,1338757,0.0-11.0-4.0-0.0-1.24,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,1242.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1067.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 54% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,199,1345049,0.0-11.0-4.0-0.0-0.25,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,6290.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1069.0,,"{'GK_63': '2', 'GK_63_slider': '59'}",59.0,False,0.0,25.0,,,,,,,,,,anchor,,2.0,True,GK_63,Bats are not blind.,True,False,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,200,1345990,0.0-11.0-4.0-0.0-1.25,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,936.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1073.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 52% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,201,1354047,0.0-11.0-4.0-0.0-0.26,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,8054.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1075.0,,"{'GK_4': '2', 'GK_4_slider': '100'}",100.0,False,0.0,26.0,,,,,,,,,,anchor,,2.0,True,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,202,1355194,0.0-11.0-4.0-0.0-1.26,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,1145.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1079.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 54% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,203,1364338,0.0-11.0-4.0-0.0-0.27,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,9143.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1081.0,,"{'GK_42': '2', 'GK_42_slider': '60'}",60.0,False,0.0,27.0,,,,,,,,,,anchor,,2.0,True,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,204,1365856,0.0-11.0-4.0-0.0-1.27,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,1516.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1085.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 28/30 questions completed. 52% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,205,1371364,0.0-11.0-4.0-0.0-0.28,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,5505.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1087.0,,"{'GK_3': '1', 'GK_3_slider': '80'}",80.0,False,0.0,28.0,,,,,,,,,,anchor,,1.0,True,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,206,1372190,0.0-11.0-4.0-0.0-1.28,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,824.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1091.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 54% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,207,1377111,0.0-11.0-4.0-0.0-0.29,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,4918.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,1093.0,,"{'GK_23': '1', 'GK_23_slider': '69'}",69.0,False,0.0,29.0,,,,,,,,,,anchor,,1.0,True,GK_23,Not all metals are attracted to magnets,True,False,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,208,1378277,0.0-11.0-4.0-0.0-1.29,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,1164.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,1097.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 30/30 questions completed. 55% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,209,1378280,0.0-11.0-5.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,210,1378281,0.0-11.0-6.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,211,1378286,0.0-11.0-8.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,212,1378293,0.0-13.0-0.0-0.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,213,1378446,0.0-13.0-1.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,214,1454164,0.0-13.0-2.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 35936}, {'page_index': 1, 'viewing_time': 39780}]",75716.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,,False,1101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,215,1454168,0.0-13.0-3.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,216,1463763,0.0-13.0-4.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 9593}]",9593.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,217,1476081,0.0-13.0-5.0-0.0-0.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,12316.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1119.0,"<canvas id=""myChart""></canvas>",0,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,"[53.18203495625752, 166.7727915863319, 127.52058148166552, 121.72080082619168, 104.76379491832256, 64.81905273541494, 20.99174542462518, 136.97102585187483, 99.0401650204917, 146.08083227322038, '141.83', '118.63', '152.93', '81.31', '113.59', '122.67']",575.6,exponential,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,218,1488468,0.0-13.0-5.0-0.0-0.1,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,12385.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1127.0,"<canvas id=""myChart""></canvas>",0,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,"[470.5629898672086, 465.6777516453704, 510.12559629668766, 497.73081160107694, 409.58820999768216, 471.9682188461584, 453.9545924780252, 458.9960664923832, 433.91232344885765, 498.3615896579317, '510.03', '457.57', '510.03', '474.72', '470.69', '494.90']",575.6,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,219,1502339,0.0-13.0-5.0-0.0-0.2,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,13870.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1140.0,"<canvas id=""myChart""></canvas>",0,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,"[377.2357004459203, 366.4274857972423, 346.30167195613205, 333.5233826604701, 309.17550817156996, 317.57649827436677, 305.48793407111674, 292.1810082136113, 251.4005920656982, 263.6924015658779, '280.03', '273.98', '243.72', '214.46', '215.47', '194.29']",575.6,linear,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,220,1514219,0.0-13.0-5.0-0.0-0.3,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,11878.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1148.0,"<canvas id=""myChart""></canvas>",0,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,"[31.65583468989624, 96.71263917810454, 60.42886509283249, 39.962225970589124, 106.38847086828015, 124.6962295105944, 104.11412384302722, 63.28470574826026, 92.63553291618652, 83.45130459012569, 125.48036060037619, 99.88443745180626, 99.27536332400169, 119.57078943340173, 100.0366257585802, 117.6281634849619, 87.56481932297051, 123.45807962511654, 152.355670837383, 109.23777656418929, 73.00054930341122, 141.85406193568457, 121.97356444025144, 110.87144554763191, 149.41639373199286, 140.30034212605, 206.38710390407002, 255.87775848772674, 178.42462566512177, 214.10162692219208, '272.97', '251.79', '303.23', '269.94', '277.01', '303.23']",575.6,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,221,1518548,0.0-13.0-6.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 4328}]",4328.0,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,222,1530525,0.0-13.0-7.0-0.0-0.0,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,11974.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1158.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,"[196.3696598064658, 216.73619167536899, 236.850114629017, 236.978597149481, 244.3584961595971, 273.60054279369297, 273.3717319171377, 286.6949382456773, 296.0738531775757, 304.26874157702593, '308.28', '327.44', '337.53', '348.63', '358.72', '368.80']",575.6,linear,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,223,1543026,0.0-13.0-7.0-0.0-0.1,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,12499.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1166.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,"[415.2237709973311, 462.59432528234703, 466.4566512736174, 493.9231863480296, 457.93917992279796, 486.3037610034485, 466.9872200348115, 469.50169824449796, 484.76315463058904, 396.56703333774817, '414.20', '410.16', '440.43', '426.30', '437.40', '421.26']",575.6,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,224,1553238,0.0-13.0-7.0-0.0-0.2,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,10210.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1174.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,"[194.58257671032015, 191.68964877712264, 201.40614676367693, 229.0402349510933, 204.73474658622797, 200.40477872328975, 232.58088068481632, 222.12966555253576, 241.30335167309048, 274.31595604465804, 246.59707518703073, 251.13324833310128, 271.8658227844408, 260.6318756494782, 258.80509465931937, 285.54416815967676, 283.88218328962284, 294.5799242036721, 296.80621136552145, 321.5054310145301, 308.42065422194673, 311.93196549553335, 319.07452570283357, 324.4052961214593, 327.0158953725049, 323.1536207618483, 339.8837216966125, 324.80881782009925, 340.8804390541287, 368.2906838556611, '372.84', '368.80', '374.86', '378.89', '368.80', '400.08']",575.6,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,225,1564780,0.0-13.0-7.0-0.0-0.3,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,11540.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1182.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,"[490.47589052462945, 463.717435195804, 465.88503691715323, 473.1745139454087, 491.37105904154674, 490.69919012137353, 453.4163371015904, 474.25185076146084, 484.24133463964085, 478.31716329297996, 466.8108278588066, 456.42706539803714, 471.3596997001482, 478.5258947497095, 468.79378856974114, 468.9596418168512, 458.329868328435, 462.39873954229404, 444.61965101812706, 470.41596178197807, 446.0459660865553, 442.1649949415017, 415.47167295991846, 440.6311540985019, 414.78969566546795, 406.8759077491579, 397.45194349429653, 401.41716451927743, 369.10237243780585, 331.21306078589765, '351.65', '336.52', '324.42', '335.51', '316.35', '303.23']",575.6,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,226,1578746,0.0-13.0-7.0-0.0-0.4,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,13964.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1190.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,"[72.19247084669152, 131.61793748923168, 150.3271795300771, 98.43966441808979, 134.23230507839708, 54.29448363070833, 137.09117128361223, 85.43179528797181, 88.4057915021512, 104.36332142270858, 90.31083345929216, 148.3761182825777, 165.2238609423724, 76.70087031451324, 120.73826833939464, 91.79692682174687, 94.40462990662826, 64.62860581017222, 153.0528964789024, 161.9543507056888, 46.296532864904954, 122.40624788351306, 129.34796496397132, 80.57336639991239, 146.48872624055429, 139.04355924303098, 213.8356447933089, 154.4612587652756, 258.4068363422184, 234.34705472596355, '248.76', '285.08', '263.89', '319.37', '284.07', '291.13']",575.6,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,227,1590425,0.0-13.0-7.0-0.0-0.5,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,11676.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1199.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,"[483.6462192101158, 469.36692677824357, 484.19458723275204, 505.55302615310995, 473.5424387038049, 488.0713072128278, 464.9175212907481, 462.8392384960429, 446.9490940153776, 431.11644223542925, '423.28', '424.29', '397.05', '394.02', '368.80', '374.86']",575.6,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,228,1602616,0.0-13.0-7.0-0.0-0.6,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,12188.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1207.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,"[396.3479685971672, 374.3033472566319, 366.5119439434886, 367.10329073112575, 369.3928775332235, 362.4021533523339, 349.14782116401244, 334.17662467559995, 332.38873025108825, 318.4316785125857, 312.4465565213362, 320.6787507949235, 314.3658197468235, 313.6427756318176, 304.35666539536123, 325.2403614424759, 286.6788198278267, 289.73378757034374, 281.36206498359104, 276.7827370143963, 290.00249220924053, 260.2574155915555, 265.88227624130815, 257.9362021806678, 253.38672952276426, 228.75546017916088, 230.73066681722437, 229.31111281643717, 219.35505524537336, 216.79629286490479, '217.49', '215.47', '209.42', '207.40', '208.41', '200.34']",575.6,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,229,1610582,0.0-13.0-7.0-0.0-0.7,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,7962.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,1217.0,"<canvas id=""myChart""></canvas>",0,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,"[239.59957239948537, 144.28134410226193, 219.3936789526317, 201.20819384146938, 293.6444413976129, 195.50932477592093, 231.3873585240201, 208.61832869266925, 216.74951636655214, 264.41990686837755, 299.21747711969874, 233.71095641376394, 269.63714063004886, 339.45650245265244, 259.2339772707901, 296.90295129885254, 307.14777294328695, 257.8171844875334, 259.5270598110353, 340.61010363741053, 282.1438385491541, 315.2327969053611, 363.08133624651754, 341.33729047795725, 308.0771747518599, 344.68405994864025, 376.85674579509816, 296.1772572667149, 303.80747678110214, 428.81463939229155, '379.90', '460.60', '377.88', '497.93', '431.35', '479.77']",575.6,linear,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
