trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_number_series,task_raven_matrix,task_cognitive_reflection,task_admc_dr,task_admc_a1,task_leapfrog,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,custom_timer_ended_trial,interval_id,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response,ns_id,ns_response,question_order,list_id,correct_answer,correct,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,admc_id,admc_response,slider_start,slider_moved,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-keyboard-response,881,4352523,0.0-19.0-7.0-0.0-2.37,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,882,4352825,0.0-19.0-7.0-0.0-0.38,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,883,4359080,0.0-19.0-7.0-0.0-1.38,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,6252.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1736.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,38.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.26,10.0,400.0,3.0,104.0,7.0,296.0,left,gold,,,,,,,,,,,,,,,,,
html-keyboard-response,884,4360091,0.0-19.0-7.0-0.0-2.38,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,885,4360394,0.0-19.0-7.0-0.0-0.39,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,886,4362452,0.0-19.0-7.0-0.0-1.39,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,2055.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1740.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,39.0,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.1,0.15,10.0,400.0,1.0,60.0,9.0,340.0,right,gold,,,,,,,,,,,,,,,,,
html-keyboard-response,887,4363456,0.0-19.0-7.0-0.0-2.39,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,888,4363758,0.0-19.0-7.0-0.0-0.40,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,889,4366501,0.0-19.0-7.0-0.0-1.40,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,2740.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1744.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,40.0,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,right,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,890,4367504,0.0-19.0-7.0-0.0-2.40,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,891,4367807,0.0-19.0-7.0-0.0-0.41,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,892,4371557,0.0-19.0-7.0-0.0-1.41,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,3747.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1747.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,41.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,gold,,,,,,,,,,,,,,,,,
html-keyboard-response,893,4372568,0.0-19.0-7.0-0.0-2.41,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,894,4372871,0.0-19.0-7.0-0.0-0.42,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,895,4376516,0.0-19.0-7.0-0.0-1.42,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,3643.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1751.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,42.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.18,10.0,400.0,2.0,72.0,8.0,328.0,left,gold,,,,,,,,,,,,,,,,,
html-keyboard-response,896,4377519,0.0-19.0-7.0-0.0-2.42,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,897,4377822,0.0-19.0-7.0-0.0-0.43,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,898,4387769,0.0-19.0-7.0-0.0-1.43,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,9944.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1755.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,43.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,899,4388781,0.0-19.0-7.0-0.0-2.43,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,900,4389083,0.0-19.0-7.0-0.0-0.44,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,901,4396919,0.0-19.0-7.0-0.0-1.44,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,7833.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1758.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,44.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,902,4397930,0.0-19.0-7.0-0.0-2.44,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,903,4398240,0.0-19.0-7.0-0.0-0.45,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,904,4402643,0.0-19.0-7.0-0.0-1.45,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,4401.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1761.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,45.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.2,0.12,10.0,400.0,2.0,48.0,8.0,352.0,left,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,905,4403645,0.0-19.0-7.0-0.0-2.45,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,906,4403948,0.0-19.0-7.0-0.0-0.46,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,907,4407408,0.0-19.0-7.0-0.0-1.46,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,3457.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1764.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,46.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.31,0.3,400.0,10.0,124.0,3.0,276.0,7.0,left,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,908,4408412,0.0-19.0-7.0-0.0-2.46,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,909,4408722,0.0-19.0-7.0-0.0-0.47,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,910,4415671,0.0-19.0-7.0-0.0-1.47,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,6946.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1767.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,False,0.0,47.0,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,silver,,,,,,,,,,,,,,,,,
html-keyboard-response,911,4416674,0.0-19.0-7.0-0.0-2.47,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,912,4416677,0.0-19.0-8.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,913,4418668,0.0-19.0-9.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,1987.0,,,,,,,,,,,,feedback_Denominator Neglect_A,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,914,4418675,0.0-19.0-10.0,EYes0m9gbHy8dAVWKqZb,33ff78,5,GPrV6gqjOoRAtaY0kZfYkupR6L,If8avH2fe5tiEx4wpvN2GadX6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
