trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_graph_literacy,task_shipley_abstraction,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_shipley_vocab,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_admc_rp,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,shipley_abstraction_score,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,cfs_id,cfs_response,question_order,shipley_vocabulary_score,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct
html-slider-response,455,1811880,0.0-23.0-4.0-0.3,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,2982.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,6140.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",1.0,3,True,rc1_4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,456,1814132,0.0-23.0-4.0-0.4,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,2249.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,6147.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,2,True,rc1_5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,457,1816833,0.0-23.0-4.0-0.5,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,2698.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,6154.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,5,True,rc1_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,458,1824989,0.0-23.0-4.0-0.6,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,8151.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,6161.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",1.0,3,True,rc1_7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,459,1824991,0.0-23.0-5.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,460,1825924,0.0-23.0-6.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,931.0,,,,,,,,,,,,feedback_ADMC Framing RC1,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,461,1825926,0.0-23.0-7.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,462,1825929,0.0-23.0-9.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,463,1825931,0.0-25.0-0.0-0.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,464,1826084,0.0-25.0-1.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,465,1829829,0.0-25.0-2.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,"[{'page_index': 0, 'viewing_time': 1819}, {'page_index': 1, 'viewing_time': 1920}]",3740.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,,False,6186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,466,1829831,0.0-25.0-3.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,467,1831561,0.0-25.0-4.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,"[{'page_index': 0, 'viewing_time': 1728}]",1729.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,6197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,468,1841988,0.0-25.0-5.0-0.0-0.0,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,10422.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6202.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,0.0,"[30, 70]",red,blue,blue,['red'],[],easy,aig,0.7010523600670584,,,,,,,,,,,,,
html-button-response,469,1850178,0.0-25.0-5.0-0.0-0.1,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,8186.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6266.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,1.0,"[30, 70]",red,blue,blue,['red'],[['red']],easy,aig,0.1164103518444115,,,,,,,,,,,,,
html-button-response,470,1855499,0.0-25.0-5.0-0.0-0.2,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,5317.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6312.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,2.0,"[30, 70]",red,blue,blue,['red'],"[['red'], ['red']]",easy,aig,0.865203441718343,,,,,,,,,,,,,
html-button-response,471,1860504,0.0-25.0-5.0-0.0-0.3,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,4999.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6350.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,0.0,3.0,"[30, 70]",red,blue,blue,['blue'],"[['red'], ['red'], ['red']]",easy,aig,0.7722626744442896,,,,,,,,,,,,,
html-button-response,472,1865224,0.0-25.0-5.0-0.0-0.4,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,4718.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6392.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,0.0,4.0,"[30, 70]",red,blue,blue,['blue'],"[['red'], ['red'], ['red'], ['blue']]",easy,aig,0.0155342929621841,,,,,,,,,,,,,
instructions,473,1869444,0.0-25.0-5.0-0.0-1.4-0.4,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,"[{'page_index': 0, 'viewing_time': 4218}]",4218.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,False,6430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,474,1883656,0.0-25.0-5.0-0.0-0.5,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,14207.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6441.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,1.0,0.0,"[40, 60]",blue,red,red,['blue'],[],easy,aig,1.418659645621922,,,,,,,,,,,,,
html-button-response,475,1890112,0.0-25.0-5.0-0.0-0.6,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,6451.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6483.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,1.0,"[40, 60]",blue,red,red,['blue'],[['blue']],easy,aig,1.791759469228055,,,,,,,,,,,,,
html-button-response,476,1896298,0.0-25.0-5.0-0.0-0.7,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,6184.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6523.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,2.0,"[40, 60]",blue,red,red,['blue'],"[['blue'], ['blue']]",easy,aig,2.197224577336219,,,,,,,,,,,,,
html-button-response,477,1903325,0.0-25.0-5.0-0.0-0.8,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,7024.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,6567.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,,,,,,,,,True,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.0,3.0,"[40, 60]",blue,red,red,['red'],"[['blue'], ['blue'], ['blue']]",easy,aig,2.100597741647148,,,,,,,,,,,,,
