view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_admc_dr,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_bayesian_update_easy,task_bayesian_update_hard,task_cognitive_reflection,task_number_series,task_admc_a1,task_raven_matrix,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,list_id,correct_answer,correct,response_choice,id,question_text,answer_1,answer_2
,2.0,html-keyboard-response,550,961622,0.0-13.0-5.0-6.0-0.14,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,,True,3.0,74.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,551,962626,0.0-13.0-5.0-6.0-1.14,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48.0,html-keyboard-response,552,962684,0.0-13.0-5.0-6.0-0.15,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,,True,3.0,75.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,553,963693,0.0-13.0-5.0-6.0-1.15,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60.0,html-keyboard-response,554,963762,0.0-13.0-5.0-6.0-0.16,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,,True,3.0,76.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,555,964767,0.0-13.0-5.0-6.0-1.16,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.0,html-keyboard-response,556,964791,0.0-13.0-5.0-6.0-0.17,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,,True,3.0,77.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,557,965795,0.0-13.0-5.0-6.0-1.17,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.0,html-keyboard-response,558,965812,0.0-13.0-5.0-6.0-0.18,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,,True,3.0,78.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,559,966817,0.0-13.0-5.0-6.0-1.18,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,html-keyboard-response,560,966868,0.0-13.0-5.0-6.0-0.19,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,,True,3.0,79.0,,,,,,,,,,,,,,,,,,,,,110.0,100.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,561,967873,0.0-13.0-5.0-6.0-1.19,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5260.0,survey-html-form,562,973145,0.0-13.0-6.0-0.0,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,False,650.0,,,{'prediction': '8'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 1446}]",1447.0,instructions,563,974602,0.0-13.0-7.0,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_test_trials_instructions,,,,,,,,,,,,,,,,,,False,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,834.0,html-keyboard-response,564,975442,0.0-13.0-8.0-0.0-0.0,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,565,976448,0.0-13.0-8.0-0.0-1.0,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50.0,html-keyboard-response,566,976508,0.0-13.0-8.0-0.0-0.1,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,567,977515,0.0-13.0-8.0-0.0-1.1,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.0,html-keyboard-response,568,977571,0.0-13.0-8.0-0.0-0.2,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,569,978578,0.0-13.0-8.0-0.0-1.2,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72.0,html-keyboard-response,570,978655,0.0-13.0-8.0-0.0-0.3,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,571,979661,0.0-13.0-8.0-0.0-1.3,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.0,html-keyboard-response,572,979693,0.0-13.0-8.0-0.0-0.4,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,573,980699,0.0-13.0-8.0-0.0-1.4,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57.0,html-keyboard-response,574,980767,0.0-13.0-8.0-0.0-0.5,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,575,981776,0.0-13.0-8.0-0.0-1.5,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.0,html-keyboard-response,576,981799,0.0-13.0-8.0-0.0-0.6,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,577,982805,0.0-13.0-8.0-0.0-1.6,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83.0,html-keyboard-response,578,982896,0.0-13.0-8.0-0.0-0.7,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,579,983901,0.0-13.0-8.0-0.0-1.7,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65.0,html-keyboard-response,580,983976,0.0-13.0-8.0-0.0-0.8,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,581,984984,0.0-13.0-8.0-0.0-1.8,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44.0,html-keyboard-response,582,985036,0.0-13.0-8.0-0.0-0.9,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,583,986044,0.0-13.0-8.0-0.0-1.9,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19.0,html-keyboard-response,584,986072,0.0-13.0-8.0-0.0-0.10,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,585,987079,0.0-13.0-8.0-0.0-1.10,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76.0,html-keyboard-response,586,987163,0.0-13.0-8.0-0.0-0.11,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,587,988173,0.0-13.0-8.0-0.0-1.11,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0,html-keyboard-response,588,988220,0.0-13.0-8.0-0.0-0.12,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,589,989226,0.0-13.0-8.0-0.0-1.12,TKkwOc2pHd9PObQzxHDj,33ff78,5,E6Vx1GQZky6uXQ05fITP0lRg0R,8eUUpcYMU9Q1tK9lR8fVpe4cia,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
