trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_shipley_vocab,task_admc_a2,task_admc_rp,task_graph_literacy,task_impossible_question,task_coherence_forecasting,task_admc_rc1,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,question_order,shipley_vocabulary_score,slider_start,slider_moved,admc_id,admc_response,moved_sliders,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,cfs_id,cfs_response
html-keyboard-response,861,1879425,0.0-15.0-7.0-0.0-1.25,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,1317.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2495.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,862,1880430,0.0-15.0-7.0-0.0-2.25,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,863,1880735,0.0-15.0-7.0-0.0-0.26,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,864,1888025,0.0-15.0-7.0-0.0-1.26,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,7288.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2498.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.25,0.2,400.0,10.0,100.0,2.0,300.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,865,1889044,0.0-15.0-7.0-0.0-2.26,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,866,1889351,0.0-15.0-7.0-0.0-0.27,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,867,1890632,0.0-15.0-7.0-0.0-1.27,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,1280.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2501.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.23,0.3,400.0,10.0,92.0,3.0,308.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,868,1891649,0.0-15.0-7.0-0.0-2.27,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,869,1891966,0.0-15.0-7.0-0.0-0.28,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,870,1894176,0.0-15.0-7.0-0.0-1.28,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,2208.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2504.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.23,10.0,400.0,2.0,92.0,8.0,308.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,871,1895184,0.0-15.0-7.0-0.0-2.28,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,872,1895490,0.0-15.0-7.0-0.0-0.29,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,873,1898133,0.0-15.0-7.0-0.0-1.29,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,2645.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2508.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.3,0.32,10.0,400.0,3.0,128.0,7.0,272.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,874,1899140,0.0-15.0-7.0-0.0-2.29,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,875,1899452,0.0-15.0-7.0-0.0-0.30,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,876,1900636,0.0-15.0-7.0-0.0-1.30,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,1181.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2512.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,877,1901649,0.0-15.0-7.0-0.0-2.30,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,878,1901959,0.0-15.0-7.0-0.0-0.31,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,879,1904268,0.0-15.0-7.0-0.0-1.31,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,2308.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2515.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.3,0.22,10.0,400.0,3.0,88.0,7.0,312.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,880,1905278,0.0-15.0-7.0-0.0-2.31,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,881,1905583,0.0-15.0-7.0-0.0-0.32,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,882,1908941,0.0-15.0-7.0-0.0-1.32,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,3357.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2518.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.3,0.35,10.0,400.0,3.0,140.0,7.0,260.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,883,1909957,0.0-15.0-7.0-0.0-2.32,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,884,1910274,0.0-15.0-7.0-0.0-0.33,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,885,1911467,0.0-15.0-7.0-0.0-1.33,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,1191.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2521.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,886,1912484,0.0-15.0-7.0-0.0-2.33,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,887,1912792,0.0-15.0-7.0-0.0-0.34,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,888,1914106,0.0-15.0-7.0-0.0-1.34,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,1312.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2524.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,889,1915116,0.0-15.0-7.0-0.0-2.34,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,890,1915421,0.0-15.0-7.0-0.0-0.35,jRgId2AbQkaa6UHly2aN,223301,5,2X64KhtgQiPec1qIy7DrVmmYiZ,Zrbu3sLt5nAiclrIJ5HyMLQnVG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
