trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_number_series,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_admc_rc2,task_time_series,task_admc_a1,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,slider_start,slider_moved,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,44,90383,0.0-9.0-5.0-0.0-1.16,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,90662,0.0-9.0-5.0-0.0-0.17,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,278.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,17.0,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,46,91669,0.0-9.0-5.0-0.0-1.17,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,47,91980,0.0-9.0-5.0-0.0-0.18,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,310.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,18.0,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,48,92994,0.0-9.0-5.0-0.0-1.18,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,49,93285,0.0-9.0-5.0-0.0-0.19,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,291.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,19.0,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,94292,0.0-9.0-5.0-0.0-1.19,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,51,100680,0.0-9.0-5.0-1.0-0.0-0.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,6383.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,{'prediction': '7'},,False,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,102596,0.0-9.0-5.0-1.0-0.0-1.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1915.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,, ,,False,1042.0,,,,,,,,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,53,103084,0.0-9.0-5.0-2.0-0.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,488.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,1.0,20.0,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,104100,0.0-9.0-5.0-2.0-1.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,55,104413,0.0-9.0-5.0-2.0-0.1,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,312.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,1.0,21.0,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,105424,0.0-9.0-5.0-2.0-1.1,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,57,106927,0.0-9.0-5.0-2.0-0.2,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,1.0,22.0,,,,,,,,,,,,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,107936,0.0-9.0-5.0-2.0-1.2,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,59,108756,0.0-9.0-5.0-2.0-0.3,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,818.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,1.0,23.0,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,109767,0.0-9.0-5.0-2.0-1.3,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,61,110054,0.0-9.0-5.0-2.0-0.4,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,286.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,24.0,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,111067,0.0-9.0-5.0-2.0-1.4,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,111396,0.0-9.0-5.0-2.0-0.5,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,328.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,25.0,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,112410,0.0-9.0-5.0-2.0-1.5,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,65,112781,0.0-9.0-5.0-2.0-0.6,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,370.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,26.0,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,113785,0.0-9.0-5.0-2.0-1.6,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,67,114366,0.0-9.0-5.0-2.0-0.7,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,579.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,27.0,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,115376,0.0-9.0-5.0-2.0-1.7,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,69,115652,0.0-9.0-5.0-2.0-0.8,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,276.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,28.0,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,116656,0.0-9.0-5.0-2.0-1.8,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,71,117060,0.0-9.0-5.0-2.0-0.9,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,403.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,29.0,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,72,118073,0.0-9.0-5.0-2.0-1.9,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,73,118378,0.0-9.0-5.0-2.0-0.10,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,305.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",,True,1.0,30.0,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,74,119381,0.0-9.0-5.0-2.0-1.10,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,75,119762,0.0-9.0-5.0-2.0-0.11,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,379.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",,True,1.0,31.0,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,76,120768,0.0-9.0-5.0-2.0-1.11,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,77,121114,0.0-9.0-5.0-2.0-0.12,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,345.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",,True,1.0,32.0,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,78,122118,0.0-9.0-5.0-2.0-1.12,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,79,122394,0.0-9.0-5.0-2.0-0.13,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,276.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",,True,1.0,33.0,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,80,123410,0.0-9.0-5.0-2.0-1.13,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,81,123748,0.0-9.0-5.0-2.0-0.14,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,337.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",,True,1.0,34.0,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
