trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_admc_a1,task_number_series,task_admc_dr,task_leapfrog,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,32,495217,0.0-17.0-5.0-0.0-1.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,33,496053,0.0-17.0-5.0-0.0-0.1,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,835.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,True,0.0,1.0,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,34,497055,0.0-17.0-5.0-0.0-1.1,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,35,497663,0.0-17.0-5.0-0.0-0.2,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,607.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,True,0.0,2.0,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,36,498665,0.0-17.0-5.0-0.0-1.2,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,37,499379,0.0-17.0-5.0-0.0-0.3,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,713.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,3.0,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,38,500382,0.0-17.0-5.0-0.0-1.3,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,39,500981,0.0-17.0-5.0-0.0-0.4,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,598.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,4.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,40,501983,0.0-17.0-5.0-0.0-1.4,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,41,502629,0.0-17.0-5.0-0.0-0.5,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,644.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,5.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,42,503631,0.0-17.0-5.0-0.0-1.5,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,43,504363,0.0-17.0-5.0-0.0-0.6,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,731.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,6.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,44,505365,0.0-17.0-5.0-0.0-1.6,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,505891,0.0-17.0-5.0-0.0-0.7,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,525.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,7.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,46,506893,0.0-17.0-5.0-0.0-1.7,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,47,507396,0.0-17.0-5.0-0.0-0.8,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,502.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,8.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,48,508398,0.0-17.0-5.0-0.0-1.8,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,49,508902,0.0-17.0-5.0-0.0-0.9,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,504.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,9.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,509905,0.0-17.0-5.0-0.0-1.9,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,51,510402,0.0-17.0-5.0-0.0-0.10,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,496.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,10.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,511403,0.0-17.0-5.0-0.0-1.10,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,53,511798,0.0-17.0-5.0-0.0-0.11,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,394.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,11.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,512800,0.0-17.0-5.0-0.0-1.11,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,55,513302,0.0-17.0-5.0-0.0-0.12,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,501.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,12.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,514304,0.0-17.0-5.0-0.0-1.12,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,57,514774,0.0-17.0-5.0-0.0-0.13,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,470.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,13.0,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,515776,0.0-17.0-5.0-0.0-1.13,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,59,516196,0.0-17.0-5.0-0.0-0.14,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,419.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",,True,0.0,14.0,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,517198,0.0-17.0-5.0-0.0-1.14,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,61,517631,0.0-17.0-5.0-0.0-0.15,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,432.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,0.0,15.0,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,518633,0.0-17.0-5.0-0.0-1.15,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,519234,0.0-17.0-5.0-0.0-0.16,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,600.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,0.0,16.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,520236,0.0-17.0-5.0-0.0-1.16,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,65,520808,0.0-17.0-5.0-0.0-0.17,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,572.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,0.0,17.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,521810,0.0-17.0-5.0-0.0-1.17,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,67,522388,0.0-17.0-5.0-0.0-0.18,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,577.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,0.0,18.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,523390,0.0-17.0-5.0-0.0-1.18,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,69,523747,0.0-17.0-5.0-0.0-0.19,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,356.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,0.0,19.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
