trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_admc_a1,task_raven_matrix,task_number_series,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc2,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,slider_start,list_id,ns_id,ns_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
instructions,672,1998789,0.0-13.0-7.0-0.0-1.39-0.39,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2973}]",2974.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,35257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,673,1998791,0.0-13.0-8.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,674,1998794,0.0-13.0-9.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,675,1998799,0.0-13.0-11.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Bayesian Update_easy__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,676,5110687,0.0-14.0-0.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 3111883}]",3111884.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,677,5110699,0.0-15.0-0.0-0.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,678,5110852,0.0-15.0-1.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,679,5194035,0.0-15.0-2.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 49739}, {'page_index': 1, 'viewing_time': 33442}]",83182.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,,,False,35494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,680,5194045,0.0-15.0-3.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,681,5201993,0.0-15.0-4.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 7945}]",7946.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,,,False,35723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,682,5215146,0.0-15.0-5.0-0.0-0.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,13120.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,35769.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,0.0,,,,,,,,,70.0,0.0,0.0,"[30, 70]",red,blue,blue,['blue'],[],hard,aig,0.1148488274796447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,683,5229783,0.0-15.0-5.0-0.0-0.1,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,14617.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,35914.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,1.0,,,,,,,,,78.0,0.0,1.0,"[30, 70]",red,blue,blue,['blue'],[['blue']],hard,aig,0.1178842553538229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,684,5245040,0.0-15.0-5.0-0.0-0.2,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,15223.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36055.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,2.0,,,,,,,,,70.0,0.0,2.0,"[30, 70]",red,blue,blue,['blue'],"[['blue'], ['blue']]",hard,aig,0.0252739619266063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,685,5253323,0.0-15.0-5.0-0.0-0.3,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,8268.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36230.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,3.0,,,,,,,,,70.0,0.0,3.0,"[30, 70]",red,blue,blue,['red'],"[['blue'], ['blue'], ['blue']]",hard,aig,0.0556557839554134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,686,5261675,0.0-15.0-5.0-0.0-0.4,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,8320.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36352.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,4.0,,,,,,,,,70.0,0.0,4.0,"[30, 70]",red,blue,blue,['blue'],"[['blue'], ['blue'], ['blue'], ['red']]",hard,aig,0.0252739619266063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,687,5264229,0.0-15.0-5.0-0.0-1.4-0.4,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2551}]",2551.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,36487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,688,5277590,0.0-15.0-5.0-0.0-0.5,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,13329.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36535.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,5.0,,,,,,,,,40.0,1.0,0.0,"[40, 60]",blue,red,red,['red'],[],hard,aig,0.1267517056391438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,689,5284888,0.0-15.0-5.0-0.0-0.6,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,7266.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36668.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,6.0,,,,,,,,,40.0,1.0,1.0,"[40, 60]",blue,red,red,['red'],[['red']],hard,aig,0.1000834585569823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,690,5292689,0.0-15.0-5.0-0.0-0.7,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,7768.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36797.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,7.0,,,,,,,,,40.0,1.0,2.0,"[40, 60]",blue,red,red,['blue'],"[['red'], ['red']]",hard,aig,0.1267517056391438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,691,5301044,0.0-15.0-5.0-0.0-0.8,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,8321.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,36921.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,8.0,,,,,,,,,40.0,1.0,3.0,"[40, 60]",blue,red,red,['red'],"[['red'], ['red'], ['blue']]",hard,aig,0.1000834585569823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,692,5309616,0.0-15.0-5.0-0.0-0.9,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,8552.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,0,,False,37054.0,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",True,0.0,9.0,,,,,,,,,40.0,1.0,4.0,"[40, 60]",blue,red,red,['red'],"[['red'], ['red'], ['blue'], ['red']]",hard,aig,0.0760823064574394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,693,5312244,0.0-15.0-5.0-0.0-1.9-0.9,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2625}]",2625.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,37180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,694,5314749,0.0-15.0-6.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2502}]",2503.0,,,,,,,,,,,,bayesian_update_test_trials_instructions,,,,,,,,,,,,,,,,,,,,False,37240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
