trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,task_leapfrog,task_admc_rp,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_graph_literacy,task_coherence_forecasting,task_shipley_vocab,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,response_choice,response_slider,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q13,cfs_id,cfs_response,question_order,shipley_vocabulary_score
html-keyboard-response,294,779634,0.0-13.0-5.0-4.0-1.4,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,295,779975,0.0-13.0-5.0-4.0-0.5,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,339.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,296,780978,0.0-13.0-5.0-4.0-1.5,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,297,781303,0.0-13.0-5.0-4.0-0.6,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,324.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,60.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,298,782306,0.0-13.0-5.0-4.0-1.6,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,299,782695,0.0-13.0-5.0-4.0-0.7,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,388.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,300,783699,0.0-13.0-5.0-4.0-1.7,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,301,783944,0.0-13.0-5.0-4.0-0.8,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,244.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,302,784949,0.0-13.0-5.0-4.0-1.8,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,303,785387,0.0-13.0-5.0-4.0-0.9,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,437.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,304,786399,0.0-13.0-5.0-4.0-1.9,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,305,786739,0.0-13.0-5.0-4.0-0.10,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,340.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,80.0,70.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,306,787746,0.0-13.0-5.0-4.0-1.10,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,307,788068,0.0-13.0-5.0-4.0-0.11,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,321.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,308,789072,0.0-13.0-5.0-4.0-1.11,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,309,789167,0.0-13.0-5.0-4.0-0.12,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,96.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,310,790182,0.0-13.0-5.0-4.0-1.12,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,311,790251,0.0-13.0-5.0-4.0-0.13,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,70.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,2.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,312,791260,0.0-13.0-5.0-4.0-1.13,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,313,791536,0.0-13.0-5.0-4.0-0.14,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,276.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,314,792546,0.0-13.0-5.0-4.0-1.14,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,315,792683,0.0-13.0-5.0-4.0-0.15,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,136.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,2.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,80.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,316,793697,0.0-13.0-5.0-4.0-1.15,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,317,793981,0.0-13.0-5.0-4.0-0.16,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,282.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,318,794994,0.0-13.0-5.0-4.0-1.16,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,319,795058,0.0-13.0-5.0-4.0-0.17,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,63.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,320,796059,0.0-13.0-5.0-4.0-1.17,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,321,796206,0.0-13.0-5.0-4.0-0.18,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,146.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,322,797215,0.0-13.0-5.0-4.0-1.18,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,323,797293,0.0-13.0-5.0-4.0-0.19,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,77.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,,True,2.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,90.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,324,798307,0.0-13.0-5.0-4.0-1.19,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,325,805971,0.0-13.0-5.0-5.0-0.0-0.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,7664.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,381.0,,,{'prediction': '5'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,326,808677,0.0-13.0-5.0-5.0-0.0-1.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,2704.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,382.0,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,327,809775,0.0-13.0-5.0-6.0-0.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,1096.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,328,810777,0.0-13.0-5.0-6.0-1.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,329,811089,0.0-13.0-5.0-6.0-0.1,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,311.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,3.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,330,812090,0.0-13.0-5.0-6.0-1.1,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,331,812371,0.0-13.0-5.0-6.0-0.2,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,280.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,3.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,332,813385,0.0-13.0-5.0-6.0-1.2,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,333,813532,0.0-13.0-5.0-6.0-0.3,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,146.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,,True,3.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,100.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,334,814543,0.0-13.0-5.0-6.0-1.3,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,aplDYmQSWhLfx3HKsOsslG9Iwu,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
