trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_impossible_question,task_shipley_vocab,task_coherence_forecasting,task_graph_literacy,task_time_series,task_shipley_abstraction,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,response_slider,slider_moved,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,shipley_vocabulary_score,moved_sliders,cfs_id,cfs_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,slider_start,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
survey-html-form,637,940125,0.0-9.0-4.0-0.0-0.25,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,4053.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,897.0,,"{'IQ_3': '2', 'IQ_3_slider': '59'}",False,0.0,25.0,,,,,,,2.0,59.0,True,IQ_3,What is the population of Synomle?,"More than 10,000","Less than 10,000",3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,638,940653,0.0-9.0-4.0-0.0-1.25,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,525.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,898.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 54% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,639,945644,0.0-9.0-4.0-0.0-0.26,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,4990.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,899.0,,"{'GK_21': '2', 'GK_21_slider': '100'}",False,0.0,26.0,,,,,,,2.0,100.0,True,GK_21,The number of weeks in a year is approximately:,500,52,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,640,946548,0.0-9.0-4.0-0.0-1.26,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,903.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,900.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 56% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,641,950614,0.0-9.0-4.0-0.0-0.27,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,4065.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,901.0,,"{'GK_2': '1', 'GK_2_slider': '100'}",False,0.0,27.0,,,,,,,1.0,100.0,True,GK_2,The radius of the Earth is approximately...,4000 miles,200 miles,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,642,951277,0.0-9.0-4.0-0.0-1.27,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,661.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,902.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 28/30 questions completed. 57% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,643,956598,0.0-9.0-4.0-0.0-0.28,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,5319.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,903.0,,"{'IQ_4': '2', 'IQ_4_slider': '52'}",False,0.0,28.0,,,,,,,2.0,52.0,True,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,644,957186,0.0-9.0-4.0-0.0-1.28,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,587.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,904.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 29/30 questions completed. 55% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,645,963065,0.0-9.0-4.0-0.0-0.29,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,5878.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,905.0,,"{'GK_64': '2', 'GK_64_slider': '100'}",False,0.0,29.0,,,,,,,2.0,100.0,True,GK_64,Human children have more bones than adults.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,646,963936,0.0-9.0-4.0-0.0-1.29,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,869.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,906.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 30/30 questions completed. 53% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,647,963937,0.0-9.0-5.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,648,965232,0.0-9.0-6.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,1295.0,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,649,965233,0.0-9.0-7.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,650,965234,0.0-9.0-9.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,651,984782,0.0-10.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 19547}]",19547.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,652,984784,0.0-11.0-0.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,653,984935,0.0-11.0-1.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,654,993329,0.0-11.0-2.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 8393}]",8393.0,,,,,,,,,,,,shipley_vocab_instructions,,,,,,,,,,,,,,,,,,,False,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,655,993330,0.0-11.0-3.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,656,1195496,0.0-11.0-4.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,202159.0,,,,,,,,,,,,shipley_vocab_test_trial,,,,,,,,,,,,,,,,,,,False,910.0,,"{'shipley_vocab_1': 'speak', 'shipley_vocab_2': 'sofa', 'shipley_vocab_3': 'recall', 'shipley_vocab_4': 'forgive', 'shipley_vocab_5': 'dreadful', 'shipley_vocab_6': 'large', 'shipley_vocab_7': 'likely', 'shipley_vocab_8': 'pretender', 'shipley_vocab_9': 'enchant', 'shipley_vocab_10': 'obvious', 'shipley_vocab_11': 'tell', 'shipley_vocab_12': 'pull', 'shipley_vocab_13': 'laughter', 'shipley_vocab_14': 'uninformed', 'shipley_vocab_15': 'heading', 'shipley_vocab_16': 'signify', 'shipley_vocab_17': 'serious', 'shipley_vocab_18': 'strengthen', 'shipley_vocab_19': 'deserve', 'shipley_vocab_20': 'fame', 'shipley_vocab_21': 'help', 'shipley_vocab_22': 'charm', 'shipley_vocab_23': 'barren', 'shipley_vocab_24': 'affable', 'shipley_vocab_25': 'belittle', 'shipley_vocab_26': 'notched', 'shipley_vocab_27': 'pilfer', 'shipley_vocab_28': 'hole', 'shipley_vocab_29': 'unspoiled', 'shipley_vocab_30': 'pure', 'shipley_vocab_31': 'plain', 'shipley_vocab_32': 'dominate', 'shipley_vocab_33': 'relentless', 'shipley_vocab_34': 'rally', 'shipley_vocab_35': 'mitigate', 'shipley_vocab_36': 'curious', 'shipley_vocab_37': 'placate', 'shipley_vocab_38': 'remonstrance', 'shipley_vocab_39': 'solidify', 'shipley_vocab_40': 'everyday'}",,,,,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,657,1195523,0.0-11.0-5.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,658,1196607,0.0-11.0-6.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,1083.0,,,,,,,,,,,,feedback_Shipley (Vocabulary),,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,659,1196608,0.0-11.0-7.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,660,1196609,0.0-11.0-9.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,7TNdqDaJegSIqjvCjkgiaSCXzV,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Shipley (Vocabulary)__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,1,0.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1008,0.0-1.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,1536.0,695.0,True,chrome,123.0.0,False,Windows 10,True,59.84,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1009,0.0-2.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,1009,0.0-3.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1009,0.0-5.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,5,1009,0.0-7.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,6,1161,0.0-9.0-1.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,7,2766,0.0-9.0-2.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,"[{'page_index': 0, 'viewing_time': 1605}]",1605.0,,,,,,,,,,,,cfs_general_instructions,,,,,,,,,,,,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,2767,0.0-9.0-3.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,9,22650,0.0-9.0-4.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,19881.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,3.0,,"{'trinary_A': '0', 'trinary_B': '0', 'trinary_C': '0', 'trinary_AB': '0', 'trinary_BC': '100'}",,,,,,,,,,,,,,,,,,,,,,"trinary_A_slider,trinary_B_slider,trinary_C_slider,trinary_AB_slider,trinary_BC_slider,","['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['0', '0', '0', '0', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,10,38228,0.0-9.0-5.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,15572.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,4.0,,"{'binary_statepop1': '39', 'binary_statearea1': '59', 'binary_gdp1': '31'}",,,,,,,,,,,,,,,,,,,,,,"binary_statepop1_slider,binary_statearea1_slider,binary_gdp1_slider,","['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['39', '59', '31']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,11,85807,0.0-9.0-6.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,47576.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,5.0,,"{'binary_statepop2': '40', 'binary_statearea2': '32', 'binary_gdp2': '38'}",,,,,,,,,,,,,,,,,,,,,,"binary_statepop2_slider,binary_statearea2_slider,binary_gdp2_slider,","['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['40', '32', '38']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,12,101177,0.0-9.0-7.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,15365.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,6.0,,"{'time1': '79', 'time2': '81', 'time3': '89'}",,,,,,,,,,,,,,,,,,,,,,"time1_slider,time2_slider,time3_slider,","['time1', 'time2', 'time3']","['79', '81', '89']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,13,114037,0.0-9.0-8.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,12857.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,7.0,,"{'time4': '19', 'time5': '32', 'time6': '42'}",,,,,,,,,,,,,,,,,,,,,,"time4_slider,time5_slider,time6_slider,","['time4', 'time5', 'time6']","['19', '32', '42']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,14,129813,0.0-9.0-9.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,15773.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,8.0,,"{'space1': '79', 'space2': '100', 'space3': '100'}",,,,,,,,,,,,,,,,,,,,,,"space1_slider,space2_slider,space3_slider,","['space1', 'space2', 'space3']","['79', '100', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,15,145196,0.0-9.0-10.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,15379.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,9.0,,"{'space4': '69', 'space5': '100', 'space6': '100'}",,,,,,,,,,,,,,,,,,,,,,"space4_slider,space5_slider,space6_slider,","['space4', 'space5', 'space6']","['69', '100', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,16,202132,0.0-9.0-11.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,56934.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,10.0,,"{'confidence_interval1': '78', 'confidence_interval2': '50', 'confidence_interval3': '51'}",,,,,,,,,,,,,,,,,,,,,,"confidence_interval1_slider,confidence_interval2_slider,confidence_interval3_slider,","['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['78', '50', '51']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,17,202134,0.0-9.0-12.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,18,203457,0.0-9.0-13.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,1321.0,,,,,,,,,,,,feedback_Coherence Forecasting,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,19,203457,0.0-9.0-14.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,20,203459,0.0-9.0-16.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,async_data_save,,Coherence Forecasting__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,21,203460,0.0-11.0-0.0-0.0,gGaL9V5DuAw39Y6Pxdwu,223301,5,GFajfPHQkQhq53gi8i0m38oHV2,raSfotQccMLv1rvC3cWINQmfO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
