view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,experiment_parameters,task_impossible_question,task_cognitive_reflection,task_leapfrog,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,task_admc_a1,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_raven_matrix,task_time_series,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,list_id,y_axis_values,chart_height,func,direction,noise_condition,datapoints
,,html-keyboard-response,834,1046381,0.0-13.0-7.0-0.0-2.46,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,835,1046692,0.0-13.0-7.0-0.0-0.47,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,954.0,html-keyboard-response,836,1047649,0.0-13.0-7.0-0.0-1.47,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowleft,,False,1109.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,False,0.0,47.0,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,837,1048651,0.0-13.0-7.0-0.0-2.47,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,838,1048653,0.0-13.0-8.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1855.0,html-button-response,839,1050509,0.0-13.0-9.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,feedback_Denominator Neglect_A,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,840,1050510,0.0-13.0-10.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,841,1050513,0.0-13.0-12.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_A__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 5963}]",5963.0,instructions,842,1056478,0.0-14.0-0.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,843,1056483,0.0-15.0-0.0-0.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,844,1056638,0.0-15.0-1.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 9237}]",9238.0,instructions,845,1065877,0.0-15.0-2.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_general_instructions,,,,,,False,1113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,846,1065878,0.0-15.0-3.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 3876}]",3876.0,instructions,847,1069754,0.0-15.0-4.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,False,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,848,1070075,0.0-15.0-5.0-0.0-0.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,835.0,html-keyboard-response,849,1070913,0.0-15.0-5.0-0.0-1.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowright,,False,1116.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.3,0.2799999999999999,10.0,400.0,3.0,112.0,7.0,288.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,850,1071923,0.0-15.0-5.0-0.0-2.0,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,851,1072233,0.0-15.0-5.0-0.0-0.1,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1039.0,html-keyboard-response,852,1073274,0.0-15.0-5.0-0.0-1.1,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowright,,False,1119.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.31,10.0,400.0,3.0,124.0,7.0,276.0,right,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,853,1074280,0.0-15.0-5.0-0.0-2.1,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,854,1074595,0.0-15.0-5.0-0.0-0.2,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1383.0,html-keyboard-response,855,1075980,0.0-15.0-5.0-0.0-1.2,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowleft,,False,1122.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.29,0.3,400.0,10.0,116.0,3.0,284.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,856,1076986,0.0-15.0-5.0-0.0-2.2,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,857,1077288,0.0-15.0-5.0-0.0-0.3,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,602.0,html-keyboard-response,858,1077893,0.0-15.0-5.0-0.0-1.3,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowleft,,False,1125.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.15,0.1,400.0,10.0,60.0,1.0,340.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,859,1078897,0.0-15.0-5.0-0.0-2.3,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,860,1079212,0.0-15.0-5.0-0.0-0.4,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1222.0,html-keyboard-response,861,1080438,0.0-15.0-5.0-0.0-1.4,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowleft,,False,1128.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.3399999999999999,10.0,400.0,3.0,136.0,7.0,264.0,left,silver,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,862,1081452,0.0-15.0-5.0-0.0-2.4,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,863,1081756,0.0-15.0-5.0-0.0-0.5,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1742.0,html-keyboard-response,864,1083501,0.0-15.0-5.0-0.0-1.5,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowright,,False,1131.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.24,0.2,400.0,10.0,96.0,2.0,304.0,8.0,right,gold,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,865,1084503,0.0-15.0-5.0-0.0-2.5,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,866,1084806,0.0-15.0-5.0-0.0-0.6,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1100.0,html-keyboard-response,867,1085909,0.0-15.0-5.0-0.0-1.6,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowright,,False,1135.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,right,gold,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,868,1086918,0.0-15.0-5.0-0.0-2.6,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,869,1087227,0.0-15.0-5.0-0.0-0.7,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1027.0,html-keyboard-response,870,1088256,0.0-15.0-5.0-0.0-1.7,Mi6oc81FIZdzpX92BWed,33ff78,5,eZ2aNrdo5aeiJ3cyd7VAZp6Iog,QWp8uQvwfyhEwwNvtIShlrYLmZ,,,,,,,,,,,,,,dn_main_trial_version_A,,,,arrowleft,,False,1139.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.3,0.27,10.0,400.0,3.0,108.0,7.0,292.0,left,silver,,,,,,,,,,,,,,,,,,,
