"subject_id","Format","qorder","Frame","item","form","wave","1","2","3","4","5","resolution","0.05","0.25","0.5","0.75","0.95","total_score","sscore_standardized"
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","M811",2,0,60,99,125,150,200,118,2.9,4.75,3.5,8,4.1,23.25,-2.99658250585867
"p1PmWt4mtaHJNeEU3gt9","Separate","ascending","Positive","G1190",2,0,4.5,4.5,4.5,4.5,4.5,3.837,0.62985,0.49725,0.3315,0.16575,0.03315,1.6575,4.03641020164646
"p1PmWt4mtaHJNeEU3gt9","Separate","ascending","Positive","M811",2,0,0,0,0,0,0,118,5.9,29.5,59,88.5,112.1,295,0.367038655753203
"81DbN7euP5SvEjIslLf2","List","descending","Positive","G1210",1,0,94.5,95,95.5,96,98,96.615,0.10575,0.403749999999999,0.557499999999997,0.461249999999996,0.0692500000000003,1.59749999999999,-0.673541591590232
"81DbN7euP5SvEjIslLf2","List","descending","Positive","G1461",1,0,419.6,419.62,419.63,419.7,419.78,419.84,0.0119999999999976,0.0549999999999926,0.10499999999999,0.10499999999999,0.0570000000000022,0.333999999999972,-0.264294897527373
"cr8Z6fCKq3950wF7rnNm","List","descending","Negative","G1190",2,0,3.78,3.79,3.8,3.813,3.85,3.837,0.00285000000000002,0.01175,0.0185000000000002,0.018,0.000649999999999996,0.0517500000000003,-0.89163122202002
"cr8Z6fCKq3950wF7rnNm","List","descending","Negative","M811",2,0,100,105,110,125,150,118,0.9,3.25,4,1.75,1.6,11.5,-3.1420196674003
"7i9X1cSWEqdvs4nAgTZ1","List","descending","Positive","G1210",1,0,95.95,96,96.2,96.3,96.4,96.615,0.0332499999999996,0.153749999999999,0.207499999999996,0.236249999999998,0.20424999999999,0.834999999999982,-0.750566001229026
"7i9X1cSWEqdvs4nAgTZ1","List","descending","Positive","G1461",1,0,419.56,419.57,419.58,419.59,419.6,419.84,0.0139999999999986,0.0674999999999955,0.129999999999995,0.1875,0.227999999999955,0.626999999999944,-0.249026764456024
"I3JNnnPW73yakxKdfiT0","List","descending","Positive","G1210",1,0,92,94,95,96,98,96.615,0.23075,0.653749999999999,0.807499999999997,0.461249999999996,0.0692500000000003,2.22249999999999,-0.610406829591222
"I3JNnnPW73yakxKdfiT0","List","descending","Positive","G1461",1,0,419.7,419.77,419.8,419.83,419.85,419.84,0.00699999999999932,0.0174999999999983,0.0199999999999818,0.00749999999999318,0.000500000000002388,0.052499999999975,-0.278963769403089
"wJN8JVRMJeos8KmhM0nh","List","ascending","Positive","G1210",1,0,0,0,0,2,5,96.615,4.83075,24.15375,48.3075,70.96125,87.03425,235.2875,5
"wJN8JVRMJeos8KmhM0nh","List","ascending","Positive","G1461",1,0,0,5,10,15,20,419.84,20.992,103.71,204.92,303.63,379.848,1013.1,5
"PGcl1e8m5kaxuCUoFmyg","Separate","ascending","Negative","G1210",1,0,92,97,100,105,110,96.615,0.23075,0.288750000000004,1.6925,2.09625,0.669250000000001,4.97750000000001,-0.332108798699584
"PGcl1e8m5kaxuCUoFmyg","Separate","ascending","Negative","G1461",1,0,419.8,419.83,419.87,419.9,419.95,419.84,0.00199999999999818,0.00249999999999773,0.0150000000000148,0.0150000000000006,0.00550000000000069,0.0400000000000119,-0.279615140267906
"44J2DAUmP4oa33eVMXbo","List","ascending","Positive","G1190",2,0,3.2,3.4,3.8,3.6,4,3.837,0.03185,0.10925,0.0185000000000002,0.17775,0.00815,0.3455,0.0098865536001144
"44J2DAUmP4oa33eVMXbo","List","ascending","Positive","M811",2,0,1,3,4,8,10,118,5.85,28.75,57,82.5,102.6,276.7,0.140528012671336
"Cgg6Ico6w4ziOtJyqftA","Separate","descending","Positive","G1190",2,0,3.5,3.6,3.7,3.8,3.85,3.837,0.01685,0.05925,0.0685,0.0277500000000003,0.000649999999999996,0.173,-0.519515374210858
"Cgg6Ico6w4ziOtJyqftA","Separate","descending","Positive","M811",2,0,100,103,105,108,111,118,0.9,3.75,6.5,7.5,6.65,25.3,-2.97120836278119
"hRGa6FaIRK7j9S0HeI7X","List","descending","Positive","G1210",1,0,95,80,75,60,50,96.615,0.0807499999999998,4.15375,10.8075,27.46125,44.28425,86.7875,5
"hRGa6FaIRK7j9S0HeI7X","List","descending","Positive","G1461",1,0,419,320,240,215,140,419.84,0.0419999999999988,24.96,89.92,153.63,265.848,534.4,5
"NOfh3p7LtiPTD8nFkQke","List","ascending","Positive","G1190",2,0,3.15,3.25,3.5,3.45,3.65,3.837,0.03435,0.14675,0.1685,0.29025,0.17765,0.8175,1.45845298795825
"NOfh3p7LtiPTD8nFkQke","List","ascending","Positive","M811",2,0,3,4,2,1,0,118,5.75,28.5,58,87.75,112.1,292.1,0.33114352652165
"9a6rmA3HTTfVyRjdMjHp","List","descending","Positive","G1190",2,0,3,3.3,3.6,3.5,4,3.837,0.04185,0.13425,0.1185,0.25275,0.00815,0.5555,0.654375857022168
"9a6rmA3HTTfVyRjdMjHp","List","descending","Positive","M811",2,0,0,1,2,3,5,118,5.9,29.25,58,86.25,107.35,286.75,0.26492320190482
"Z461K2AhYjH0dLK3poZS","List","descending","Positive","G1210",1,0,95.3,94,95,96,97,96.615,0.0657499999999999,0.653749999999999,0.807499999999997,0.461249999999996,0.0192500000000003,2.00749999999999,-0.632125187718882
"Z461K2AhYjH0dLK3poZS","List","descending","Positive","G1461",1,0,419.7,419.9,420.3,420.5,421,419.84,0.00699999999999932,0.0450000000000017,0.230000000000018,0.165000000000006,0.0580000000000013,0.505000000000027,-0.25538414409665
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","G1190",2,0,3.5,3.75,4,4.5,5,3.837,0.01685,0.02175,0.0814999999999999,0.16575,0.05815,0.344,0.00528305857567014
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","M811",2,0,35,30,25,15,10,118,4.15,22,46.5,77.25,102.6,252.5,-0.159010651950586
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1190",2,0,3.8,3.85,3.9,4,4.5,3.837,0.00185000000000002,0.00974999999999993,0.0314999999999999,0.04075,0.03315,0.117,-0.69137918845674
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","M811",2,0,4,5,5.4,6,7,118,5.7,28.25,56.3,84,105.45,279.7,0.177660904979839
"B8X1sGwCyWl77G1Wbh2o","Separate","ascending","Negative","G1190",2,0,10,10,30,20,40,3.837,5.85485,4.62225,13.0815,4.04075,1.80815,29.4075,5
"B8X1sGwCyWl77G1Wbh2o","Separate","ascending","Negative","M811",2,0,1,2,53,4,52,118,5.85,29,32.5,85.5,62.7,215.55,-0.616364108883645
"X7fyR9TL9BTPesedFSHM","List","ascending","Positive","G1190",2,0,3.8,3.6,3.9,4.2,4.8,3.837,0.00185000000000002,0.05925,0.0314999999999999,0.09075,0.04815,0.2315,-0.339979068257573
"X7fyR9TL9BTPesedFSHM","List","ascending","Positive","M811",2,0,1,2,3,4,1,118,5.85,29,57.5,85.5,111.15,289,0.292772871136197
"900fqtQbOqfanAayVwpH","List","descending","Positive","G1210",1,0,97.6,97.43,96.95,96.45,95.99,96.615,0.935749999999999,0.611250000000009,0.167500000000004,0.123749999999994,0.59375,2.43200000000001,-0.589244057369152
"900fqtQbOqfanAayVwpH","List","descending","Positive","G1461",1,0,419.9,419.8,419.7,419.63,419.59,419.84,0.0570000000000022,0.00999999999999091,0.0699999999999932,0.157499999999985,0.2375,0.531999999999971,-0.253977183028645
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1210",1,0,5,0,0,0,0,96.615,4.58075,24.15375,48.3075,72.46125,91.78425,241.2875,5
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1461",1,0,0,0,0,75,0,419.84,20.992,104.96,209.92,258.63,398.848,993.35,5
"PUguYxmStbJ3njO3QvE6","Separate","descending","Positive","G1190",2,0,3.5,3.75,4,4.1,4.5,3.837,0.01685,0.02175,0.0814999999999999,0.0657499999999999,0.03315,0.219,-0.3783415267946
"PUguYxmStbJ3njO3QvE6","Separate","descending","Positive","M811",2,0,0,2,3,5,10,118,5.9,29,57.5,84.75,102.6,279.75,0.178279786518314
"Dri2qEJCKoVglp49LZVF","List","descending","Positive","G1210",1,0,90,93,94,95.5,96,96.615,0.33075,0.903749999999999,1.3075,0.836249999999996,0.584249999999995,3.96249999999999,-0.434639652185978
"Dri2qEJCKoVglp49LZVF","List","descending","Positive","G1461",1,0,419.61,419.62,419.63,419.64,419.65,419.84,0.0114999999999981,0.0549999999999926,0.10499999999999,0.149999999999991,0.180499999999998,0.50199999999997,-0.25554047310421
"kBjnpnb2llBmbGdijKXg","List","ascending","Positive","G1210",1,0,95.8,96,97.5,98,101,96.615,0.0407499999999999,0.153749999999999,0.442500000000003,0.346250000000001,0.21925,1.2025,-0.713442761173606
"kBjnpnb2llBmbGdijKXg","List","ascending","Positive","G1461",1,0,419.6,419.8,420,421,425,419.84,0.0119999999999976,0.00999999999999091,0.0800000000000125,0.290000000000006,0.258000000000002,0.650000000000009,-0.247828242064754
"ZHEUR68fR5MXXBvCPkuE","List","ascending","Negative","G1210",1,0,200,400,600,800,1000,96.615,98.21575,227.53875,251.6925,175.84625,45.16925,798.4625,5
"ZHEUR68fR5MXXBvCPkuE","List","ascending","Negative","G1461",1,0,1,2.1,3,4.5,6,419.84,20.942,104.435,208.42,311.505,393.148,1038.45,5
"YfEGjNjiKeyitcSdFtsk","List","ascending","Negative","G1210",1,0,92.98,93.9,94.9,95.955,101.308,96.615,0.18175,0.678749999999997,0.857499999999995,0.494999999999997,0.234650000000001,2.44764999999999,-0.587663162928699
"YfEGjNjiKeyitcSdFtsk","List","ascending","Negative","G1461",1,0,419.83,419.84,419.85,419.87,419.9,419.84,0.000499999999999545,0,0.00500000000002387,0.00750000000000739,0.00300000000000012,0.0160000000000309,-0.280865772328357
"14v5ozkNiEFvMQrGcFef","List","ascending","Positive","G1210",1,0,90,91,92,93,94,96.615,0.33075,1.40375,2.3075,2.71125,2.48424999999999,9.23749999999999,0.0982177390856672
"14v5ozkNiEFvMQrGcFef","List","ascending","Positive","G1461",1,0,419.6,419.61,419.62,419.63,419.64,419.84,0.0119999999999976,0.0574999999999903,0.109999999999985,0.157499999999985,0.189999999999989,0.526999999999947,-0.254237731374573
"G70NDfvVTsAVQheihRzE","List","ascending","Negative","G1190",2,0,3,3.5,3.75,3.85,3.9,3.837,0.04185,0.08425,0.0435000000000001,0.00324999999999998,0.00314999999999999,0.176,-0.510308384161972
"G70NDfvVTsAVQheihRzE","List","ascending","Negative","M811",2,0,0,1,2,3,5,118,5.9,29.25,58,86.25,107.35,286.75,0.26492320190482
"f81zXUoD7CvdNqUSI1fT","Separate","descending","Negative","G1210",1,0,95.38,95.45,95.65,95.96,96,96.615,0.06175,0.291249999999998,0.482499999999995,0.491250000000001,0.584249999999995,1.91099999999999,-0.641873194971529
"f81zXUoD7CvdNqUSI1fT","Separate","descending","Negative","G1461",1,0,419.85,419.9,419.95,419.98,420,419.84,0.00950000000004536,0.0450000000000017,0.0550000000000068,0.0350000000000108,0.00800000000000126,0.152500000000066,-0.273752802484535
"eupIsJaT0DGhPRxYpQ8L","List","descending","Positive","G1210",1,0,95.955,95.955,95.955,95.955,95.955,96.615,0.0329999999999998,0.164999999999999,0.329999999999998,0.494999999999997,0.626999999999997,1.64999999999999,-0.668238271582315
"eupIsJaT0DGhPRxYpQ8L","List","descending","Positive","G1461",1,0,418,418.5,419,420,420.5,419.84,0.0919999999999987,0.334999999999994,0.419999999999987,0.0400000000000063,0.0330000000000013,0.919999999999987,-0.233758631384672
"ugmetYJPKn2PqPEAlqOj","List","ascending","Negative","G1190",2,0,4.39,4.42,4.45,4.48,4.51,3.837,0.52535,0.43725,0.3065,0.16075,0.03365,1.4635,3.4410248451518
"ugmetYJPKn2PqPEAlqOj","List","ascending","Negative","M811",2,0,7,8,9,10,11,118,5.55,27.5,54.5,81,101.65,270.2,0.06007341266958
"3d94vsLlqAahIM1AihyV","List","ascending","Negative","G1190",2,0,2.75,3,3.5,4,4.5,3.837,0.05435,0.20925,0.1685,0.04075,0.03315,0.506,0.50246052121554
"3d94vsLlqAahIM1AihyV","List","ascending","Negative","M811",2,0,9,7,5,3,1,118,5.45,27.75,56.5,86.25,111.15,287.1,0.269255372674145
"2o6tSgw09wEiH2UVjsUa","Separate","descending","Negative","G1190",2,0,3.2,3.3,3.4,3.75,4,3.837,0.03185,0.13425,0.2185,0.0652500000000001,0.00815,0.458,0.355148680433357
"2o6tSgw09wEiH2UVjsUa","Separate","descending","Negative","M811",2,0,40,80,100,150,250,118,3.9,9.5,9,8,6.60000000000001,37,-2.82639008277803
"YLxtpxXvCQowi5IFp8QA","List","descending","Positive","G1190",2,0,4,4,3.75,3.9,3.5,3.837,0.15485,0.12225,0.0435000000000001,0.0157499999999999,0.32015,0.6565,0.964344522001344
"YLxtpxXvCQowi5IFp8QA","List","descending","Positive","M811",2,0,80,60,75,85,90,118,1.9,14.5,21.5,24.75,26.6,89.25,-2.17965887507161
"Rka90qQI3j670CoTT2Qf","List","descending","Negative","G1210",1,0,95,20,35,25,10,96.615,0.0807499999999998,19.15375,30.8075,53.71125,82.28425,186.0375,5
"Rka90qQI3j670CoTT2Qf","List","descending","Negative","G1461",1,0,25,90,10,15,26,419.84,19.742,82.46,204.92,303.63,374.148,984.9,5
"HJXWdLriAlaQF9Pq983T","List","ascending","Positive","G1190",2,0,3.79,3.99,4.15,4.85,5.1,3.837,0.00235000000000001,0.11475,0.1565,0.25325,0.06315,0.59,0.760256242584361
"HJXWdLriAlaQF9Pq983T","List","ascending","Positive","M811",2,0,7,6,5,4,2,118,5.55,28,56.5,85.5,110.2,285.75,0.252545571135319
"IW6zbIlQKOcW4ab6MmFS","List","descending","Positive","G1190",2,0,3.75,3.81,3.86,3.9,4.05,3.837,0.00435000000000001,0.00675000000000003,0.0114999999999998,0.0157499999999999,0.01065,0.0489999999999998,-0.900070962898167
"IW6zbIlQKOcW4ab6MmFS","List","descending","Positive","M811",2,0,250,280,300,325,370,118,125.4,121.5,91,51.75,12.6,402.25,1.69453955578217
"KWKFW3aFOM3D8GiRagyj","List","descending","Negative","G1210",1,0,94.5,94.99,95.42,95.79,96.28,96.615,0.10575,0.40625,0.597499999999997,0.618749999999991,0.318249999999994,2.04649999999998,-0.628185578570144
"KWKFW3aFOM3D8GiRagyj","List","descending","Negative","G1461",1,0,419.8,419.83,419.85,419.88,419.9,419.84,0.00199999999999818,0.00249999999999773,0.00500000000002387,0.0100000000000051,0.00300000000000012,0.022500000000025,-0.280527059478651
"mXwsYfnMYmVkBLgOeXxH","List","descending","Negative","G1190",2,0,3,3.5,4,4.5,5,3.837,0.04185,0.08425,0.0814999999999999,0.16575,0.05815,0.4315,0.273820268334859
"mXwsYfnMYmVkBLgOeXxH","List","descending","Negative","M811",2,0,0,1,2,3,5,118,5.9,29.25,58,86.25,107.35,286.75,0.26492320190482
"IpVEycSzzPWwL6RWWju0","Separate","ascending","Positive","G1190",2,0,3.593,3.765,3.831,3.949,3.99,3.837,0.0122,0.018,0.00300000000000011,0.0279999999999999,0.00765000000000001,0.0688500000000001,-0.839151378741367
"IpVEycSzzPWwL6RWWju0","Separate","ascending","Positive","M811",2,0,111,123,135,150,183,118,0.35,3.75,8.5,8,3.25,23.85,-2.98915592739697
"IvG7HzPbGQKghBFFs166","List","ascending","Negative","M811",2,0,1,1,0,0,0,118,5.85,29.25,59,88.5,112.1,294.7,0.363325366522352
"oBGGIUZ21gmxBxeTk9yz","Separate","descending","Positive","G1190",2,0,3.5,3.6,3.7,3.65,3.75,3.837,0.01685,0.05925,0.0685,0.14025,0.0826500000000002,0.3675,0.0774044806252823
"oBGGIUZ21gmxBxeTk9yz","Separate","descending","Positive","M811",2,0,250,265,275,290,300,118,125.4,110.25,78.5,43,9.10000000000001,366.25,1.24894484808014
"DI54f4tIgIRoruK6GEqW","Separate","descending","Positive","G1190",2,0,3.8,3.83,3.85,3.9,4,3.837,0.00185000000000002,0.00175000000000003,0.00649999999999995,0.0157499999999999,0.00815,0.0339999999999999,-0.946105913142599
"DI54f4tIgIRoruK6GEqW","Separate","descending","Positive","M811",2,0,90,92,95,97,100,118,1.4,6.5,11.5,15.75,17.1,52.25,-2.63763121354314
"wcWTQ7oSUBj6RZJzLSTy","List","ascending","Positive","G1210",1,0,50,45,30,20,5,96.615,2.33075,12.90375,33.3075,57.46125,87.03425,193.0375,5
"wcWTQ7oSUBj6RZJzLSTy","List","ascending","Positive","G1461",1,0,70,45,25,15,10,419.84,17.492,93.71,197.42,303.63,389.348,1001.6,5
"ljDaHvoGAgx76hIYhCor","Separate","ascending","Positive","G1210",1,0,0.95,0.09,0.09,0.097,0.095,96.615,4.78325,24.13125,48.2625,72.3885,91.694,241.2595,5
"ljDaHvoGAgx76hIYhCor","Separate","ascending","Positive","G1461",1,0,0.25,0.2,0.15,0.15,0.2,419.84,20.9795,104.91,209.845,314.7675,398.658,1049.16,5
"s4wDeTMNic3QP3ANJwL5","List","ascending","Negative","G1190",2,0,3.4,3.6,3.8,4,4.9,3.837,0.02185,0.05925,0.0185000000000002,0.04075,0.0531500000000001,0.1935,-0.456600942210134
