subject_id,group
9fNzCWLAlFIBwlLJ0oFz,reg
1wVHEAIQg3o1mz9eQ8Bi,reg
L7pmg8joYv1DAbta4GSy,reg
WEx9IC5DSaAIytPAyJK5,reg
7g48cSLs8jYPIKalXiUZ,reg
4MXqlRYjANDHSM003I2c,reg
RxNQfdU0RGiPiTziZ5jf,reg
9kNKLFrAZTGO8pUedvTM,reg
TdV5vQ3OshqNfOa56axT,reg
IIeCbY9dM0C04giDl66U,reg
haKH6sU4vzOFjnZmlX00,reg
rfhrXlAv1kmfzwFzjCuj,reg
OwOc8QyU7AaqFGJJByVK,reg
RK3vEJLww3uOQxINBsw3,reg
rkUT5E9X3gFoJaR5UIkT,reg
2fYxvQc1czvRDcT8JM7B,reg
2Vwn0iIcQkFTqO8avFu2,reg
DN9XY1PfsOpuhOOQh1DL,reg
8dnNzoCXB1BhEOgzIafL,reg
JppTQOpQCcLIflZd3Gdo,reg
Cc2Gwx0VMe4utehSMqHN,reg
3WiXVGDcPaRKLpDDNQlF,reg
azeC5Kk3x946Oj4L6HnU,reg
ifcG7cR8IYUd48e11ERX,sup
KTfFRDs4otel3iaDulqe,reg
C97KNSD7eM6nPKVQs2xx,reg
ArWJ1aLAwP2t66pdDGqy,reg
9PhfXbX5j14I39Q4Vi0X,reg
jLHaeduCoUx3ftBfnPeK,reg
jnddVA5OnRXjgyBHLhkr,reg
DwsLORNs9ADEuzI6TZqL,reg
wTGPje1S1u8mlwHKABjw,reg
YadICsCbreoE8j0XqU5o,reg
dK03wJ3XzhgE9DtBrUzC,reg
w5X5TxLB7L4EDQXMa3tT,reg
m4WvPR8LuJ7MzkCWcnan,reg
HVSmH1hpi1F0pgVaQbCE,reg
0vmPFl2IZJK1p5l9dGu5,reg
8JHUdKF0j7elKPoh3pKM,reg
QKfAH4AsGeJ4vOFeImNb,reg
JLnGgJO2Ms84Cyk7fRai,reg
xgX9LZbxnEJvwHKfw0AT,reg
LygwD1CGiEAr9Ky6Au0Q,reg
tRvesqPE5A0iKVY6G8g8,reg
Es2GuFdquKQ4uWPOPXxX,reg
QakFVrMCqt7gRZVH3iEC,reg
MsFmP6wdnCIMDOShVnvZ,reg
hZ3NbagTOmWwhePqOA5O,reg
b0plEOyRuiu7At4JRaW7,reg
oaj9WvyKGTefrZ4v7rLm,reg
QUXPoKjCFO2TXJAKFj2Q,reg
iDVSD6gbQgM8j3P2K9pE,reg
64RVc86LLeI6qccFOAs0,reg
2QJZGGcIQF8A5FhBmyuz,reg
59IvIpJNBTNdhP0pm9AL,reg
8bdVYH1QTIdVRAAiB38w,reg
fkFoEo1gGQv4gTV9uSmY,reg
OyCfR97qmhV4y6AwIg2Z,reg
4otGofdOW76kH63oYmSe,reg
QdUrtE4V9YCVu4rhYmEd,reg
yNm6Ltol5DXjwjz2vfYi,reg
cipP2AJ1Mm2TqQzzr3YE,reg
1M5UZDxKP0nTYcW4uarT,reg
T9VACiwBbmZCwXUD9UDS,reg
hYSoiNzlOKO8vYmrPSVB,reg
7QimZNgKB6AsgWrEexib,reg
jdJRtSyyTamNP0WYAaei,reg
T0BYCIvbPwRMe80GNrdT,reg
qy5e2BKyVAdHLE9Ft3KP,reg
FQCQhjkNqqJrCXXHGWyM,reg
YWLSlBZ1Blkedp3DGEgE,sup
mlhVFjOIFIcEw15BvvUI,reg
gGaL9V5DuAw39Y6Pxdwu,reg
UpCXiaZ8iZxNNKqYbd3B,reg
MSGpC65S0iGZazje8tlR,sup
uKYfZr65pq4KTBvCj3dE,reg
v6WCulgKeWmJNpASBpXd,reg
kSZ3wZkDtJRrYLpi4ojs,reg
ct6awrymUS8RgzTgYjKx,reg
0vQoOOqbZMP3otq0XdM9,reg
U1SS8RNVS9QJgXPfZIGL,reg
Y2lFlepXHqWUFbEKCNwq,reg
vRdqlIejVhs4yz4OFb8E,reg
cLXoSFiMo02a11WTFSyD,reg
A8SHBz2S8Ui095L35Wjh,reg
JE7xSqhhVcY0DCLSQoh7,reg
JlC8vtBxKJRSYnZxy3cS,reg
TuRmDIBkujdQMhZgsFZi,reg
B5xt3fvqtOgMSQdQDwRx,reg
WyTQthCfcXAeZCUgU2aB,reg
rugjZmEaWY4VclvQ0oBR,reg
HnYZeIQGl4VKmUavOa3G,reg
nEtoalBY0FuCldIuVyG8,reg
zwOf6SigT5GZ65p2ohYu,reg
jtvtTOMSmoqa3cP4vWFw,reg
5coZDns40wcdgPzHyzrU,reg
0ZYsHN4CfauJs75YWXmE,sup
H1ZWXyVtnQuMt6kjEf1X,reg
1xNiXXWkGtLI3YPU2dah,reg
OQBbRgSRcYyepR1DfiXP,reg
Mtt1LXmZWBninK3ggSK5,reg
Q1tEh5Ao7Nirp0AUi0P2,reg
4yvivHyWLfFpSdW1qGZu,reg
j1lSAtVBMhimMpC1Ha2o,reg
EYYpsISJ9Gn6xVcClZge,reg
1gSWb3p7qwbEpGVvZEvR,reg
QygIO2O30zG9kOeA6yaW,reg
KDzeLpHMIZdjOc0PZs5d,sup
z6Lh4IOHDaSwgJPnXM9y,reg
sDY6m1rPwmLrePbttGFk,reg
wTvMiG16cCRbflcLBehg,reg
etpxIGo8U8x68ATGMdbE,reg
icpRmmer8RMDjezeZ9hd,reg
oy61qtPF4pg4R3ABVbJj,reg
jreiAkqFiypqzeLGlilx,reg
dql7LIbSPrfB91kZLXYl,reg
Qtvbbq7TeGc36LLpTwWm,reg
Y7gbtP7ySeQMgV0Lh8Wv,reg
cRpM8Z159NED2UYcb3jT,reg
jQzW52TdimuPGtk4vvVS,reg
M0Uj6L1r76s383Di6apI,reg
GF9IyDN8pbWvTMVTucHY,reg
DIq2AnHTmt9OBGhnuKon,reg
eelRfx1LY8wXJoRoNwGT,reg
wUtWuqs0D1K6e3F1xsd0,reg
AIreHXDAPHzQ5NBl7h1s,reg
pFp0W0oC9Ym2PNt90vzA,reg
17LEM8wPQyshaga81mOO,reg
R8UiV4n2A1Vgn5OkwzJE,reg
bUlYPKyttuvpKUcRBNW9,reg
I6mfBMKbR5exUiCNwo3s,reg
8OOTbqS2vOdBOeNVM6TN,reg
91aqlaHOAOSBKYzV8ZOW,reg
PioeTzCk8Du8notayj0z,reg
8268S0OOI1PC2Ifjlq6w,reg
lTh2mTi7deayrBw0FqFF,reg
adH08twQXGLnyHCi6ZEC,reg
aEalfO2zYVQmNGz6LclE,sup
SC2x1sOCmOGfCQ69ipBT,reg
9nohyzDvZOZcWfHHxyyl,reg
kDRumZZgnbDrp3Qd9Agl,reg
dh2PexZUtPejLAUOwsKc,reg
qwXXPZtlCGfgWUMXsqwL,reg
yzpvkuUEteiwEY5CHRrG,reg
B3pYKwh90XnCjOeuBT7r,reg
XYf3SepcvILnlDs8WTBG,reg
qkYeT5dGoVDovKxUcI8N,reg
9t9PlX7wfLMMjeei9kUa,reg
j2f9EiOAjGtHq339EhaY,reg
khYao3bQxAh4FNPIXDxa,sup
TP6Rekgd2IbyVfqjO2tp,reg
vLZOQcg7ef2x9mZXoFxr,reg
zANbOJqdtyEpAq00umSb,reg
IB0qJtGPs6xL8JRpYuBt,sup
gAL0DiMvJc0jSvoR8Baq,reg
sClbYCJAyZpxuQs82V3F,reg
y1JEIOJQJeheqJoGWlQ9,reg
LPExi1QaSnKJnJrcEYAI,reg
aIaGr8bYPX4gfjlGYqyx,reg
nNv1U7RDvAlO10CNVduv,reg
ycyAacT3fNqaHh1KK9dT,reg
QFPR5BC0ggLW6ZcgN14j,reg
HcgfdvyC1AuNCwK2XnM1,reg
cfRej3asg91cIUhItulY,reg
hiqkcqOk13LSwCaUedQQ,reg
DH0T6zFub589qUF0B702,reg
seSjWHfepIikdUgpxgtj,reg
Z8vYqlN7AZH1XOE9fVW9,reg
gbFj6gxGc1Ey5Kjql43a,sup
GeqLFnYuyrcwpuJJBlxp,reg
Ps3jaWnRHhoNNeL3PDa4,reg
xNbLYScvSN51Z8um0CP0,reg
IhFTvNKt25ewrMGGKF9D,reg
cw1XsyeMghuuUJiSV9Qh,reg
BpXGyUgvqzapjyMB15Zy,reg
Emg2h9quNOMJVDTgx92X,reg
2EvpBeRbZGjlnyZCmdk6,reg
ympI28yhFCU6SFcajX8W,reg
zJThJn0epJEOnAA7d7S3,reg
I9oLuP4O3GOIbYravzP8,reg
eNXtdvWDFDTA7Xrc5UTI,reg
fkOJ1NbnRk71F9aGqXWl,reg
TzFZOXZnhIQE8OWTcMXv,reg
0Prgrio1CjB4LvZdP1oo,reg
sUE4VAmCISZvzsFH49BK,reg
Q62Nhaqimia3RQ8wxRR6,reg
9pEwavS3W13KgQTb81Oi,reg
YV20vaAnaPndIGbTNCyi,reg
rVcV4RQCRFG8K2N3i8g5,reg
sYiJDKJ1zip7VzT7XFiD,reg
QYSywlxUihOc0S6p7nNh,reg
H7f3VT97eqxqR8k4gLwC,reg
XvkcyeADdMidPbdn0tTb,reg
Go5RkRHzG4ksr6WsU3PS,sup
SstzyshA6P3MsHarAJOC,reg
FWNVpOJVzIdxuvb0beVB,reg
3RXZTpxFAGsHEekF2MpS,reg
v9DUURzf9lhLlJrVSk7n,reg
r40vkp47qAZnHweLnRIa,reg
XApTwwJk8OrrYVgSEmIG,reg
E8yaAfmQWNuct8Fa63ay,reg
T1yFSBl4AspGd6Y3YfmG,reg
xcMkFsNfZNXsd3qP1DVF,reg
zsYRR1FDyTt9ubPsiZRd,reg
KvbsDOTlLmazDnKf7jdj,reg
Gm5YDXVt591FIqCgxMtr,reg
E3hK4Etw5ylsn1SsXH8S,reg
R6M8a2s8Oin7lhCtFEhQ,reg
G47T4t0ounnVKcpS9K7W,reg
UXHtOtRF19fgRxUkUkB8,reg
IGNhGQNWebXAw0J3bKh6,reg
IBso49KowOEeRh12NApb,reg
cUamoVQNHYnryVfwEH5q,reg
bluXweOxWhtauCX3IxLG,reg
yceiAnl0ceWjKibWwUt8,reg
HngYolsZ7LnwhMepx4yf,reg
tQpvMJzeFXX0gCrC6vyK,reg
vbGZVDJU7u0ApalOtBTF,reg
T1GXVTI6JtKUqYT7oBIK,reg
IeElhKAlZlvb0pPCNyJQ,reg
KDppLvc9sRPP1RRTXUbx,reg
ZXZt7x4rQtyCuV68Yi6b,reg
G7sge872pIGSbJj5jcS5,reg
pg3CssQWWIcR6REE3TFo,reg
i5xo5ENLDqC3CzxAx6X7,reg
oEeXzWrAYrDZk4d3W3ZO,reg
HozmCUcCHVfHEc3uO79q,reg
I39nu6yFKdVI2LWsWJc2,reg
P11pwBllfUHMrfMVJO4y,reg
771cxdbg1Rw25ZLqI3Ge,reg
TvYtzJkmM6MuLbSXfR4V,reg
QcrmHac8XMeZcwhfqCZW,reg
vavUTYtZqSMPpP5cEDda,reg
vSxwOckngCvrG4n3EbUf,reg
g6Fm4FUzsSQTZ42wrDpX,reg
sKCPMq72llUL2gHahkDQ,reg
kgAJm1lblz7JIf8qQqZd,reg
HnFw83jkYUbA4gLJk5BX,reg
x9MGSL6YNBmOXrcLFokc,reg
t6vbQHOtaa4IQAKXqEen,reg
gQUKCOzWgNy5V6QMUdFg,reg
fZqqnVNdLD3dJmD2f5nj,reg
GWvg7NVGakvtiXu8z98w,reg
lsl2rntVeEnvWXFypJ9k,reg
Cxv3OL9bAloZXz0mUogg,reg
gxEhnJWw4xLuKjlQx2Ys,reg
oqRF8ywLaUNfPwYgnXRk,reg
Ckaj2seomfpQ0xDvDQR4,reg
wTW1kq26E6yTR5szGKTj,sup
U9nsf4r6DuxRFPnEoBKH,reg
J564sfvVKu6Jy0l0oC8i,reg
EVcWTJe85xOBSqi4fxyc,reg
qZx3vvT1XCIeNSJKDie5,reg
VuUcRpAtYNI7G5o2tlz9,reg
BlbFlr57Zxe7vC1FZ2xu,reg
SJdYRJAFtFnPuPXeDtZ9,reg
6Q3RthfVul7PWNlhche0,reg
850kEnydx9qWCA79ISjs,reg
5llz14NWMVCOAnVPYcDm,reg
sfL9sQWz1Urzq1tV6s3z,reg
wef3OmvsUJkJdlJMTKTo,reg
gHHwobImT2PGSNn0oJPf,reg
9YaeRGOTkxRml6BYldlV,reg
Lu8L5YAJMFOLHoXLTRGu,reg
KuF1bnZiEtnvisYYn4SW,reg
roz2c3opqAFnyNPbzR3h,reg
0tveH30S5NXFhmiXbIwX,reg
GtHY42M30PBrlLdcosBf,reg
8EecXzNhbAccCmHOBTFm,reg
